altitude,vs,cas,tas,aoa,cl,cd,drag,lift,mass,thrust
0.0,0.0,165.4199207392086,165.41992072042984,3.149999999999997,0.429729,0.04011,29248.747687760493,362479.0439270146,59951.093421955884,185687.95728877984
0.0,0.0,165.48015059018792,165.48015057138736,3.1999999999999966,0.4337423333333333,0.04027666666666667,29354.83974658982,364821.2125310175,59951.065816894305,185671.74417064895
0.0,0.0,165.54001365895215,165.54001364013263,3.2499999999999964,0.43804499999999996,0.040456,29467.831337998523,367322.252247246,59951.03821412243,185655.63287750675
0.0,0.0,165.59950994927442,165.59950993043464,3.2999999999999963,0.44189,0.040618,29571.47897907786,369577.6587348357,59951.010613625935,185639.62239698812
0.0,0.0,165.65864319758649,165.65864317872746,3.349999999999996,0.44632449999999996,0.04081,29691.431175175814,372154.7721989703,59950.98301539049,185623.71267861623
0.0,0.0,165.7174142038449,165.71741418496612,3.399999999999996,0.4503285,0.040983,29801.129644580236,374500.69409024226,59950.95541940192,185607.90267432667
0.0,0.0,165.77582209896335,165.77582208006294,3.4499999999999957,0.4541165,0.0411545,29910.055475492307,376731.39301837655,59950.9278256461,185592.19212192716
0.0,0.0,165.8338759652763,165.83387594635764,3.4999999999999956,0.458817,0.041359,30036.95554546843,379459.90875573014,59950.90023410884,185576.58120571772
0.0,0.0,165.89157278313982,165.89157276420173,3.5499999999999954,0.46257299999999996,0.041525,30142.982632161846,381677.3327926018,59950.87264477635,185561.06745103604
0.0,0.0,165.94891698177076,165.9489169628126,3.599999999999995,0.46637599999999996,0.041687,30246.867041039404,383922.1657379818,59950.845057634695,185545.65161832137
0.0,0.0,166.00590800418607,166.00590798520895,3.649999999999995,0.4708406666666667,0.04190133333333333,30379.284346474695,386529.2060270649,59950.81747267014,185530.33247801798
0.0,0.0,166.06255121419542,166.06255119519938,3.699999999999995,0.47499399999999997,0.04208666666666667,30495.966048333325,388968.8924274743,59950.789889868916,185515.11013332635
0.0,0.0,166.11884215113307,166.1188421321175,3.7499999999999947,0.4789105,0.0422805,30617.330874006635,391281.49348246574,59950.76230921748,185499.98310656357
0.0,0.0,166.17478871872655,166.17478869969318,3.7999999999999945,0.4832125,0.042481500000000005,30742.658067285072,393806.3319083398,59950.73473070212,185484.95254431572
0.0,0.0,166.23039191666703,166.23039189761323,3.8499999999999943,0.4873476666666666,0.042677,30865.03910636475,396242.2019380146,59950.70715430942,185470.0162919852
0.0,0.0,166.2856504608004,166.28565044172896,3.899999999999994,0.49104,0.0428555,30978.182497955768,398438.0705804492,59950.67958002603,185455.1740393374
0.0,0.0,166.3405716268153,166.34057160772403,3.949999999999994,0.49541733333333327,0.04306466666666667,31108.133521565473,401010.15549340245,59950.65200783854,185440.42608605628
0.0,0.0,166.3951535927751,166.39515357366503,3.999999999999994,0.499395,0.04326133333333333,31231.305848878008,403365.67882509524,59950.624437733815,185425.7704478767
0.0,0.0,166.44940062980643,166.44940061067857,4.049999999999994,0.5035173333333334,0.04346233333333333,31356.901162533555,405802.2247334405,59950.59686969868,185411.2075691198
0.0,0.0,166.50331401138388,166.50331399223754,4.099999999999993,0.5075813333333334,0.04366366666666667,31482.732362622806,408208.71106595855,59950.56930372012,185396.73626876573
0.0,0.0,166.55689498524828,166.55689496608417,4.149999999999993,0.5116843333333333,0.04387233333333333,31612.636650716457,410638.4172131937,59950.54173978516,185382.35616623674
0.0,0.0,166.6101462162073,166.61014619702385,4.199999999999993,0.5157766666666668,0.04408,31742.049013906988,413064.1143753493,59950.514177880905,185368.06688827428
0.0,0.0,166.6630693398846,166.6630693206844,4.249999999999993,0.519888,0.044292333333333336,31874.078589239063,415502.0597920915,59950.48661799454,185353.86768424526
0.0,0.0,166.71566721035558,166.71566719113716,4.299999999999993,0.5240723333333334,0.04450933333333333,32008.729364075993,417981.9155909841,59950.45906011333,185339.75807855296
0.0,0.0,166.76794571658462,166.76794569734776,4.3499999999999925,0.52858,0.044739999999999995,32150.952585886775,420641.3397570522,59950.43150422465,185325.73727133268
0.0,0.0,166.8199059619748,166.81990594272148,4.399999999999992,0.5327695,0.04495199999999999,32282.979199131165,423127.8320532603,59950.40395031612,185311.80365458963
0.0,0.0,166.87154221875173,166.87154219947976,4.449999999999992,0.5362870000000001,0.04514,32401.85367266652,425246.30944567313,59950.376398375374,185297.95689668524
0.0,0.0,166.922873889344,166.92287387005413,4.499999999999992,0.5412990000000001,0.045388,32553.80630824011,428189.1069455343,59950.34884838986,185284.19848640912
0.0,0.0,166.97388981017943,166.9738897908734,4.549999999999992,0.545242,0.045599,32685.45295551939,430545.2300175148,59950.321300347765,185270.52321744172
0.0,0.0,167.02458848687732,167.02458846755306,4.599999999999992,0.5493476666666667,0.045836666666666664,32831.85491389579,432992.6260076843,59950.293754236845,185256.93402800095
0.0,0.0,167.0749750884515,167.07497506910957,4.6499999999999915,0.55353,0.046072,32977.03787808357,435483.98218636645,59950.26621004482,185243.43127977036
0.0,0.0,167.12505622509028,167.1250562057319,4.699999999999991,0.558052,0.046322,33130.384149291946,438164.55320673506,59950.2386677596,185230.0135601252
0.0,0.0,167.17481354676502,167.17481352738872,4.749999999999991,0.5615156666666667,0.04655533333333334,33274.60145251424,440262.47055768355,59950.21112736935,185216.67907374873
0.0,0.0,167.2242674528138,167.22426743341984,4.799999999999991,0.5655355000000001,0.0467745,33411.04786698963,442668.91651850595,59950.18358886156,185203.43267097967
0.0,0.0,167.27341906077606,167.27341904136728,4.849999999999991,0.5695676666666667,0.04699966666666666,33550.86688593349,445083.7405134879,59950.156052224476,185190.26888593967
0.0,0.0,167.32226832069716,167.32226830127036,4.899999999999991,0.5735330000000001,0.047228,33692.49556093014,447463.1282914901,59950.12851744641,185177.1873874133
0.0,0.0,167.3708193099914,167.3708192905482,4.94999999999999,0.5776300000000001,0.04746266666666667,33837.688860515256,449916.8939596113,59950.10098451565,185164.18815521814
0.0,0.0,167.41907334308763,167.41907332362734,4.99999999999999,0.5817410000000001,0.047702999999999995,33986.08346240902,452379.97035221447,59950.073453420686,185151.27007126337
0.0,0.0,167.46703179917333,167.46703177969775,5.04999999999999,0.585868,0.047949,34137.6838090382,454853.46048925736,59950.04592415002,185138.43275326092
0.0,0.0,167.51470055756826,167.51470053807498,5.09999999999999,0.590213,0.04820366666666667,34294.15818773883,457449.395496944,59950.018396692234,185125.67580208668
0.0,0.0,167.56207913174444,167.56207911223595,5.14999999999999,0.5943923333333333,0.048454333333333335,34448.48596593581,459955.0680063753,59949.990871036134,185112.9976222213
0.0,0.0,167.6091695439721,167.60916952444592,5.1999999999999895,0.5986020000000001,0.04871,34605.65905044172,462479.12550071906,59949.96334717051,185100.39831192308
0.0,0.0,167.6559671535582,167.65596713401658,5.249999999999989,0.6019963333333334,0.04891533333333334,34734.93985903479,464551.7546570392,59949.93582508423,185087.877302546
0.0,0.0,167.70246935369346,167.70246933413594,5.299999999999989,0.605353,0.0491335,34871.39156368143,466604.44233695365,59949.90830476599,185075.43579719844
0.0,0.0,167.74869747202507,167.7486974524517,5.349999999999989,0.6096248181818182,0.04937363636363637,35020.10549218352,469167.0686472091,59949.88078620439,185063.0744579125
0.0,0.0,167.79466156660246,167.79466154701313,5.399999999999989,0.614307090909091,0.04962818181818182,35176.90013346867,471959.68149062595,59949.853269388856,185050.78758547833
0.0,0.0,167.84034235062222,167.8403423310161,5.449999999999989,0.6191485000000001,0.049972249999999996,35383.613871206755,474842.74086507666,59949.82575430918,185038.57247856382
0.0,0.0,167.88579328670028,167.88579326707932,5.4999999999999885,0.624934,0.050239000000000006,35547.37294036939,478253.58722987527,59949.79824095445,185026.43423436306
0.0,0.0,167.93092121881057,167.9309211991744,5.549999999999988,0.627303375,0.0504965,35706.064869313625,479762.8699319388,59949.77072931575,185014.35862043433
0.0,0.0,167.97580626651066,167.9758062468572,5.599999999999988,0.632303,0.05075049999999999,35862.85550355868,482739.1831596602,59949.74321938067,185002.37035861297
0.0,0.0,168.02039298991957,168.02039297025354,5.649999999999988,0.6350943333333334,0.05098133333333332,36006.79314782946,484485.2853732904,59949.71571113982,184990.44813630634
0.0,0.0,168.06466579114303,168.0646657714599,5.699999999999988,0.6379454000000001,0.051276600000000006,36186.74400301464,486265.18736264453,59949.688204581726,184978.60665192167
0.0,0.0,168.10861767081076,168.10861765111156,5.749999999999988,0.638922,0.051413,36278.02454894321,486998.42919832194,59949.66069969432,184966.85001725197
0.0,0.0,168.1523495319615,168.15234951224735,5.799999999999987,0.64625,0.051862000000000005,36543.986671692066,491280.6291677142,59949.6331964653,184955.18005931683
0.0,0.0,168.19587229456576,168.19587227483763,5.849999999999987,0.651876,0.052114999999999995,36700.54027347657,494614.4887582897,59949.605694886144,184943.56995987086
0.0,0.0,168.23910543551963,168.23910541577573,5.899999999999987,0.65520875,0.0524105,36880.94939898695,496667.7629629666,59949.578194948765,184932.01679869724
