Mass,Altitude,Pressure,Density,Temperature,Cas,Tas,Vy,VS,Drag,Thrust,T-D,Pitch,FPA,AOA,Q,AccelerationX,AccelerationY,DistanceX,Dx,Dy,Phase,Cd,Cd0,Gear,Flaps,Cl,Lift,Weight,L-W
75500,84.84652803908754,100313.09591871031,1.2150840373436664,287.6003598753049,92.66291373678771,93.03173639361562,17.192986518334052,3384.446165026388,55747.75056182581,206728.0820718857,-40135.4530571854,15.0,10.46874072941951,4.53125927058049,10517.934162392816,-0.39767098519043464,0.29462457077142146,647.5985171252217,1.5505841719748699,0.28650885522629377,T/O C,0.07510767670304216,7559.117044,False,2,0.9615667225141609,747036.9242892589,738414.6884999999,33783.10615591146
75500,85.13311820817339,100309.68132487744,1.2150505445122801,287.5984975677459,92.65504971388917,93.025095589118,17.197833771967638,3385.4003488125268,55728.89608816359,206729.27525292753,-40115.40540248132,15.0,10.472376406666577,4.5276235933334235,10516.145789239907,-0.39844826985720483,0.29083521801505596,649.1489907250779,1.5504735998561134,0.2865901690858474,T/O C,0.07509105757441109,7559.117044,False,2,0.9612601490934709,746735.3640244592,738414.6884999999,33481.54589111172
75500,85.41978864171243,100306.26585611243,1.2150170428819544,287.5966347316469,92.64717269298434,93.01844191314188,17.202618252717507,3386.3421757317924,55710.14327341086,206730.47228850675,-40095.45555214939,15.0,10.475976439157009,4.524023560842991,10514.35460082709,-0.3992205585666929,0.287068844992086,650.6993535375967,1.5503628125188325,0.28667043353904287,T/O C,0.07507461139516386,7559.117044,False,2,0.9609565700433409,746435.6261392435,738414.6884999999,33181.80800589605
75500,85.70653829666207,100302.8495249991,1.2149835325759473,287.59477137382885,92.63928276169389,93.01177544847623,17.207340341240325,3387.2717207165992,55691.491337955486,206731.673155345,-40075.60274985578,15.0,10.479541041490213,4.520458958509787,10512.560617934769,-0.39998787993950324,0.2833253113691972,652.2496053489435,1.5502518113468176,0.2867496549496486,T/O C,0.07505833687638369,7559.117044,False,2,0.9606559673303898,746137.6994620307,738414.6884999999,32883.88132868323
75500,85.99336613630464,100299.43234404437,1.2149500137167648,287.5929075010717,92.63138000713343,93.00509627743541,17.212000415868292,3388.1890582417896,55672.93950945911,206732.87783029687,-40055.84624640751,15.0,10.483070426905542,4.516929573094458,10510.763861222224,-0.40075026244927925,0.27960447767801344,653.7997459466594,1.5501405977159302,0.2868278396425718,T/O C,0.07504223274088737,7559.117044,False,2,0.9603583230355672,745841.5728907593,738414.6884999999,32587.754757411894
75500,86.28027113020875,100296.01432567844,1.2149164864261646,287.591043120114,92.62346451591554,92.9984044818617,17.216598852623456,3389.094262327452,55654.487022780355,206734.08629034873,-40036.1852996769,15.0,10.486564807291385,4.513435192708615,10508.96435122824,-0.40150773442323723,0.275906205309756,655.3497751196536,1.5500291729941424,0.2869049939040979,T/O C,0.07502629772310312,7559.117044,False,2,0.9600636193533872,745547.2353924502,738414.6884999999,32293.417259102804
75500,86.56725225419088,100292.59548225519,1.214882950825158,287.58917823765364,92.61553637415166,92.99170014312766,17.221136025231953,3389.987406541723,55636.133119898535,206735.29851261896,-40016.61917452485,15.0,10.490024393194195,4.509975606805805,10507.162108371676,-0.4022603240426873,0.2722303565099029,656.8996926581951,1.549917538541578,0.28698112398212844,T/O C,0.07501053056895002,7559.117044,False,2,0.9597718385911693,745254.6760027683,738414.6884999999,32000.8578694209
75500,86.85430849027729,100289.17582605257,1.2148494070340152,287.5873128603477,92.60759566745557,92.9849833421386,17.225612305138167,3390.868564003576,55617.877049838666,206736.5144743565,-39997.14714272745,15.0,10.493449393827456,4.506550606172544,10505.357152952118,-0.40300805934356426,0.26857679437295107,658.4494983539057,1.5498056957105522,0.28705623608641767,T/O C,0.07499493003571858,7559.117044,False,2,0.9594829631682847,744963.8838255936,738414.6884999999,31710.065692246193
75500,87.1414388266661,100285.7553692737,1.214815855172275,287.5854469948132,92.5996424809467,92.978254159335,17.230028061518787,3391.737807385588,55599.718068597285,206737.73415294013,-39977.76848290244,15.0,10.496840017080574,4.503159982919426,10503.549505150517,-0.4037509682169582,0.26494538283717833,659.9991919997514,1.5496936458456132,0.28713033638880797,T/O C,0.07497949489195294,7559.117044,False,2,0.9591969756154074,744674.8480325921,738414.6884999999,31421.029899244662
75500,87.42864225768956,100282.33412404623,1.214782295358739,287.58358064762666,92.59167689925071,92.97151267469484,17.23438366129678,3392.5952089166885,55581.65543906872,206738.9575258787,-39958.48248043528,15.0,10.500196469527717,4.499803530472283,10501.73918502973,-0.40448907840964043,0.26133598667940705,661.548773390035,1.549581390283582,0.287203431023463,T/O C,0.07496422391733423,7559.117044,False,2,0.9589138585737721,744387.5578627866,738414.6884999999,31133.73972943914
75500,87.71591778377666,100278.91210242367,1.214748727711485,287.581713825325,92.58369900650365,92.96475896773609,17.238679469155276,3393.4408403848965,55563.68843097275,206740.18457080948,-39939.28842740855,15.0,10.503518956436599,4.496481043563401,10499.926212535192,-0.40522241752460453,0.25774847150985025,663.0982423203885,1.549468930353591,0.28727552608710044,T/O C,0.07494911590256538,7559.117044,False,2,0.9586335947944357,744102.002622135,738414.6884999999,30848.18448878755
75500,88.00326441141588,100275.48931638575,1.2147151523478694,287.5798465344054,92.57570888635249,92.95799311751907,17.24291584755139,3394.2747731400373,55545.81632078283,206741.4152654983,-39920.185622529825,15.0,10.506807681777163,4.493192318222837,10498.110607495528,-0.4059510130215862,0.254182703766979,664.6475985877656,1.5493562673771264,0.28734662763922225,T/O C,0.07493416964925706,7559.117044,False,2,0.958356167137544,743818.1716831098,738414.6884999999,30564.353549762396
75500,88.29068115311823,100272.06577783849,1.2146815693845292,287.5779787813258,92.5677066219619,92.95121520264877,17.24709315672993,3395.097078096443,55528.038391655056,206742.6495878381,-39901.173371062236,15.0,10.510062848230252,4.489937151769748,10496.292389623119,-0.4066748922176147,0.25063855071238683,666.1968419904337,1.5492434026680653,0.2874167417023443,T/O C,0.07491938396981523,7559.117044,False,2,0.9580815585716069,743536.0544842782,738414.6884999999,30282.23635093076
75500,88.57816702738046,100268.64149861486,1.2146479789373876,287.5761105725047,92.55969229601158,92.9444253012773,17.251211754737028,3395.907825735635,55510.35393335805,206743.88751584903,-39882.2509847543,15.0,10.513284657196198,4.486715342803802,10494.471578514731,-0.40739408228753926,0.24711588042571447,667.7459723279663,1.5491303375327172,0.28748587426222466,T/O C,0.07490475768732967,7559.117044,False,2,0.957809752172774,743255.6405298862,738414.6884999999,30001.822396538802
75500,88.86572105864855,100265.21649047529,1.214614381121659,287.574241914322,92.55166599070282,92.93762349110624,17.255271997433688,3396.7070861089937,55492.76224220362,206745.12902767738,-39863.41778177151,15.0,10.516473308803327,4.483526691196673,10492.648193652114,-0.4081086102645716,0.2436145617995917,669.2949894012362,1.549017073269863,0.28755403126808926,T/O C,0.07489028963546383,7559.117044,False,2,0.9575407311241174,742976.9193894455,738414.6884999999,29723.101256098016
75500,89.15334227728141,100261.79076510816,1.214580776051854,287.57237281311876,92.54362778775864,92.9308098493889,17.259274238509267,3397.494928840407,55475.262620978385,206746.37410159505,-39844.67308662861,15.0,10.519629001916448,4.480370998083552,10490.82225440262,-0.4088185030408199,0.24013446453464693,670.843893012407,1.5489036111707928,0.28762121863285794,T/O C,0.07487597865834619,7559.117044,False,2,0.9572744787149222,742699.8806973245,738414.6884999999,29446.062563977088
75500,89.44102971951477,100258.36433412993,1.2145471638417809,287.57050327519767,92.53557776842847,92.92398445293276,17.263218829494843,3398.271423128906,55457.854378875716,206747.622715999,-39826.01623012201,15.0,10.522751934145239,4.477248065854761,10488.99378001976,-0.4095237873678367,0.23667545913446414,672.3926829649263,1.5487899525193471,0.28768744223336756,T/O C,0.07486182361046248,7559.117044,False,2,0.9570109783399766,742424.514152337,738414.6884999999,29170.696018989547
75500,89.72878242742537,100254.93720908585,1.214513544604552,287.56863330682313,92.52751601348727,92.9171473781018,17.26710611977652,3399.0366377512837,55440.53683142899,206748.8748494102,-39807.446549264074,15.0,10.525842301852604,4.474157698147396,10487.162789643833,-0.41022448985715587,0.2332374169006663,673.9413590635182,1.5486760985919545,0.28775270791059465,T/O C,0.07484782335654937,7559.117044,False,2,0.9567502134988726,742150.8095173393,738414.6884999999,28896.991383991903
75500,90.01659944889525,100251.50940145054,1.21447991845259,287.5667629142217,92.51944260324113,92.91029870081879,17.270936456608656,3399.7906410646956,55423.309300445355,206750.1304804737,-39788.963387216965,15.0,10.528900300162947,4.471099699837053,10485.329302302533,-0.4109206369808301,0.22982020992798022,675.4899211141759,1.5485620506576716,0.2878170214698764,T/O C,0.0748339767714893,7559.117044,False,2,0.9564921677953075,741878.7566188276,738414.6884999999,28624.938485480146
75500,90.30447983757638,100248.0809226279,1.2144462854976263,287.56489210358217,92.51135761753054,92.90343849656759,17.274710185126978,3400.533501009247,55406.17111394009,206751.38958795712,-39770.56609322823,15.0,10.53192612297042,4.46807387702958,10483.49333691148,-0.4116122550719859,0.22642371109930712,677.0383689241542,1.5484478099782197,0.28788038868113025,T/O C,0.07482028274020654,7559.117044,False,2,0.956236824936394,741608.3453465346,738414.6884999999,28354.52721318719
75500,90.59242265285545,100244.65178395201,1.2144126458507112,287.5630208810557,92.50326113572892,92.8965668403955,17.27842764836166,3401.2652851105627,55389.121606072076,206752.65215075103,-39752.25402256631,15.0,10.534919962947065,4.465080037052935,10481.654912274886,-0.4122993703253544,0.22304779408088712,678.5867023019622,1.5483333778080257,0.28794281527907195,T/O C,0.07480674015756428,7559.117044,False,2,0.95598416873197,741339.5656530351,738414.6884999999,28085.747519687633
75500,90.88042695981888,100241.22199668751,1.2143789996222152,287.5611492527564,92.49515323674741,92.88968380691553,17.282089187250286,3401.9860604823393,55372.16011707971,206753.9181478675,-39734.0265364575,15.0,10.537882011550948,4.462117988449052,10479.814047086082,-0.41298200879782465,0.21969233331743784,680.1349210573565,1.5482187553942584,0.2880043069634328,T/O C,0.0747933479282631,7559.117044,False,2,0.9557341830939201,741072.4075533483,738414.6884999999,27818.589420000906
75500,91.16849182921806,100237.79157202973,1.2143453469218324,287.55927722476116,92.48703399903751,92.88278947030871,17.28569514065074,3402.695893828886,55355.28599321758,206755.18755843973,-39715.883002023125,15.0,10.5408124590342,4.4591875409658,10477.970759928126,-0.413660196408987,0.21635720402734218,681.6830250013334,1.5481039439768687,0.28806486939917525,T/O C,0.0747801049667404,7559.117044,False,2,0.9554868520354959,740806.8611245457,738414.6884999999,27553.04299119825
75500,91.45661633743477,100234.36052110535,1.2143116878585871,287.55740480311005,92.47890350059444,92.87588390432634,17.28924584535404,3403.394851447645,55338.49858669406,206756.46036172129,-39697.82279221807,15.0,10.543711494451014,4.4562885055489865,10476.125069274396,-0.414333958941683,0.2130422821978733,683.231013946122,1.5479889447886253,0.2881245082167065,T/O C,0.07476701019707106,7559.117044,False,2,0.9552421596706443,740542.9165053605,738414.6884999999,27289.098372013075
75500,91.74479956644686,100230.92885497288,1.214278022540836,287.55553199380665,92.4707618189571,92.8689671822923,17.292741636097045,3404.0829992317017,55321.79725560944,206757.73653708605,-39679.84528576868,15.0,10.546579305665588,4.453420694334412,10474.276993489155,-0.415003322042538,0.20974744458045455,684.7788877051771,1.5478737590551555,0.28818322901209237,T/O C,0.07475406255286929,7559.117044,False,2,0.9550000902133404,740280.5638958012,738414.6884999999,27026.745762453764
75500,92.03304060379412,100227.49658462287,1.2142443510762733,287.55365880281806,92.46260903121139,92.86203937710525,17.296182845575142,3404.760402672272,55305.18136389471,206759.01606402683,-39661.94986711317,15.0,10.549416079360014,4.4505839206399855,10472.426550828131,-0.41566831122252784,0.2064725686859021,686.3266460931721,1.5477583879949797,0.28824103734726825,T/O C,0.07474126097719136,7559.117044,False,2,0.9547606279769234,740019.7935567633,738414.6884999999,26765.97542341589
75500,92.32133854254437,100224.06372097846,1.2142106735719338,287.5517852360753,92.45444521399493,92.85510056124096,17.299569804454805,3405.427126861182,55288.65028125117,206760.2989221553,-39644.13592634114,15.0,10.552222001042097,4.447777998957903,10470.573759439098,-0.4163289518575135,0.20321753277975033,687.8742889259917,1.5476428328195517,0.28829793875024956,T/O C,0.07472860442243966,7559.117044,False,2,0.9545237573734389,739760.595809648,738414.6884999999,26506.77767630061
75500,92.60969248125971,100220.63027489572,1.2141769901341977,287.5499112994734,92.44627044349429,92.84815080675448,17.302902841386096,3406.083236493326,55272.203383090695,206761.5850912012,-39626.402859134774,15.0,10.554997255053124,4.445002744946876,10468.718637362446,-0.41698526918879286,0.19998221587758588,689.4218160207249,1.5475270947332953,0.2883539387153409,T/O C,0.0747160918502677,7559.117044,False,2,0.954289462912985,739502.9610359817,738414.6884999999,26249.142902634223
75500,92.89810152396306,100217.19625716424,1.214143300868795,287.5480369988718,92.4380847954545,92.84119018528241,17.306182283015104,3406.728795869115,55255.84005047664,206762.87455101128,-39608.750066710636,15.0,10.557742024575594,4.442257975424406,10466.861202531758,-0.4176372883236532,0.19676649774040705,690.9692271956585,1.5474111749336408,0.28840904270334333,T/O C,0.0747037222314863,7559.117044,False,2,0.9540577292030642,739246.8796770372,738414.6884999999,25993.061543689808
75500,93.18656478010483,100213.76167850719,1.2141096058808079,287.5461623400942,92.42988834517485,92.83421876804515,17.309408453996273,3407.363868896904,55239.559670065406,206764.16728154977,-39591.17695576092,15.0,10.56045649164088,4.439543508359121,10465.001472774371,-0.4182850342359097,0.1935702588700096,692.5165222702695,1.547295074611063,0.2884632561417615,T/O C,0.07469149454597065,7559.117044,False,2,0.9538285409479379,738992.3422334583,738414.6884999999,25738.524100110866
75500,93.47508136452984,100210.32654958201,1.2140759052746752,287.5442873289293,92.42168116751496,92.82723662584904,17.31258167700468,3407.988519095409,55223.361634048684,206765.4632628964,-39573.68293839757,15.0,10.56314083713682,4.436859162863181,10463.139465811937,-0.4189285317664718,0.19039338050439603,694.0637010652187,1.547178794949118,0.2885165844250079,T/O C,0.07467940778256865,7559.117044,False,2,0.9536018829479866,738739.3392648849,738414.6884999999,25485.521131537505
75500,93.76365039744445,100206.89088098089,1.214042199154199,287.54241197113055,92.41346333689619,92.82024382908864,17.315702272748233,3408.6028095961087,55207.24534009646,206766.76247524712,-39556.26743209461,15.0,10.565795240815296,4.434204759184704,10461.27519926102,-0.419567805623872,0.18723574461324924,695.6107634023431,1.5470623371244807,0.28856903291460756,T/O C,0.07466746093901006,7559.117044,False,2,0.9533777400990756,738487.8613895846,738414.6884999999,25234.04325623717
75500,94.05227100438385,100203.45468323077,1.214008487622544,287.5405362724166,92.40523492730416,92.8132404477489,17.31877055997979,3409.2068031456274,55191.210191300364,206768.0648989125,-39538.92985963315,15.0,10.56841988129973,4.4315801187002695,10459.40869063361,-0.4202028803848331,0.18409723389337382,697.15770910465,1.5469457023069795,0.28862060693940017,T/O C,0.07465565302181675,7559.117044,False,2,0.9531560973919228,738237.8992840811,738414.6884999999,24984.081150733633
75500,94.34094231617959,100200.01796679411,1.2139747707822448,287.5386602384715,92.39699601229086,92.80622655140732,17.321786855509192,3409.8005621081084,55175.25559611801,206769.37051431753,-39521.66964904577,15.0,10.571014936092519,4.428985063907481,10457.539957337727,-0.420833780494809,0.18097773176421514,698.7045379963097,1.546828891659635,0.2886713117957415,T/O C,0.07464398304621404,7559.117044,False,2,0.9529369399114725,737989.4436827892,738414.6884999999,24735.625549441786
75500,94.62966346892729,100196.58074206919,1.2139410487352087,287.53678387494483,92.38874666497657,92.79920220923619,17.324751474215248,3410.384148467568,55159.38096831779,206770.67930200114,-39504.48623356194,15.0,10.573580581582444,4.426419418417556,10455.669016677952,-0.42146053026853497,0.17787712236338865,700.2512499026484,1.5467119063386958,0.28872115274770366,T/O C,0.07463245003604295,7559.117044,False,2,0.9527202528362747,737742.485377651,738414.6884999999,24488.667244303622
75500,94.91843360395457,100193.14301939028,1.213907321582718,287.53490718745195,92.38048695805388,92.79216749000467,17.327664729057616,3410.9576238302393,55143.585726924204,206771.99124261513,-39487.379051554366,15.0,10.576116993052018,4.423883006947982,10453.795885855983,-0.4220831538905834,0.17479529054222448,701.7978446501421,1.5465947474936739,0.2887701350272739,T/O C,0.0746210530236734,7559.117044,False,2,0.9525060214378659,737497.015217773,738414.6884999999,24243.1970844256
75500,95.20725186778913,100189.70480902851,1.2138735894254382,287.53303018157425,92.37221696378629,92.78512246208108,17.330526931088638,3411.521049426897,55127.869296164055,206773.3063169244,-39470.34754648493,15.0,10.578624344684775,4.4213756553152255,10451.920581971213,-0.42270167541590176,0.17173212186136566,703.3443220664095,1.5464774162673813,0.2888182638345521,T/O C,0.07460979104991843,7559.117044,False,2,0.9522942310801565,737253.0241090675,738414.6884999999,23999.205975720077
75500,95.49611741212708,100186.26612119186,1.2138398523634177,287.53115286285936,92.36393675401638,92.77806719343491,17.333338389465077,3412.0744861151725,55112.23110541302,206774.62450580526,-39453.39116685305,15.0,10.58110280957251,4.41889719042749,10450.043122021265,-0.42331611877037817,0.1686875025863682,704.8906819802055,1.5463599137959665,0.28886554433794764,T/O C,0.07459866316394936,7559.117044,False,2,0.9520848672188214,737010.503013895,738414.6884999999,23756.684880547575
75500,95.78502939380145,100182.82696602544,1.2138061104960907,287.52927523682115,92.35564640016294,92.77100175163905,17.3360994114598,3412.6179943818497,55096.67058914276,206775.94579024598,-39436.50936614207,15.0,10.583552559722461,4.416447440277539,10448.16352290251,-0.4239265077513782,0.16566131968332262,706.4369242214144,1.5462422412089496,0.28891198167437393,T/O C,0.07458766842321193,7559.117044,False,2,0.9518779154006954,736769.4429507076,738414.6884999999,23515.624817360193
75500,96.0739869747509,100179.38735361246,1.2137723639222862,287.5273973089403,92.34734597322571,92.7639262038719,17.338810302473373,3413.151634345152,55081.187186869145,206777.27015134523,-39419.7016027692,15.0,10.58597376606448,4.41402623393552,10446.281801410676,-0.42453286602829937,0.16265346081456672,707.9830486210436,1.546124399629258,0.2889575809494431,T/O C,0.0745768058933434,7559.117044,False,2,0.9516733612631745,736529.8349937005,738414.6884999999,23276.016860353062
75500,96.36298932198855,100175.94729397382,1.2137386127402252,287.5255190846641,92.33903554378604,92.75684061691952,17.34147136604561,3413.6754657570095,55065.7803431002,206778.59757031215,-39402.96734003333,15.0,10.588366598458084,4.411633401541916,10444.397974241328,-0.4251352171431245,0.15966381433430363,709.5290550112169,1.5460063901732617,0.28900234723765816,T/O C,0.07456607464809037,7559.117044,False,2,0.951471190533616,736291.6702724553,738414.6884999999,23037.852139107883
75500,96.65203560757115,100172.50679706926,1.213704857047531,287.52364056940706,92.3307151820129,92.74974505717766,17.344082903867015,3414.1895480053176,55050.44950728561,206779.92802846528,-39386.30604606561,15.0,10.590731225699525,4.409268774300475,10442.512057990472,-0.4257335845109636,0.1566922692843942,711.0749432251677,1.5458882139508099,0.28904628558260526,T/O C,0.07455547376922785,7559.117044,False,2,0.9512713890287501,736054.9399715982,738414.6884999999,22801.12183825078
75500,96.94112500856829,100169.06587279725,1.2136710969412283,287.5217617685508,92.32238495765735,92.74263959065398,17.346645215790183,3414.6939401161776,55035.19413376589,206781.26150723238,-39369.71719377878,15.0,10.593067815528764,4.406932184471236,10440.624069155045,-0.42632799142060723,0.15373871539004313,712.620713097233,1.5457698720652637,0.2890894009971433,T/O C,0.07454500234647891,7559.117044,False,2,0.9510739426540897,735819.635330449,738414.6884999999,22565.81719710154
75500,97.23025670703188,100165.6245309954,1.2136373325177463,287.5198826874443,92.31404494006419,92.73552428297006,17.349158599841108,3415.188700756123,55020.01368172273,206782.5979881499,-39353.20026081812,15.0,10.595376534636431,4.404623465363569,10438.734024133459,-0.42691846103507297,0.15080304305558664,714.1663644628464,1.5456513656135336,0.2891316984635941,T/O C,0.07453465947743548,7559.117044,False,2,0.9508788374033482,735585.7476426787,738414.6884999999,22331.92950933124
75500,97.51942988996582,100162.18278144106,1.2136035638729272,287.51800333140426,92.30569519817047,92.72839919936352,17.351623352230447,3415.6738882343398,55004.90761512974,206783.93745286186,-39336.754729513166,15.0,10.597657548670695,4.4023424513293055,10436.841939226175,-0.4275050163921547,0.14788514336030167,715.7118971585326,1.5455326956861133,0.28917318293392963,T/O C,0.07452444426747976,7559.117044,False,2,0.950686059357858,735353.2682559692,738414.6884999999,22099.450122621725
75500,97.80864374929578,100158.74063385159,1.2135697911020251,287.5161237057152,92.29733580050328,92.7212644046901,17.354039767364686,3416.149560504859,54989.87540270358,206785.2798831196,-39320.380086829275,15.0,10.59991102224413,4.400088977755869,10434.947830636187,-0.42808768040497364,0.14498490805420527,717.2573110218997,1.5454138633671135,0.2892138593299594,T/O C,0.07451435582970682,7559.117044,False,2,0.950495594685997,735122.1885716717,738414.6884999999,21868.370438324288
75500,98.0978974818393,100155.29809788447,1.2135360142997107,287.5142438156295,92.288966815188,92.71411996342573,17.35640813785725,3416.61577516875,54974.91651785574,206786.6252607814,-39304.07582431962,15.0,10.602137118940506,4.397862881059494,10433.051714469566,-0.4286664758625216,0.1421022295538965,718.802605891634,1.5452948697342985,0.2892537325435161,T/O C,0.07450439328484776,7559.117044,False,2,0.9503074296426152,734892.5000444693,738414.6884999999,21638.68191112182
75500,98.38719028927594,100151.8551831382,1.2135022335600778,287.512363666368,92.28058830994891,92.70696593966856,17.35872875453956,3417.072589476291,54960.03043864513,206787.97356781198,-39287.84143807844,15.0,10.60433600132153,4.3956639986784705,10431.153606736028,-0.4292414254302029,0.13923700093846486,720.3477816074932,1.545175715859119,0.2892928074366401,T/O C,0.0744945557611939,7559.117044,False,2,0.9501215505684677,734664.1941820439,738414.6884999999,21410.37604869646
75500,98.6765213781177,100148.41189915214,1.213468448976642,287.5104832631197,92.27220035210973,92.69980239714106,17.36100190647198,3417.5200603291296,54945.21664773065,206789.3247862808,-39271.67642869512,15.0,10.606507830933555,4.393492169066445,10429.253523349393,-0.42981255165039944,0.13638911594534334,721.8928380102999,1.5450564028067468,0.2893310888417628,T/O C,0.07448484239452183,7559.117044,False,2,0.9499379438896524,734437.2625447406,738414.6884999999,21183.44441139314
75500,98.96588995967959,100144.96825540696,1.2134346606423465,287.5086026110422,92.26380300859704,92.692629399192,17.36322788095475,3417.9582442824308,54930.47463232467,206790.67889836346,-39255.5803012065,15.0,10.608652768314252,4.391347231685748,10427.351480128142,-0.4303798769429941,0.13355846896624476,723.437774941936,1.5449369316361088,0.28936858156188944,T/O C,0.07447525232801906,7559.117044,False,2,0.9497565961170481,734211.6967452366,738414.6884999999,20957.878611889202
75500,99.25529525005037,100141.52426132558,1.2134008686495692,287.5067217152621,92.2553963459429,92.68544700879856,17.365406963538803,3418.3871975470083,54915.80388414716,206792.03588633932,-39239.552565053105,15.0,10.61077097299919,4.389229027000811,10425.44749279597,-0.4309434236059291,0.13074495504313602,724.9825922453359,1.5448173033999215,0.2894052903707796,T/O C,0.0744657847122108,7559.117044,False,2,0.94957749384576,733987.4884482154,738414.6884999999,20733.67031486798
75500,99.5447364700635,100138.07992627246,1.2133670730901174,287.50484058087466,92.24698043028481,92.6782552885683,17.367539438036538,3418.8069759914442,54901.20389937975,206793.39573259177,-39223.59273403324,15.0,10.612862603528416,4.387137396471584,10423.541576982232,-0.4315032138157552,0.12794846986415329,726.5272897644807,1.5446975191447239,0.28944122001312783,T/O C,0.07445643870488733,7559.117044,False,2,0.9494006237545677,733764.6293700347,738414.6884999999,20510.811236687237
75500,99.83421284526824,100134.63525955506,1.2133332740552416,287.5029592129446,92.23855532737178,92.67105430074116,17.369625586532532,3419.217635144199,54886.67417862105,206794.75841960794,-39207.700326258375,15.0,10.614927817452976,4.385072182547024,10421.633748222537,-0.43205926962815605,0.12516890975966985,728.0718673443915,1.544577579910912,0.2894763752047423,T/O C,0.07444721347103221,7559.117044,False,2,0.9492259726053772,733543.1112784073,738414.6884999999,20289.29314505984
75500,100.12372360590096,100131.19027042335,1.21329947163563,287.5010776165057,92.23012110256292,92.66384410719152,17.37166568939417,3419.6192301957026,54872.214226841716,206796.12392997727,-39191.87486410973,15.0,10.616966771341373,4.383033228658627,10419.724021959191,-0.43261161297851924,0.12240617169824167,729.6163248311243,1.5444574867327723,0.2895107606327225,T/O C,0.0744381081827514,7559.117044,False,2,0.9490535272426766,733322.9259920727,738414.6884999999,20069.10785872524
75500,100.4132679868566,100127.74496807075,1.2132656659214187,287.4991957965616,92.22167782083,92.65662476943015,17.373660025282216,3420.0118160004363,54857.823553340786,206797.49224639192,-39176.11587419413,15.0,10.618979620786007,4.381020379213993,10417.812413541773,-0.43316026568245114,0.11966015328272428,731.1606620717628,1.5443372406385139,0.28954438095563656,T/O C,0.07442912201920303,7559.117044,False,2,0.9488832745929954,733104.0653804815,738414.6884999999,19850.247247134103
75500,100.70284522766029,100124.29936163414,1.2132318570021916,287.4973137580854,92.21322554676236,92.64939634860622,17.375608871161322,3420.3954470790004,54843.5016717018,206798.8633516453,-39160.42288730177,15.0,10.620966520409551,4.379033479590449,10415.898938227612,-0.43370524943634226,0.11693075274629747,732.704878914413,1.5442168426503031,0.2895772408036962,T/O C,0.07442025416652792,7559.117044,False,2,0.9487152016643684,732886.5213634737,738414.6884999999,19632.703230126295
75500,100.99245457243923,100120.85346019424,1.2131980449669835,287.49543150602017,92.20476434456528,92.64215890550925,17.377512502310466,3420.77017762017,54829.24809974974,206800.2372286325,-39144.79543836252,15.0,10.622927623871288,4.377072376128712,10413.983611182279,-0.4342465858178933,0.11421786894856145,734.2489752081973,1.5440962937842955,0.2896093447789315,T/O C,0.07441150381778101,7559.117044,False,2,0.9485492955458025,732670.2859109615,738414.6884999999,19416.467777614016
75500,101.2820952698946,100117.40727277599,1.213164229904284,287.4935490452791,92.1962942780648,92.63491250057113,17.379371192333327,3421.136061482938,54815.06235950857,206801.61386034876,-39129.23306640508,15.0,10.624863083873413,4.375136916126587,10412.066447480125,-0.43478429628666426,0.11152140137167907,735.792950803248,1.54397559505067,0.2896406974553649,T/O C,0.07440287017286346,7559.117044,False,2,0.9483855434067475,732455.3510426168,738414.6884999999,19201.53290926933
75500,101.57176657327378,100113.9608083489,1.2131304119020416,287.49166638074564,92.187815410709,92.62765719386806,17.381185213168603,3421.4931521985436,54800.94397715892,206802.9932298898,-39113.7353145144,15.0,10.626773052167273,4.373226947832727,10410.147462104758,-0.4353184021846111,0.10884125011648416,737.3368055507017,1.54385474745366,0.2896713033791828,T/O C,0.0743943524384554,7559.117044,False,2,0.9482239324965701,732241.708827556,738414.6884999999,18987.89069420856
75500,101.86146774034269,100110.5140758276,1.2130965910476685,287.4897835172737,92.17932780556998,92.62039304512246,17.382954835100247,3421.8415029724893,54786.89248299663,206804.3753204504,-39098.30172979151,15.0,10.628657679559566,4.371342320440434,10408.226669949592,-0.4358489247366232,0.10617731589869756,738.8805393026933,1.5437337519915875,0.2897011670689071,T/O C,0.07438594982794959,7559.117044,False,2,0.9480644501440327,732029.3513840332,738414.6884999999,18775.53325068578
75500,102.15119803335826,100107.06708407165,1.2130627674280385,287.48790045968775,92.17083152534583,92.61312011370494,17.384680326767665,3422.181166686548,54772.90741139126,206805.76011532475,-39082.931863311795,15.0,10.630517115918533,4.369482884081467,10406.304085818258,-0.43637588505106395,0.10352950004505956,740.4241519123501,1.543612609656895,0.2897302930155659,T/O C,0.07437766156138581,7559.117044,False,2,0.9479070837567762,731818.2708791267,738414.6884999999,18564.4527457793
75500,102.44095671904111,100103.61984188645,1.2130289411294968,287.48601721278317,92.16232663236262,92.60583845863627,17.386361955175825,3422.512195900753,54758.9883007456,206807.1475979053,-39067.625270085584,15.0,10.632351510180047,4.367648489819953,10404.379724425195,-0.43689930412030514,0.1008977044895891,741.9676432337862,1.5434913214361767,0.2897586856828624,T/O C,0.07436948686538568,7559.117044,False,2,0.9477518208208026,731608.4595284362,738414.6884999999,18354.64139508875
