Mass,Altitude,Pressure,Density,Temperature,Cas,Tas,Vy,VS,Drag,Thrust,T-D,Pitch,FPA,AOA,Q,AccelerationX,AccelerationY,DistanceX,Dx,Dy,Phase,Cd,Cd0,Gear,Flaps,Cl,Lift,Weight,L-W
75500,0.07438591019170598,101324.29996436385,1.2249931613308345,288.14962210868475,92.99751573461673,92.99776945252377,1.0334343641357147,203.4319614440383,110671.36149183863,207019.4530610121,-94767.69299807183,15.0,0.6006697228729451,14.399330277127055,10591.587552057204,0.755854708440441,7.020873354404465,15.48919130279863,1.5498578443881128,0.016248784769705735,T/O C,0.15959502338731102,7559.117044,False,2,1.7912765974575597,1287421.7376272953,738414.6884999999,574167.9194939479
75500,0.09257882573331234,101324.10473061938,1.2249912499917546,288.1495164915837,93.0099545584334,93.01027923327565,1.1497155008570479,226.32194898760784,110117.93259561043,207015.34517504828,-94218.37198780743,15.0,0.6724414938456145,14.327558506154386,10594.441100661195,0.7505868451132962,6.976868203279999,17.039258375180292,1.5500670723816619,0.018192915541606357,T/O C,0.15869568222132951,7559.117044,False,2,1.785244078140109,1283834.9574057343,738414.6884999999,570581.1392723869
75500,0.11270368312508905,101323.8861379555,1.224989109967936,288.14939823763274,93.02229702006693,93.02270115669647,1.2652673861561572,249.06838310160572,109570.46941347155,207011.25938693053,-93674.99459378631,15.0,0.74374207715997,14.25625792284003,10597.273044029056,0.7453154052488093,6.933113117946557,18.589533211763392,1.550274836583101,0.02012485739177671,T/O C,0.1578063757544497,7559.117044,False,2,1.7792511352638916,1280269.315751698,738414.6884999999,567015.4976183507
75500,0.1347483627492381,101323.64433294705,1.224986742694067,288.1492674260597,93.03454311813616,93.03503517120676,1.3800941687417294,271.67208046097034,109028.90563634459,207007.19575363354,-93137.49444995633,15.0,0.8145742468476448,14.185425753152355,10600.083371424176,0.7400408706170285,6.889606955134328,20.14001434782925,1.5504811360658601,0.022044679624149053,T/O C,0.15692698811557168,7559.117044,False,2,1.7732975365571426,1276724.7055206562,738414.6884999999,563470.8873873088
75500,0.158700813974274,101323.37946134839,1.224984149596776,288.1491241356421,93.04669285892273,93.0472812331202,1.494199978262578,294.13385398869644,108493.17563401531,207003.15432931567,-92605.80587194492,15.0,0.8849407690521462,14.115059230947853,10602.87207395515,0.7347637148065069,6.8463485712509184,21.690700317865307,1.5506859700360578,0.023952451225035896,T/O C,0.15605740469711635,7559.117044,False,2,1.7673830503882217,1273201.0197255197,738414.6884999999,559947.2015921723
75500,0.1845490548373323,101323.09166809652,1.2249813320946625,288.14896844470917,93.05874625623831,93.05943930650878,1.607588925304418,316.4545128552004,107963.21445048832,206999.13516536323,-92079.86385237037,15.0,0.9548444018140645,14.045155598185936,10605.639144545989,0.7294844033145527,6.803336822510393,23.24158965569555,1.5508893378302413,0.0258482408630583,T/O C,0.15519751214511956,7559.117044,False,2,1.761507445784146,1269698.151545471,738414.6884999999,556444.3334121236
75500,0.212281171726442,101322.78109731441,1.2249782915983314,288.1488004311435,93.07070333129265,93.0715093630694,1.7202651013887469,338.63486247809976,107438.95779930043,206995.13831043633,-91559.60405610938,15.0,1.0242878948633471,13.975712105136653,10608.38457790665,0.7242033936373162,6.760570565059729,24.7926808946087,1.5510912389131515,0.027732116889109704,T/O C,0.15434719834926885,7559.117044,False,2,1.7556704924485258,1266215.9943345797,738414.6884999999,552962.1762012322
75500,0.24188531906279648,101322.44789231541,1.2249750295104351,288.14862017238374,93.08256411256204,93.08349138199206,1.8322325789737912,360.6757045223998,106920.34205879498,206991.16381051333,-91044.96281552693,15.0,1.0932739894184942,13.906726010581506,10611.108370503931,0.718921135359617,6.718048655102664,26.34397256748421,1.551291672875512,0.029604147336354483,T/O C,0.15350635243288827,7559.117044,False,2,1.7498719607789108,1262754.441630205,738414.6884999999,549500.6234968575
75500,0.273349718983057,101322.09219560579,1.2249715472257006,288.1484277454261,93.09432863565785,93.09538534982947,1.9434954114574714,382.57783690107703,106407.30426735852,206987.2117089348,-90535.877125669,15.0,1.1618054179925363,13.838194582007464,10613.81052053252,0.7136380702444864,6.675769949020811,27.89546320691606,1.551490639431846,0.031464399920260525,T/O C,0.15267486474287706,7559.117044,False,2,1.744111621883556,1259313.387161174,738414.6884999999,546059.5690278267
75500,0.3066626610217221,101321.71414888882,1.2249678461309683,288.1482232268266,93.10599694320425,93.10719126036818,2.054057633182343,404.3420537760517,105899.78211862403,206983.28204644707,-90032.28463942224,15.0,1.2298849042056665,13.770115095794333,10616.491027886423,0.7083546323224326,6.633733303492288,29.447151345334373,1.5516881384183137,0.03331294203866512,T/O C,0.151852626839607,7559.117044,False,2,1.7383892475976235,1255892.7248557582,738414.6884999999,542638.9067224108
75500,0.34181250179359557,101321.3138930685,1.2249639276052307,288.14800669270335,93.11756908470312,93.1189091145012,2.1639232594424738,425.969145559542,105397.71395664364,206979.3748612457,-89534.12366264321,15.0,1.2975151626043788,13.702484837395621,10619.14989413072,0.7030712479804,6.591937575607849,30.99903551512495,1.551884169790578,0.03514984077187347,T/O C,0.1510395314867841,7559.117044,False,2,1.732704610498827,1252492.3488494442,738414.6884999999,539238.5307160967
75500,0.37878766467638464,101320.8915682528,1.2249597930196636,288.1477782187383,93.12904511641497,93.13053892010203,2.2730962864922133,447.45989891579,104901.03877103116,206975.49018901764,-89041.3331492588,15.0,1.3646988984869932,13.635301101513006,10621.7871224735,0.6977883360503572,6.550381622984361,32.55111424874664,1.5520787336216935,0.036975162882789056,T/O C,0.15023547264127882,7559.117044,False,2,1.7270574839225343,1249112.1534924915,738414.6884999999,535858.335359144
75500,0.41757663949345986,101320.44731375742,1.224955443737664,288.1475378801796,93.14042510123312,93.14208069190032,2.3815806915568123,468.815096763152,104409.69619207972,206971.62806298325,-88553.85269634175,15.0,1.4314388077354234,13.568561192264577,10624.402717738176,0.6925063078975542,6.509064303875935,34.10338607884666,1.5522718301000196,0.03878897481707522,T/O C,0.14944034544293044,7559.117044,False,2,1.721447641976336,1245752.033357299,738414.6884999999,532498.2152239515
