AOA,Weight,Gravity,Pitch,TAS,IAS,Rho,Lift,Drag,Thrust[0],Thrust[1],Cl,Cd
4.779277,64117.3125,9.793582,4.646952,115.966003,206.213364,1.054995,623230.4375,33324.23047,64386.87891,0,0.571722,0.03057
4.776173,64117.27344,9.793582,4.644848,115.997719,206.273575,1.054996,623358.0625,33329.69141,64377.30859,0,0.571526,0.030558
4.773068,64117.23047,9.793582,4.642747,116.02919,206.333298,1.054996,623430.875,33332.45703,64369.03125,0,0.571282,0.030544
4.769957,64117.1875,9.793582,4.640635,116.060768,206.393295,1.054997,623383.625,33329.26172,64360.61328,-7.58816E+36,0.570928,0.030525
4.766826,64117.14453,9.793582,4.63852,116.092346,206.453262,1.054997,623499.1875,33333.99219,64351.97656,0,0.570723,0.030512
4.763566,64117.10547,9.793582,4.636323,116.124908,206.515182,1.054998,623587.625,33337.03516,64342.97656,0,0.570484,0.030498
4.760212,64117.06641,9.793582,4.634056,116.158455,206.579041,1.054998,623542.625,33333.48438,64334.05469,0,0.570113,0.030477
4.757018,64115.07031,9.793582,4.631908,116.190178,206.639328,1.054999,623650.0625,33339.01563,64326.29297,0,0.569899,0.030466
4.753935,64116.97266,9.793582,4.629836,116.220558,206.697052,1.054999,623726.75,33342.625,64318.51563,0,0.569671,0.030453
4.750522,64116.9375,9.793582,4.627538,116.25425,206.76123,1.054999,623686.25,33337.82813,64309.22656,0,0.569304,0.030431
4.747416,64116.89063,9.793582,4.625453,116.284798,206.81929,1.055,623760.0625,33342.71094,64302.11328,0,0.569072,0.030419
4.744226,64116.84375,9.793582,4.623317,116.315857,206.878372,1.055,623870.0625,33346.72656,64294.42188,72809.10156,0.568868,0.030407
4.740941,64116.80469,9.793582,4.621111,116.347923,206.939423,1.055001,623804.8125,33342.28516,64286.32031,70813.34375,0.568495,0.030386
4.737413,64116.76563,9.793582,4.618749,116.382202,207.004776,1.055001,623894.0625,33344.69141,64277.59766,74.623047,0.568241,0.03037
4.734243,64116.71875,9.793582,4.616633,116.412704,207.06282,1.055001,623991.125,33350.96875,64270.96875,0,0.568031,0.03036
4.730703,64116.67969,9.793582,4.614259,116.446899,207.128036,1.055002,623917.9375,33344.60547,64262.1875,0,0.567631,0.030336
4.727479,64116.63281,9.793582,4.612104,116.477974,207.187164,1.055002,623973.8125,33348.61328,64255.34766,0,0.567379,0.030324
4.72383,64116.59766,9.793582,4.609674,116.512749,207.25354,1.055003,624110,33352.29688,64246.6875,98.248047,0.567164,0.030309
4.720092,64116.55078,9.793582,4.607175,116.548485,207.321762,1.055003,624031.625,33347.69922,64238.41016,-7.58816E+36,0.566745,0.030286
4.716692,64116.49609,9.793582,4.604908,116.580864,207.383438,1.055004,624104.4375,33352.6875,64231.78125,0,0.566496,0.030274
4.713197,64116.45703,9.793582,4.60258,116.614006,207.446609,1.055004,624160.5625,33356.01563,64224.16797,0,0.566225,0.03026
4.709903,64116.41016,9.793582,4.600382,116.645271,207.506104,1.055004,624128,33354.60938,64217.36328,0,0.565891,0.030242
4.706531,64116.36719,9.793582,4.598137,116.677208,207.56691,1.055005,624194.125,33356.8125,64210.125,27.105469,0.565641,0.030228
4.703173,64116.32813,9.793582,4.595905,116.708862,207.627151,1.055005,624235.5625,33358.75,64203.28906,0,0.565372,0.030213
4.699899,64116.28125,9.793582,4.593729,116.739639,207.685715,1.055005,624266.5625,33359.5,64196.82422,0,0.565102,0.030198
4.696399,64116.24219,9.793582,4.591399,116.772606,207.74852,1.055006,624232.5625,33356.84766,64189.47266,1.08465E+21,0.564752,0.030178
4.693055,64116.19922,9.793582,4.589186,116.803719,207.807709,1.055006,624403.9375,33364.79297,64183.26172,0,0.564606,0.030169
4.689531,64116.16016,9.793582,4.586838,116.836617,207.870346,1.055007,624301,33359.10938,64176.1875,0,0.564194,0.030147
4.686204,64116.11328,9.793582,4.58463,116.867485,207.929031,1.055007,624399.25,33363.76953,64170.17969,63.037109,0.563985,0.030136
4.68269,64116.07422,9.793582,4.582293,116.899948,207.990814,1.055007,624416.375,33363.41797,64163.32422,0,0.563687,0.030119
4.679344,64116.02734,9.793582,4.580063,116.930847,208.04953,1.055007,624382.625,33362.25781,64157.27344,16.835449,0.563359,0.030102
4.676019,64115.98828,9.793582,4.577847,116.961533,208.107819,1.055008,624408.8125,33362.77344,64151.19922,0,0.563087,0.030086
4.672258,64115.95313,9.793582,4.575342,116.996048,208.173584,1.055008,624459,33362.99219,64143.71484,22.177246,0.562799,0.030069
4.668845,64115.89844,9.793582,4.573069,117.027275,208.232941,1.055008,624482.5625,33365.16406,64138.30469,0,0.56252,0.030055
4.665493,64115.85938,9.793582,4.570827,117.058075,208.291443,1.055009,624409.25,33362.00781,64132.59375,0,0.562158,0.030036
4.661847,64115.82031,9.793582,4.568401,117.091278,208.354599,1.055009,624550.5625,33366.47656,64125.74219,0,0.561966,0.030023
4.658247,64115.77344,9.793582,4.565996,117.124062,208.416901,1.055009,624496.625,33364.4375,64119.57813,0,0.561603,0.030004
4.65471,64115.73047,9.793582,4.563631,117.156212,208.478012,1.05501,624513.8125,33364.6875,64113.78125,0,0.56131,0.029988
4.651232,64115.68359,9.793582,4.561304,117.187813,208.53801,1.05501,624516.6875,33365.47656,64108.07813,0,0.56101,0.029973
4.647729,64115.64453,9.793582,4.558964,117.219429,208.598007,1.05501,624593,33367.96484,64102.21094,0,0.560776,0.029959
4.644323,64115.60156,9.793582,4.556678,117.250313,208.656586,1.05501,624507.5625,33364.53516,64096.66797,0,0.560403,0.02994
4.640913,64115.55859,9.793582,4.554395,117.281097,208.714996,1.055011,624577.9375,33367.19922,64091.10938,0,0.560172,0.029926
4.637545,64115.51563,9.793582,4.552135,117.311462,208.772552,1.055011,624570.6875,33367.07422,64085.75391,0,0.559876,0.029911
4.633942,64115.47656,9.793582,4.549716,117.343925,208.834213,1.055011,624564.8125,33364.88672,64079.70313,0,0.55956,0.029892
4.630191,64115.4375,9.793582,4.547199,117.377663,208.89827,1.055012,624590.75,33365.41797,64073.72656,-5.54759E+25,0.559262,0.029876
4.626634,64115.39063,9.793582,4.544807,117.409599,208.958832,1.055012,624603.1875,33366.88281,64068.69922,0,0.558969,0.029861
4.623165,64115.34766,9.793582,4.542472,117.440765,209.017944,1.055012,624578.0625,33365.78906,64063.57813,80784.82813,0.55865,0.029844
4.619685,64115.30469,9.793582,4.540129,117.471992,209.077103,1.055012,624593.6875,33366.44531,64058.16406,0,0.558366,0.029829
4.616319,64115.26172,9.793582,4.537863,117.502136,209.13414,1.055012,624625.125,33368.01563,64053.14453,0,0.558108,0.029815
4.612994,64115.22266,9.793582,4.535619,117.532013,209.190643,1.055013,624578.25,33365.90625,64048.20313,0,0.557782,0.029798
4.609766,64115.17969,9.793582,4.533444,117.56086,209.245209,1.055013,624648.75,33369.25,64043.55078,0,0.557571,0.029786
4.606265,64115.14453,9.793582,4.531081,117.592125,209.304428,1.055013,624627.125,33366.50391,64037.99609,-7.53775E+36,0.557256,0.029768
4.602661,64115.10156,9.793582,4.528645,117.624268,209.365356,1.055013,624632.5625,33365.89844,64032.74219,10268.25,0.556956,0.029751
4.598972,64113.14453,9.793582,4.52615,117.657127,209.427582,1.055014,624629.8125,33365.52344,64027.59375,1,0.556642,0.029734
4.595499,64115.01563,9.793582,4.5238,117.687866,209.485733,1.055014,624690,33369.27344,64023.21484,-5.4049,0.556405,0.029722
4.592043,64114.97266,9.793582,4.521451,117.718567,209.543808,1.055014,624606.5,33365.30078,64018.39844,10306.75,0.55604,0.029703
4.588531,64114.93359,9.793582,4.519064,117.749695,209.602661,1.055014,624645,33366.39063,64013.36719,0,0.55578,0.029688
4.584897,64114.89063,9.793582,4.516593,117.781761,209.663376,1.055014,624660,33366.49219,64008.21875,0,0.555491,0.029672
4.58134,64114.84766,9.793582,4.514167,117.813171,209.722778,1.055014,624627.3125,33365.15625,64003.63672,0,0.555166,0.029655
4.577374,64114.80859,9.793582,4.51146,117.848114,209.788986,1.055015,624640.125,33363.49219,63997.79688,14.5625,0.554848,0.029636
4.57374,64114.75781,9.793582,4.508977,117.879936,209.849152,1.055015,624697.0625,33368.06641,63993.75391,0,0.554599,0.029624
4.57026,64114.71094,9.793582,4.506587,117.910568,209.906967,1.055015,624573.5625,33363.11328,63989.45703,0,0.554201,0.029604
4.56657,64114.67188,9.793582,4.504055,117.942924,209.96814,1.055015,624631.5625,33364.18359,63984.25,0,0.553948,0.029589
4.562994,64114.62891,9.793582,4.501599,117.974205,210.027176,1.055015,624640.4375,33365.41016,63979.77734,1.08465E+21,0.553662,0.029574
4.559281,64114.58984,9.793582,4.49904,118.006683,210.088562,1.055015,624602.3125,33362.59766,63974.95313,0,0.553324,0.029555
4.555719,64114.54297,9.793582,4.496584,118.037766,210.147217,1.055016,624623.5625,33364.35547,63970.80859,0,0.553051,0.029541
4.552143,64114.50391,9.793582,4.494111,118.068947,210.206085,1.055016,624596.25,33362.91797,63966.35156,0,0.552735,0.029524
4.548669,64114.45703,9.793582,4.491707,118.099159,210.263,1.055016,624611.375,33363.62109,63962.16797,0,0.552465,0.02951
4.545234,64114.41797,9.793582,4.489321,118.129051,210.319366,1.055016,624551.1875,33361.25781,63958.00391,0,0.552133,0.029493
4.541853,64114.375,9.793582,4.486977,118.15831,210.374451,1.055016,624638.25,33364.59375,63953.98828,0,0.551936,0.029481
4.538244,64114.33594,9.793582,4.484457,118.189636,210.433517,1.055016,624521.75,33358.37891,63949.3125,0,0.551541,0.02946
4.534781,64114.29688,9.793582,4.482048,118.219437,210.489655,1.055016,624630.75,33363.24609,63945.54297,0,0.551359,0.02945
4.531292,64114.25391,9.793582,4.479606,118.249474,210.546204,1.055016,624552.625,33359.69922,63941.53125,16.125,0.55101,0.029431
4.527678,64114.21484,9.793582,4.477068,118.280586,210.604828,1.055017,624514.5625,33356.75391,63937.23828,0,0.550686,0.029413
4.524145,64114.17578,9.793582,4.474587,118.310875,210.661835,1.055017,624554.4375,33358.75,63933.38672,-7.58816E+36,0.550439,0.0294
4.520509,64114.13281,9.793582,4.472022,118.342041,210.72052,1.055017,624482.25,33354.94531,63929.12109,0,0.550086,0.029381
4.516973,64114.08984,9.793582,4.469524,118.372299,210.777451,1.055017,624492.75,33355.06641,63925.28125,63949.3125,0.549814,0.029366
4.513418,64114.04688,9.793582,4.467003,118.402733,210.834717,1.055017,624439.625,33352.96094,63921.36328,0,0.549484,0.029349
4.509927,64114.00781,9.793582,4.464531,118.432419,210.890533,1.055017,624510.75,33355.59375,63917.62109,0,0.549272,0.029337
4.50625,64113.96875,9.793582,4.461909,118.463783,210.94957,1.055017,624395.3125,33349.60156,63913.35938,0,0.548879,0.029316
4.502627,64113.92578,9.793582,4.459331,118.494438,211.007187,1.055017,624481.625,33353.03516,63909.61328,0,0.548671,0.029304
4.498765,64113.88672,9.793582,4.456562,118.527153,211.068817,1.055017,624372.125,33346.89453,63905.26563,0,0.548272,0.029282
4.495047,64113.83984,9.793582,4.453895,118.558548,211.127884,1.055017,624387,33347.85547,63901.64453,0,0.547995,0.029268
4.491108,64113.80078,9.793582,4.451056,118.59185,211.190567,1.055017,624312.9375,33343.60547,63897.28906,0,0.547622,0.029248
4.487616,64113.75,9.793582,4.448535,118.621269,211.245834,1.055017,624328.375,33346.19531,63894.28906,-5.56106E+25,0.547364,0.029235
4.483965,64113.71094,9.793582,4.445891,118.652046,211.30365,1.055017,624276.5,33342.60938,63890.27344,0,0.547035,0.029217
4.480484,64113.67188,9.793582,4.44336,118.68145,211.358841,1.055017,624217.75,33340.53125,63886.80469,0,0.546712,0.029201
4.47696,64113.62891,9.793582,4.4408,118.711105,211.414505,1.055017,624260.5625,33341.38281,63883.10547,1.08465E+21,0.546476,0.029187
4.473166,64113.59375,9.793582,4.438034,118.742973,211.474426,1.055017,624211.1875,33337.92969,63878.94531,0,0.54614,0.029168
4.469484,64113.54688,9.793582,4.435343,118.773872,211.532455,1.055017,624195.9375,33336.98047,63875.57422,0,0.545842,0.029152
4.46599,64113.50391,9.793582,4.432776,118.803268,211.587631,1.055017,624109.5,33334.08984,63872.41016,0,0.545497,0.029135
4.462291,64113.46484,9.793582,4.43006,118.834297,211.645859,1.055017,624138.125,33333.42188,63868.52344,0,0.545237,0.02912
4.458735,64113.42578,9.793582,4.42744,118.86412,211.701797,1.055017,624095.6875,33332.07422,63865.23047,0,0.544926,0.029104
4.454943,64113.38672,9.793582,4.424638,118.895905,211.761475,1.055017,624064.75,33328.90625,63861.26172,0,0.544608,0.029085
4.451249,64113.34375,9.793582,4.421901,118.92691,211.819611,1.055017,624014.4375,33326.80469,63857.89844,0,0.54428,0.029068
4.447561,64113.29688,9.793582,4.419164,118.957764,211.877472,1.055017,624011.5625,33326.4375,63854.51172,0,0.543995,0.029053
4.443959,64113.25781,9.793582,4.416482,118.987946,211.934036,1.055017,623964.6875,33324.04688,63851.17969,-7.50966E+36,0.543679,0.029036
4.440064,64113.21875,9.793582,4.413575,119.020668,211.995361,1.055017,623926.0625,33320.53516,63847.05469,0,0.543346,0.029017
4.436032,64113.17578,9.793582,4.410566,119.054359,212.058563,1.055017,623956.75,33320.84375,63843.30469,0,0.543065,0.029001
4.431861,64111.22266,9.793582,4.407437,119.089333,212.124115,1.055017,623850.25,33315.64063,63839.45703,63854.51172,0.542654,0.028979
4.42839,64113.07813,9.793582,4.40483,119.118439,212.178421,1.055017,623850.75,33318.69531,63837.34375,0,0.542389,0.028968
4.424645,64113.03906,9.793582,4.402009,119.149864,212.237091,1.055017,623806.5,33315.01172,63833.32813,0,0.542065,0.02895
4.421037,64113,9.793582,4.399289,119.180115,212.293457,1.055017,623807.6875,33315.10156,63830.01172,0,0.541791,0.028935
4.417175,64112.96094,9.793582,4.396366,119.212593,212.354065,1.055017,623740.125,33310.32813,63826.15234,0,0.541437,0.028915
4.413371,64112.91406,9.793582,4.393485,119.244583,212.413666,1.055017,623731.875,33309.79688,63822.87109,0,0.541139,0.028899
4.409698,64112.87109,9.793582,4.390696,119.275551,212.471252,1.055017,623687.5,33308.06641,63819.83203,27,0.54082,0.028883
4.405722,64112.83203,9.793582,4.387671,119.309135,212.533783,1.055017,623652.125,33304.46094,63815.87109,0,0.540485,0.028863
4.4013,64112.79297,9.793582,4.384305,119.346413,212.603317,1.055017,623658.9375,33302.52344,63811.46875,0,0.540153,0.028843
4.397589,64112.73047,9.793582,4.381472,119.377739,212.661438,1.055017,623619.3125,33304.26172,63809.28125,0,0.539835,0.02883
4.393937,64112.6875,9.793582,4.378672,119.408714,212.718872,1.055017,623539.6875,33300.45313,63806.05469,1.08465E+21,0.539486,0.028812
4.39039,64112.64844,9.793582,4.375954,119.438797,212.774567,1.055017,623545.0625,33300.77734,63802.79688,0,0.539219,0.028797
4.386367,64112.60938,9.793582,4.372868,119.4729,212.83783,1.055017,623540.5,33297.48438,63798.5625,0,0.538908,0.028778
4.382725,64112.5625,9.793582,4.370065,119.503784,212.895004,1.055017,623500.0625,33297.54297,63795.96094,0,0.538594,0.028763
4.378888,64112.51953,9.793582,4.367108,119.536346,212.955292,1.055016,623483.5625,33294.67578,63792.46875,0,0.538287,0.028745
4.375243,64112.47656,9.793582,4.364285,119.567398,213.012711,1.055016,623399.1875,33292.39063,63789.56641,-3.88078E+11,0.537934,0.028728
4.371491,64112.43359,9.793582,4.361392,119.599091,213.071304,1.055016,623510.625,33295.37109,63786.27344,0,0.537746,0.028716
4.367925,64112.38672,9.793582,4.358619,119.62941,213.127274,1.055016,623344.0625,33289.03516,63783.46094,0,0.537329,0.028696
4.36392,64112.35547,9.793582,4.35551,119.663239,213.18988,1.055016,623423.5625,33289.14844,63779.57422,0,0.537094,0.028679
4.360259,64112.30469,9.793582,4.352657,119.694122,213.246918,1.055016,623366.1875,33288.65625,63777.05078,1.08465E+21,0.536768,0.028664
4.356303,64112.26563,9.793582,4.349559,119.727585,213.308777,1.055016,623279.0625,33282.02734,63773.45313,0,0.536393,0.028642
4.352657,64112.21875,9.793582,4.346696,119.758492,213.365738,1.055016,623242.25,33281.85938,63770.79688,0,0.536084,0.028628
4.348933,64112.17188,9.793582,4.343773,119.789909,213.423691,1.055016,623272.1875,33282.24219,63767.64844,0,0.535829,0.028613
4.345321,64112.13281,9.793582,4.340925,119.820465,213.479965,1.055015,623191.6875,33278.40625,63764.78125,0,0.535487,0.028595
4.34122,64112.09766,9.793582,4.33768,119.855232,213.544174,1.055015,623127.125,33272.35547,63760.78906,0,0.535121,0.028573
4.33766,64112.04297,9.793582,4.334867,119.885231,213.59938,1.055015,623201.4375,33278.25,63758.75,0,0.534917,0.028564
4.333991,64112.00391,9.793582,4.33195,119.916283,213.65654,1.055015,623071.3125,33271.15625,63755.65625,0,0.534528,0.028543
4.330449,64111.96094,9.793582,4.329128,119.94632,213.711777,1.055015,623033.125,33269.05469,63752.82813,0,0.534228,0.028527
4.326587,64111.92578,9.793582,4.326051,119.978928,213.771835,1.055015,623074.25,33268.97656,63749.29297,0,0.533973,0.028511
4.322909,64111.87891,9.793582,4.32311,120.009979,213.828903,1.055014,623008.5625,33266.34375,63746.71094,0.003946,0.53364,0.028494
4.319289,64111.83594,9.793582,4.320201,120.040688,213.885361,1.055014,622906,33261.13672,63743.95313,0.003946,0.53328,0.028475
4.315594,64111.79688,9.793582,4.317236,120.071884,213.942703,1.055014,622969.8125,33262.85156,63740.90234,0,0.533057,0.028462
4.311991,64111.75,9.793582,4.314333,120.102303,213.998611,1.055014,622902.125,33260.22656,63738.19531,10.719727,0.53273,0.028445
4.308372,64111.71094,9.793582,4.31141,120.132858,214.054703,1.055014,622864,33256.83203,63735.36719,0,0.532426,0.028428
4.304703,64111.67188,9.793582,4.308436,120.163841,214.111618,1.055014,622808.4375,33254.20313,63732.4375,0,0.532104,0.028411
4.301119,64111.625,9.793582,4.305538,120.19381,214.166672,1.055014,622915.4375,33258.15234,63729.83594,0,0.53193,0.0284
4.297014,64111.59375,9.793582,4.302181,120.228409,214.230408,1.055013,622670.3125,33244.20313,63726,0,0.531415,0.028372
4.293381,64111.53906,9.793582,4.299216,120.258896,214.286346,1.055013,622744.875,33249.32813,63724.07031,0,0.531209,0.028362
4.289644,64111.5,9.793582,4.29616,120.290115,214.343689,1.055013,622724.0625,33247.23438,63721.11719,0,0.530916,0.028346
4.286006,64111.45703,9.793582,4.293159,120.320694,214.399811,1.055013,622559.0625,33239.86328,63718.36328,-5.54759E+25,0.530506,0.028325
4.282196,64111.41797,9.793582,4.290023,120.352577,214.458344,1.055013,622625.25,33240.83594,63715.25391,0,0.530281,0.028311
4.278362,64111.37109,9.793582,4.286856,120.384575,214.517059,1.055012,622568.1875,33238.23828,63712.48828,0,0.529951,0.028293
4.274715,64111.33203,9.793582,4.283829,120.415039,214.572937,1.055012,622491.6875,33234.53516,63710.03516,0,0.529618,0.028276
4.271064,64111.28906,9.793582,4.280787,120.44561,214.629013,1.055012,622408.625,33230.53906,63707.25781,0,0.529278,0.028258
4.266954,64111.25391,9.793582,4.27737,120.479713,214.691696,1.055012,622499.9375,33231.27734,63703.75781,0,0.529056,0.028243
4.263301,64111.19922,9.793582,4.274306,120.510178,214.747543,1.055012,622323.375,33225.65625,63701.70703,0,0.528639,0.028224
4.259633,64109.22656,9.793582,4.271223,120.540825,214.803741,1.055011,622263.25,33221.64844,63699.01563,513.953125,0.528319,0.028206
4.255401,64111.125,9.793582,4.267663,120.576027,214.868454,1.055011,622290.4375,33220.02344,63695.25781,25.833496,0.528034,0.028188
4.251384,64111.07813,9.793582,4.264275,120.609322,214.929611,1.055011,622256.375,33218.94141,63692.80078,0,0.527714,0.028172
4.247643,64111.03125,9.793582,4.261092,120.640587,214.986954,1.055011,622070.875,33211.81641,63690.44531,0,0.527283,0.028151
4.243938,64110.98438,9.793582,4.257947,120.671394,215.043411,1.05501,622136.5,33214.12891,63687.79688,0,0.52707,0.028139
4.240273,64110.94531,9.793582,4.254823,120.701866,215.099258,1.05501,622078.5,33211.26172,63685.04688,9,0.526755,0.028122
4.236558,64110.90234,9.793582,4.251642,120.732872,215.156097,1.05501,621961,33204.65625,63682.30859,0,0.526385,0.028102
4.232895,64110.85938,9.793582,4.248501,120.763451,215.212112,1.05501,621958.9375,33204.29688,63679.71875,63989.45703,0.526117,0.028088
4.229097,64110.82031,9.793582,4.245239,120.795052,215.270035,1.055009,621934,33202.08984,63676.93359,-5.4049,0.52582,0.028071
4.225321,64110.77734,9.793582,4.241982,120.82653,215.327759,1.055009,621857.9375,33197.71094,63674.33203,64073.72656,0.525482,0.028053
4.221716,64110.73438,9.793582,4.238859,120.856659,215.382965,1.055009,621761.1875,33194.31641,63672.02344,0,0.525139,0.028036
4.217931,64110.69141,9.793582,4.235591,120.888,215.44043,1.055009,621876.125,33197.26172,63669.18359,64048.20313,0.524964,0.028024
4.213937,64110.65234,9.793582,4.232106,120.921349,215.501648,1.055009,621639.25,33185.59766,63666.16016,-5.54759E+25,0.524474,0.027999
4.209895,64110.61328,9.793582,4.228589,120.954849,215.563187,1.055008,621720.4375,33187.92578,63663.48828,0,0.524253,0.027985
4.205912,64110.56641,9.793582,4.225104,120.987885,215.623795,1.055008,621614.875,33184.23438,63660.90625,64079.70313,0.523877,0.027967
4.202055,64110.51953,9.793582,4.221719,121.019821,215.682419,1.055008,621570.25,33180.36719,63658.39063,-0.43175,0.523564,0.027949
4.198284,64110.47266,9.793582,4.21839,121.051216,215.739929,1.055008,621437.375,33175.35938,63655.82813,64063.57813,0.52318,0.02793
4.194286,64110.43359,9.793582,4.214871,121.084167,215.800385,1.055007,621537.3125,33177.61719,63652.83203,0,0.52298,0.027917
4.189959,64110.39453,9.793582,4.211023,121.120102,215.866455,1.055007,621302.125,33165.84766,63649.53906,0,0.522472,0.02789
4.185925,64110.34375,9.793582,4.207446,121.153381,215.927521,1.055007,621382.9375,33170.12109,63647.42969,0,0.522253,0.027878
4.182065,64110.29688,9.793582,4.204,121.185249,215.985947,1.055006,621261.3125,33166.08594,63644.96484,1.08465E+21,0.521876,0.02786
4.178307,64110.25,9.793582,4.200623,121.21653,216.043228,1.055006,621104.75,33158.68359,63642.39063,1.08465E+21,0.521476,0.02784
4.174484,64110.21094,9.793582,4.19719,121.248283,216.101395,1.055006,621134.5625,33159.25391,63639.625,0,0.521228,0.027826
4.170125,64110.17188,9.793582,4.193268,121.284401,216.167786,1.055006,621093.25,33154.40625,63636.13672,0,0.520883,0.027805
4.166269,64110.11719,9.793582,4.189771,121.316612,216.226852,1.055005,620927.0625,33149.47266,63634.25781,80767.98438,0.520467,0.027786
4.162257,64110.07813,9.793582,4.186132,121.350128,216.288345,1.055005,620928.3125,33148.50391,63631.42969,80751.98438,0.520181,0.02777
4.158619,64110.02734,9.793582,4.182829,121.380463,216.343887,1.055005,620924.375,33149.96875,63629.35547,0,0.519918,0.027757
4.154562,64109.99219,9.793582,4.179116,121.414612,216.40657,1.055004,620730.0625,33138.72266,63625.98438,0,0.519463,0.027732
4.150198,64109.94922,9.793582,4.175132,121.451195,216.473862,1.055004,620794.1875,33139.79688,63622.84766,0,0.519204,0.027717
4.146239,64109.89453,9.793582,4.171506,121.48436,216.534714,1.055004,620738,33139.77734,63620.90625,0,0.518873,0.027701
4.142399,64109.84766,9.793582,4.167963,121.5168,216.594193,1.055003,620572.125,33132.52344,63618.42969,0,0.518458,0.027681
4.138408,64109.80859,9.793582,4.16428,121.550491,216.656021,1.055003,620585.9375,33132.34766,63615.42969,0,0.518182,0.027665
4.134294,64109.76172,9.793582,4.160483,121.585114,216.719589,1.055003,620582,33131.38672,63612.60938,1.08465E+21,0.517884,0.027649
4.130591,64109.71484,9.793582,4.157029,121.616608,216.777313,1.055003,620387.25,33124.83594,63610.57813,0,0.517454,0.027629
4.126806,64109.66797,9.793582,4.153511,121.648705,216.836151,1.055002,620431,33125.64063,63607.89844,-7.58816E+36,0.517217,0.027615
4.122787,64109.62891,9.793582,4.149769,121.682716,216.898575,1.055002,620414.25,33123.93359,63604.92969,0,0.516914,0.027598
4.118629,64109.58594,9.793582,4.145876,121.718063,216.963516,1.055002,620274.625,33116.95703,63602.11719,0,0.516498,0.027576
4.114571,64109.53906,9.793582,4.14207,121.752533,217.02684,1.055001,620261.9375,33117.12109,63599.67969,-0.43175,0.516195,0.027561
4.110954,64109.48438,9.793582,4.138673,121.783241,217.083054,1.055001,620231.5,33118.15625,63597.83984,3.53198E+17,0.51591,0.027548
4.107373,64109.44531,9.793582,4.135285,121.813889,217.139191,1.055001,620060.875,33110.21094,63595.26563,0,0.515509,0.027527
4.103757,64109.40625,9.793582,4.13186,121.844902,217.196014,1.055,620053.8125,33109.37891,63592.67578,0,0.51524,0.027513
4.100189,64109.35938,9.793582,4.128488,121.875351,217.251785,1.055,620103.5625,33111.78516,63590.37891,0,0.515024,0.027501
4.096581,64109.32031,9.793582,4.125059,121.906212,217.308365,1.055,619998,33106.29297,63587.91797,0,0.514676,0.027482
4.092997,64109.28125,9.793582,4.121634,121.937119,217.365005,1.054999,619859.3125,33100.28125,63585.53125,0,0.5143,0.027463
4.089236,64109.24219,9.793582,4.118053,121.969337,217.424072,1.054999,619960.5625,33103.38281,63582.99609,0,0.514113,0.027452
4.085588,64107.25781,9.793582,4.114569,122.000542,217.481277,1.054999,619887.3125,33101.10156,63580.78125,1.08465E+21,0.513789,0.027436
4.081748,64109.15625,9.793582,4.110878,122.033585,217.541916,1.054999,619745.5625,33093.27344,63578.03125,1.52157E+12,0.513394,0.027414
4.077946,64109.10938,9.793582,4.107216,122.066307,217.602005,1.054998,619725.6875,33093.19531,63575.71094,-5.56106E+25,0.513102,0.0274
4.074158,64109.06641,9.793582,4.103577,122.098679,217.661407,1.054998,619781.125,33095.5,63573.36719,-5.50061E+25,0.512876,0.027387
4.070281,64109.02344,9.793582,4.099815,122.132103,217.722763,1.054998,619566.9375,33085.95703,63570.71094,0,0.512419,0.027364
4.06639,64108.98047,9.793582,4.096046,122.16552,217.784134,1.054997,619609.625,33087.51953,63568.23438,0,0.512174,0.02735
4.062657,64108.93359,9.793582,4.092421,122.197487,217.842789,1.054997,619560.875,33087.17578,63565.97656,64091.10938,0.511866,0.027336
4.058747,64108.89063,9.793582,4.088608,122.231049,217.904449,1.054997,619470.8125,33081.49219,63563.23438,0,0.51151,0.027316
4.054467,64108.85156,9.793582,4.084419,122.267853,217.972183,1.054996,619387.5625,33077.0625,63560.19922,0.000001,0.511134,0.027296
4.050821,64108.79297,9.793582,4.080853,122.299026,218.029312,1.054996,619427.5,33082.41797,63558.70703,0,0.510907,0.027287
4.046671,64108.75781,9.793582,4.076755,122.334824,218.095169,1.054996,619204.25,33070.20313,63555.31641,1.08465E+21,0.510424,0.027261
4.043123,64108.70313,9.793582,4.07325,122.365471,218.151321,1.054995,619213.0625,33073.94531,63553.67578,0,0.510176,0.02725
4.03946,64108.66406,9.793582,4.069633,122.396965,218.209091,1.054995,619219.0625,33073.74609,63551.14844,78550.125,0.509918,0.027236
4.035633,64108.625,9.793582,4.065825,122.430145,218.270004,1.054995,619052.125,33065.59375,63548.42969,56.798828,0.509505,0.027214
4.031837,64108.57813,9.793582,4.062046,122.463036,218.330429,1.054994,619046.8125,33065.73438,63546.08594,76682.90625,0.509227,0.0272
4.028026,64108.53516,9.793582,4.058246,122.49604,218.391037,1.054994,619023.75,33065.16797,63543.68359,16.379395,0.508934,0.027185
4.024333,64108.48828,9.793582,4.054545,122.528183,218.450027,1.054994,618908.625,33060.67188,63541.41406,297.976562,0.508572,0.027167
4.020755,64108.44141,9.793582,4.05095,122.559441,218.507339,1.054993,618856.5625,33059.32031,63539.24219,77333.66406,0.50827,0.027152
4.0172,64108.40234,9.793582,4.047381,122.590347,218.564041,1.054993,618893.375,33061.13672,63536.97656,354.195312,0.508044,0.02714
