ALTITUDE,Mach,Thrust
10000,70000,0.66,76083
10000,70000,0.661,76128
10000,70000,0.662,76167
10000,70000,0.663,76211
10000,70000,0.664,76271
10000,70000,0.665,76315
10000,70000,0.666,76364
10000,70000,0.667,76407
10000,70000,0.668,76453
10000,70000,0.669,76500
10000,70000,0.67,76543
10000,70000,0.671,76589
10000,70000,0.672,76635
10000,70000,0.673,76704
10000,70000,0.674,76751
10000,70000,0.675,76799
10000,70000,0.676,76846
10000,70000,0.677,76889
10000,70000,0.678,76936
10000,70000,0.679,77009
10000,70000,0.68,77052
10000,70000,0.681,77098
10000,70000,0.682,77148
10000,70000,0.683,77198
10000,70000,0.684,77269
10000,70000,0.685,77315
10000,70000,0.686,77365
10000,70000,0.687,77416
10000,70000,0.688,77482
10000,70000,0.689,77534
10000,70000,0.69,77585
10000,70000,0.691,77659
10000,70000,0.692,77705
10000,70000,0.693,77756
10000,70000,0.694,77808
10000,70000,0.695,77875
10000,70000,0.696,77928
10000,70000,0.697,78007
10000,70000,0.698,78055
10000,70000,0.699,78102
10000,70000,0.7,78182
10000,70000,0.701,78229
10000,70000,0.702,78277
10000,70000,0.703,78360
10000,70000,0.704,78414
10000,70000,0.705,78465
10000,70000,0.706,78540
10000,70000,0.707,78594
10000,70000,0.708,78644
10000,70000,0.709,78724
10000,70000,0.71,78778
10000,70000,0.711,78835
10000,70000,0.712,78909
10000,70000,0.713,78967
10000,70000,0.714,79024
10000,70000,0.715,79107
10000,70000,0.716,79160
10000,70000,0.717,79215
10000,70000,0.718,79296
10000,70000,0.719,79350
10000,70000,0.72,79410
10000,70000,0.721,79499
10000,70000,0.722,79554
10000,70000,0.723,79608
10000,70000,0.724,79697
10000,70000,0.725,79751
10000,70000,0.726,79808
10000,70000,0.727,79900
10000,70000,0.728,79960
10000,70000,0.729,80043
10000,70000,0.73,80107
10000,70000,0.731,80169
10000,70000,0.732,80226
10000,70000,0.733,80320
10000,70000,0.734,80382
10000,70000,0.735,80465
10000,70000,0.736,80527
10000,70000,0.737,80589
10000,70000,0.738,80679
10000,70000,0.739,80735
10000,70000,0.74,80826
10000,70000,0.741,80883
10000,70000,0.742,80975
10000,70000,0.743,81034
10000,70000,0.744,81127
10000,70000,0.745,81184
10000,70000,0.746,81274
10000,70000,0.747,81336
10000,70000,0.748,81424
10000,70000,0.749,81483
10000,70000,0.75,81578
10000,70000,0.751,81641
10000,70000,0.752,81725
10000,70000,0.753,81789
10000,70000,0.754,81886
10000,70000,0.755,81946
10000,70000,0.756,82035
10000,70000,0.757,82098
10000,70000,0.758,82190
10000,70000,0.759,82281
10000,70000,0.76,82345
10000,70000,0.761,82438
10000,70000,0.762,82497
10000,70000,0.763,82594
10000,70000,0.764,82688
10000,70000,0.765,82747
10000,70000,0.766,82845
10000,70000,0.767,82909
10000,70000,0.768,83007
10000,70000,0.769,83069
10000,70000,0.77,83167
10000,70000,0.771,83263
10000,70000,0.772,83329
10000,70000,0.773,83425
10000,70000,0.774,83488
10000,70000,0.775,83590
10000,70000,0.776,83687
10000,70000,0.777,83750
10000,70000,0.778,83853
10000,70000,0.779,83949
10000,70000,0.78,84014
10000,70000,0.781,84119
10000,70000,0.782,84186
10000,70000,0.783,84284
10000,70000,0.784,84385
10000,70000,0.785,84458
10000,70000,0.786,84558
10000,70000,0.787,84663
10000,70000,0.788,84729
10000,70000,0.789,84833
10000,70000,0.79,84936
10000,70000,0.791,85002
10000,70000,0.792,85109
10000,70000,0.793,85212
10000,70000,0.794,85315
10000,70000,0.795,85387
10000,70000,0.796,85491
10000,70000,0.797,85593
10000,70000,0.798,85702
10000,70000,0.799,85804
10000,70000,0.8,85871
10000,70000,0.801,85982
10000,70000,0.802,86087
10000,70000,0.803,86189
10000,70000,0.804,86293
10000,70000,0.805,86398
10000,70000,0.806,86466
10000,70000,0.807,86573
10000,70000,0.808,86677
10000,70000,0.809,86780
10000,70000,0.81,86879
10000,70000,0.811,86987
10000,70000,0.812,87089
10000,70000,0.813,87228
10000,70000,0.814,87328
10000,70000,0.815,87430
10000,70000,0.816,87532
10000,70000,0.817,87634
10000,70000,0.818,87735
10000,70000,0.819,87836
10000,70000,0.82,87970
10000,70000,0.821,88078
10000,70000,0.822,88181
10000,70000,0.823,88284
10000,70000,0.824,88424
10000,70000,0.825,88528
10000,70000,0.826,88631
10000,70000,0.827,88735
10000,70000,0.828,88874
10000,70000,0.829,88978
10000,70000,0.83,89085
10000,70000,0.831,89225
10000,70000,0.832,89326
10000,70000,0.833,89430
10000,70000,0.834,89569
10000,70000,0.835,89670
10000,70000,0.836,89808
10000,70000,0.837,89908
10000,70000,0.838,90042
10000,70000,0.839,90141
10000,70000,0.84,90274
10000,70000,0.841,90407
10000,70000,0.842,90538
10000,70000,0.843,90637
10000,70000,0.844,90769
10000,70000,0.845,90901
10000,70000,0.846,91031
10000,70000,0.847,91162
10000,70000,0.848,91291
10000,70000,0.849,91419
10000,70000,0.85,91546
10000,70000,0.851,91674
10000,70000,0.852,91798
10000,70000,0.853,91919
10000,70000,0.854,92036
10000,70000,0.855,92178
10000,70000,0.856,92290
10000,70000,0.857,92426
10000,70000,0.858,92560
10000,70000,0.859,92664
10000,70000,0.86,92796
10000,70000,0.861,92925
10000,70000,0.862,93050
10000,70000,0.863,93177
10000,70000,0.864,93309
10000,70000,0.865,93442
10000,70000,0.866,93547
10000,70000,0.867,93676
10000,70000,0.868,93806
10000,70000,0.869,93935
10000,70000,0.87,94062
10000,70000,0.871,94191
10000,70000,0.872,94315
10000,70000,0.873,94419
10000,70000,0.874,94546
10000,70000,0.875,94669
10000,70000,0.876,94807
10000,70000,0.877,94918
10000,70000,0.878,95026
10000,70000,0.879,95152
10000,70000,0.88,95271
10000,70000,0.881,95392
10000,70000,0.882,95516
10000,70000,0.883,95644
10000,70000,0.884,95796
10000,70000,0.885,95909
10000,70000,0.886,96042
10000,70000,0.887,96173
10000,70000,0.888,96305
10000,70000,0.889,96438
10000,70000,0.89,96572
10000,70000,0.891,96665
10000,70000,0.892,96751
10000,70000,0.893,96823
10000,70000,0.894,96913
10000,70000,0.895,97008
10000,70000,0.896,97087
10000,70000,0.897,97183
10000,70000,0.898,97284
10000,70000,0.899,97370
10000,70000,0.9,97425
20000,70000,0.266,53154
20000,70000,0.267,53061
20000,70000,0.268,53007
20000,70000,0.269,52953
20000,70000,0.27,52908
20000,70000,0.271,52875
20000,70000,0.272,52841
20000,70000,0.273,52808
20000,70000,0.274,52786
20000,70000,0.275,52754
20000,70000,0.276,52733
20000,70000,0.277,52703
20000,70000,0.278,52684
20000,70000,0.279,52657
20000,70000,0.28,52639
20000,70000,0.281,52623
20000,70000,0.282,52600
20000,70000,0.283,52584
20000,70000,0.284,52569
20000,70000,0.285,52551
20000,70000,0.286,52539
20000,70000,0.287,52522
20000,70000,0.288,52509
20000,70000,0.289,52501
20000,70000,0.29,52487
20000,70000,0.291,52479
20000,70000,0.292,52471
20000,70000,0.293,52464
20000,70000,0.294,52454
20000,70000,0.295,52446
20000,70000,0.296,52437
20000,70000,0.297,52430
20000,70000,0.298,52424
20000,70000,0.299,52418
20000,70000,0.3,52413
20000,70000,0.301,52409
20000,70000,0.302,52406
20000,70000,0.303,52404
20000,70000,0.304,52396
20000,70000,0.305,52385
20000,70000,0.306,52365
20000,70000,0.307,52334
20000,70000,0.308,52299
20000,70000,0.309,52268
20000,70000,0.31,52236
20000,70000,0.311,52207
20000,70000,0.312,52180
20000,70000,0.313,52153
20000,70000,0.314,52126
20000,70000,0.315,52103
20000,70000,0.316,52080
20000,70000,0.317,52057
20000,70000,0.318,52035
20000,70000,0.319,52013
20000,70000,0.32,51992
20000,70000,0.321,51972
20000,70000,0.322,51954
20000,70000,0.323,51934
20000,70000,0.324,51915
20000,70000,0.325,51895
20000,70000,0.326,51875
20000,70000,0.327,51856
20000,70000,0.328,51839
20000,70000,0.329,51820
20000,70000,0.33,51801
20000,70000,0.331,51783
20000,70000,0.332,51764
20000,70000,0.333,51748
20000,70000,0.334,51729
20000,70000,0.335,51711
20000,70000,0.336,51691
20000,70000,0.337,51673
20000,70000,0.338,51658
20000,70000,0.339,51639
20000,70000,0.34,51620
20000,70000,0.341,51600
20000,70000,0.342,51583
20000,70000,0.343,51563
20000,70000,0.344,51542
20000,70000,0.345,51525
20000,70000,0.346,51507
20000,70000,0.347,51486
20000,70000,0.348,51468
20000,70000,0.349,51451
20000,70000,0.35,51433
20000,70000,0.351,51416
20000,70000,0.352,51402
20000,70000,0.353,51385
20000,70000,0.354,51368
20000,70000,0.355,51354
20000,70000,0.356,51339
20000,70000,0.357,51324
20000,70000,0.358,51309
20000,70000,0.359,51295
20000,70000,0.36,51280
20000,70000,0.361,51269
20000,70000,0.362,51255
20000,70000,0.363,51245
20000,70000,0.364,51233
20000,70000,0.365,51222
20000,70000,0.366,51210
20000,70000,0.367,51197
20000,70000,0.368,51188
20000,70000,0.369,51177
20000,70000,0.37,51166
20000,70000,0.371,51156
20000,70000,0.372,51144
20000,70000,0.373,51133
20000,70000,0.374,51121
20000,70000,0.375,51110
20000,70000,0.376,51100
20000,70000,0.377,51089
20000,70000,0.378,51079
20000,70000,0.379,51066
20000,70000,0.38,51055
20000,70000,0.381,51044
20000,70000,0.382,51033
20000,70000,0.383,51022
20000,70000,0.384,51008
20000,70000,0.385,50996
20000,70000,0.386,50985
20000,70000,0.387,50974
20000,70000,0.388,50962
20000,70000,0.389,50952
20000,70000,0.39,50940
20000,70000,0.391,50930
20000,70000,0.392,50917
20000,70000,0.393,50907
20000,70000,0.394,50896
20000,70000,0.395,50885
20000,70000,0.396,50874
20000,70000,0.397,50863
20000,70000,0.398,50853
20000,70000,0.399,50843
20000,70000,0.4,50833
20000,70000,0.401,50822
20000,70000,0.402,50815
20000,70000,0.403,50805
20000,70000,0.404,50794
20000,70000,0.405,50786
20000,70000,0.406,50777
20000,70000,0.407,50767
20000,70000,0.408,50758
20000,70000,0.409,50749
20000,70000,0.41,50742
20000,70000,0.411,50734
20000,70000,0.412,50727
20000,70000,0.413,50718
20000,70000,0.414,50709
20000,70000,0.415,50701
20000,70000,0.416,50694
20000,70000,0.417,50686
20000,70000,0.418,50678
20000,70000,0.419,50671
20000,70000,0.42,50664
20000,70000,0.421,50659
20000,70000,0.422,50652
20000,70000,0.423,50645
20000,70000,0.424,50639
20000,70000,0.425,50630
20000,70000,0.426,50627
20000,70000,0.427,50622
20000,70000,0.428,50614
20000,70000,0.429,50609
20000,70000,0.43,50603
20000,70000,0.431,50598
20000,70000,0.432,50592
20000,70000,0.433,50587
20000,70000,0.434,50583
20000,70000,0.435,50578
20000,70000,0.436,50573
20000,70000,0.437,50568
20000,70000,0.438,50565
20000,70000,0.439,50560
20000,70000,0.44,50555
20000,70000,0.441,50550
20000,70000,0.442,50548
20000,70000,0.443,50546
20000,70000,0.444,50542
20000,70000,0.445,50537
20000,70000,0.446,50534
20000,70000,0.447,50531
20000,70000,0.448,50528
20000,70000,0.449,50523
20000,70000,0.45,50520
20000,70000,0.451,50520
20000,70000,0.452,50518
20000,70000,0.453,50515
20000,70000,0.454,50513
20000,70000,0.455,50510
20000,70000,0.456,50508
20000,70000,0.457,50506
20000,70000,0.458,50503
20000,70000,0.459,50504
20000,70000,0.46,50502
20000,70000,0.461,50500
20000,70000,0.462,50499
20000,70000,0.463,50499
20000,70000,0.464,50496
20000,70000,0.465,50496
20000,70000,0.466,50496
20000,70000,0.467,50494
20000,70000,0.468,50497
20000,70000,0.469,50495
20000,70000,0.47,50496
20000,70000,0.471,50494
20000,70000,0.472,50493
20000,70000,0.473,50493
20000,70000,0.474,50494
20000,70000,0.475,50493
20000,70000,0.476,50491
20000,70000,0.477,50492
20000,70000,0.478,50489
20000,70000,0.479,50492
20000,70000,0.48,50490
20000,70000,0.481,50491
20000,70000,0.482,50490
20000,70000,0.483,50488
20000,70000,0.484,50491
20000,70000,0.485,50491
20000,70000,0.486,50491
20000,70000,0.487,50491
20000,70000,0.488,50491
20000,70000,0.489,50493
20000,70000,0.49,50492
20000,70000,0.491,50496
20000,70000,0.492,50500
20000,70000,0.493,50501
20000,70000,0.494,50503
20000,70000,0.495,50507
20000,70000,0.496,50509
20000,70000,0.497,50514
20000,70000,0.498,50517
20000,70000,0.499,50518
20000,70000,0.5,50525
20000,70000,0.501,50529
20000,70000,0.502,50532
20000,70000,0.503,50539
20000,70000,0.504,50542
20000,70000,0.505,50549
20000,70000,0.506,50551
20000,70000,0.507,50561
20000,70000,0.508,50566
20000,70000,0.509,50573
20000,70000,0.51,50578
20000,70000,0.511,50585
20000,70000,0.512,50591
20000,70000,0.513,50597
20000,70000,0.514,50603
20000,70000,0.515,50606
20000,70000,0.516,50616
20000,70000,0.517,50621
20000,70000,0.518,50627
20000,70000,0.519,50634
20000,70000,0.52,50640
20000,70000,0.521,50650
20000,70000,0.522,50657
20000,70000,0.523,50664
20000,70000,0.524,50672
20000,70000,0.525,50680
20000,70000,0.526,50687
20000,70000,0.527,50696
20000,70000,0.528,50705
20000,70000,0.529,50713
20000,70000,0.53,50720
20000,70000,0.531,50725
20000,70000,0.532,50737
20000,70000,0.533,50746
20000,70000,0.534,50756
20000,70000,0.535,50767
20000,70000,0.536,50775
20000,70000,0.537,50787
20000,70000,0.538,50794
20000,70000,0.539,50806
20000,70000,0.54,50813
20000,70000,0.541,50826
20000,70000,0.542,50836
20000,70000,0.543,50842
20000,70000,0.544,50855
20000,70000,0.545,50867
20000,70000,0.546,50878
20000,70000,0.547,50889
20000,70000,0.548,50899
20000,70000,0.549,50910
20000,70000,0.55,50923
20000,70000,0.551,50933
20000,70000,0.552,50947
20000,70000,0.553,50959
20000,70000,0.554,50971
20000,70000,0.555,50979
20000,70000,0.556,50993
20000,70000,0.557,51006
20000,70000,0.558,51021
20000,70000,0.559,51037
20000,70000,0.56,51045
20000,70000,0.561,51059
20000,70000,0.562,51075
20000,70000,0.563,51088
20000,70000,0.564,51102
20000,70000,0.565,51117
20000,70000,0.566,51130
20000,70000,0.567,51147
20000,70000,0.568,51159
20000,70000,0.569,51176
20000,70000,0.57,51188
20000,70000,0.571,51206
20000,70000,0.572,51218
20000,70000,0.573,51237
20000,70000,0.574,51246
20000,70000,0.575,51263
20000,70000,0.576,51278
20000,70000,0.577,51295
20000,70000,0.578,51314
20000,70000,0.579,51327
20000,70000,0.58,51347
20000,70000,0.581,51360
20000,70000,0.582,51378
20000,70000,0.583,51398
20000,70000,0.584,51411
20000,70000,0.585,51425
20000,70000,0.586,51446
20000,70000,0.587,51461
20000,70000,0.588,51482
20000,70000,0.589,51498
20000,70000,0.59,51518
20000,70000,0.591,51537
20000,70000,0.592,51556
20000,70000,0.593,51576
20000,70000,0.594,51592
20000,70000,0.595,51615
20000,70000,0.596,51629
20000,70000,0.597,51646
20000,70000,0.598,51668
20000,70000,0.599,51689
20000,70000,0.6,51708
20000,70000,0.601,51725
20000,70000,0.602,51749
20000,70000,0.603,51769
20000,70000,0.604,51791
20000,70000,0.605,51814
20000,70000,0.606,51835
20000,70000,0.607,51849
20000,70000,0.608,51873
20000,70000,0.609,51895
20000,70000,0.61,51916
20000,70000,0.611,51937
20000,70000,0.612,51960
20000,70000,0.613,51984
20000,70000,0.614,52007
20000,70000,0.615,52032
20000,70000,0.616,52052
20000,70000,0.617,52074
20000,70000,0.618,52097
20000,70000,0.619,52120
20000,70000,0.62,52145
20000,70000,0.621,52168
20000,70000,0.622,52193
20000,70000,0.623,52215
20000,70000,0.624,52242
20000,70000,0.625,52266
20000,70000,0.626,52290
20000,70000,0.627,52318
20000,70000,0.628,52340
20000,70000,0.629,52368
20000,70000,0.63,52394
20000,70000,0.631,52418
20000,70000,0.632,52445
20000,70000,0.633,52470
20000,70000,0.634,52498
20000,70000,0.635,52516
20000,70000,0.636,52541
20000,70000,0.637,52570
20000,70000,0.638,52594
20000,70000,0.639,52623
20000,70000,0.64,52650
20000,70000,0.641,52678
20000,70000,0.642,52707
20000,70000,0.643,52735
20000,70000,0.644,52762
20000,70000,0.645,52792
20000,70000,0.646,52817
20000,70000,0.647,52848
20000,70000,0.648,52876
20000,70000,0.649,52905
20000,70000,0.65,52932
20000,70000,0.651,52972
20000,70000,0.652,53001
20000,70000,0.653,53020
20000,70000,0.654,53050
20000,70000,0.655,53081
20000,70000,0.656,53110
20000,70000,0.657,53143
20000,70000,0.658,53170
20000,70000,0.659,53204
20000,70000,0.66,53233
20000,70000,0.661,53267
20000,70000,0.662,53297
20000,70000,0.663,53329
20000,70000,0.664,53362
20000,70000,0.665,53394
20000,70000,0.666,53436
20000,70000,0.667,53467
20000,70000,0.668,53500
20000,70000,0.669,53533
20000,70000,0.67,53567
20000,70000,0.671,53598
20000,70000,0.672,53631
20000,70000,0.673,53662
20000,70000,0.674,53696
20000,70000,0.675,53732
20000,70000,0.676,53765
20000,70000,0.677,53798
20000,70000,0.678,53834
20000,70000,0.679,53864
20000,70000,0.68,53903
20000,70000,0.681,53935
20000,70000,0.682,53970
20000,70000,0.683,54019
20000,70000,0.684,54050
20000,70000,0.685,54089
20000,70000,0.686,54123
20000,70000,0.687,54160
20000,70000,0.688,54195
20000,70000,0.689,54232
20000,70000,0.69,54267
20000,70000,0.691,54306
20000,70000,0.692,54339
20000,70000,0.693,54378
20000,70000,0.694,54427
20000,70000,0.695,54463
20000,70000,0.696,54500
20000,70000,0.697,54538
20000,70000,0.698,54570
20000,70000,0.699,54610
20000,70000,0.7,54657
20000,70000,0.701,54698
20000,70000,0.702,54733
20000,70000,0.703,54769
20000,70000,0.704,54816
20000,70000,0.705,54851
20000,70000,0.706,54885
20000,70000,0.707,54922
20000,70000,0.708,54975
20000,70000,0.709,55012
20000,70000,0.71,55048
20000,70000,0.711,55083
20000,70000,0.712,55137
20000,70000,0.713,55172
20000,70000,0.714,55212
20000,70000,0.715,55263
20000,70000,0.716,55301
20000,70000,0.717,55336
20000,70000,0.718,55386
20000,70000,0.719,55422
20000,70000,0.72,55462
20000,70000,0.721,55505
20000,70000,0.722,55558
20000,70000,0.723,55597
20000,70000,0.724,55634
20000,70000,0.725,55675
20000,70000,0.726,55722
20000,70000,0.727,55775
20000,70000,0.728,55822
20000,70000,0.729,55863
20000,70000,0.73,55912
20000,70000,0.731,55954
20000,70000,0.732,55997
20000,70000,0.733,56044
20000,70000,0.734,56088
20000,70000,0.735,56132
20000,70000,0.736,56180
20000,70000,0.737,56227
20000,70000,0.738,56290
20000,70000,0.739,56329
20000,70000,0.74,56378
20000,70000,0.741,56428
20000,70000,0.742,56472
20000,70000,0.743,56520
20000,70000,0.744,56564
20000,70000,0.745,56612
20000,70000,0.746,56657
20000,70000,0.747,56722
20000,70000,0.748,56773
20000,70000,0.749,56814
20000,70000,0.75,56864
20000,70000,0.751,56910
20000,70000,0.752,56973
20000,70000,0.753,57017
20000,70000,0.754,57062
20000,70000,0.755,57113
20000,70000,0.756,57164
20000,70000,0.757,57214
20000,70000,0.758,57279
20000,70000,0.759,57323
20000,70000,0.76,57375
20000,70000,0.761,57426
20000,70000,0.762,57475
20000,70000,0.763,57539
20000,70000,0.764,57586
20000,70000,0.765,57634
20000,70000,0.766,57698
20000,70000,0.767,57748
20000,70000,0.768,57801
20000,70000,0.769,57846
20000,70000,0.77,57911
20000,70000,0.771,57962
20000,70000,0.772,58013
20000,70000,0.773,58061
20000,70000,0.774,58129
20000,70000,0.775,58175
20000,70000,0.776,58228
20000,70000,0.777,58294
20000,70000,0.778,58340
20000,70000,0.779,58392
20000,70000,0.78,58458
20000,70000,0.781,58509
20000,70000,0.782,58557
20000,70000,0.783,58623
20000,70000,0.784,58672
20000,70000,0.785,58744
20000,70000,0.786,58793
20000,70000,0.787,58843
20000,70000,0.788,58914
20000,70000,0.789,58972
20000,70000,0.79,59028
20000,70000,0.791,59082
20000,70000,0.792,59162
20000,70000,0.793,59218
20000,70000,0.794,59277
20000,70000,0.795,59337
20000,70000,0.796,59418
20000,70000,0.797,59474
20000,70000,0.798,59536
20000,70000,0.799,59615
20000,70000,0.8,59674
20000,70000,0.801,59732
20000,70000,0.802,59811
20000,70000,0.803,59869
20000,70000,0.804,59932
20000,70000,0.805,60009
20000,70000,0.806,60071
20000,70000,0.807,60151
20000,70000,0.808,60207
20000,70000,0.809,60287
20000,70000,0.81,60344
20000,70000,0.811,60424
20000,70000,0.812,60482
20000,70000,0.813,60561
20000,70000,0.814,60640
20000,70000,0.815,60700
20000,70000,0.816,60779
20000,70000,0.817,60858
20000,70000,0.818,60915
20000,70000,0.819,60993
20000,70000,0.82,61071
20000,70000,0.821,61148
20000,70000,0.822,61225
20000,70000,0.823,61301
20000,70000,0.824,61360
20000,70000,0.825,61436
20000,70000,0.826,61512
20000,70000,0.827,61587
20000,70000,0.828,61663
20000,70000,0.829,61737
20000,70000,0.83,61812
20000,70000,0.831,61902
20000,70000,0.832,61976
20000,70000,0.833,62049
20000,70000,0.834,62127
20000,70000,0.835,62200
20000,70000,0.836,62272
20000,70000,0.837,62359
20000,70000,0.838,62430
20000,70000,0.839,62506
20000,70000,0.84,62592
20000,70000,0.841,62665
20000,70000,0.842,62751
20000,70000,0.843,62822
20000,70000,0.844,62911
20000,70000,0.845,62980
20000,70000,0.846,63068
20000,70000,0.847,63150
20000,70000,0.848,63236
20000,70000,0.849,63317
20000,70000,0.85,63403
20000,70000,0.851,63490
20000,70000,0.852,63576
20000,70000,0.853,63664
20000,70000,0.854,63749
20000,70000,0.855,63831
20000,70000,0.856,63911
20000,70000,0.857,63990
20000,70000,0.858,64069
20000,70000,0.859,64150
20000,70000,0.86,64228
20000,70000,0.861,64307
20000,70000,0.862,64387
20000,70000,0.863,64465
20000,70000,0.864,64545
20000,70000,0.865,64624
20000,70000,0.866,64703
20000,70000,0.867,64797
20000,70000,0.868,64877
20000,70000,0.869,64957
20000,70000,0.87,65037
20000,70000,0.871,65116
20000,70000,0.872,65216
20000,70000,0.873,65293
20000,70000,0.874,65374
20000,70000,0.875,65454
20000,70000,0.876,65548
20000,70000,0.877,65630
20000,70000,0.878,65710
20000,70000,0.879,65803
20000,70000,0.88,65883
20000,70000,0.881,65976
20000,70000,0.882,66054
20000,70000,0.883,66147
20000,70000,0.884,66225
20000,70000,0.885,66318
20000,70000,0.886,66397
20000,70000,0.887,66490
20000,70000,0.888,66567
20000,70000,0.889,66661
20000,70000,0.89,66741
20000,70000,0.891,66834
20000,70000,0.892,66927
20000,70000,0.893,67004
20000,70000,0.894,67097
20000,70000,0.895,67192
20000,70000,0.896,67269
20000,70000,0.897,67360
20000,70000,0.898,67452
20000,70000,0.899,67530
20000,70000,0.9,67597
20000,70000,0.901,67626
20000,70000,0.902,67659
20000,70000,0.903,67693
20000,70000,0.904,67730
20000,70000,0.905,67772
20000,70000,0.906,67805
20000,70000,0.907,67844
20000,70000,0.908,67882
20000,70000,0.909,67921
20000,70000,0.91,67966
20000,70000,0.911,68010
20000,70000,0.912,68064
20000,70000,0.913,68135
20000,70000,0.914,68227
20000,70000,0.915,68357
20000,70000,0.916,68422
30000,45000,0.295,33838
30000,45000,0.296,33709
30000,45000,0.297,33612
30000,45000,0.298,33560
30000,45000,0.299,33501
30000,45000,0.3,33455
30000,45000,0.301,33410
30000,45000,0.302,33384
30000,45000,0.303,33358
30000,45000,0.304,33342
30000,45000,0.305,33324
30000,45000,0.306,33311
30000,45000,0.307,33303
30000,45000,0.308,33293
30000,45000,0.309,33288
30000,45000,0.31,33282
30000,45000,0.311,33276
30000,45000,0.312,33268
30000,45000,0.313,32856
30000,45000,0.314,32820
30000,45000,0.315,32791
30000,45000,0.316,32771
30000,45000,0.317,32751
30000,45000,0.318,32734
30000,45000,0.319,32718
30000,45000,0.32,32705
30000,45000,0.321,32692
30000,45000,0.322,32677
30000,45000,0.323,32666
30000,45000,0.324,32653
30000,45000,0.325,32642
30000,45000,0.326,32631
30000,45000,0.327,32619
30000,45000,0.328,32606
30000,45000,0.329,32594
30000,45000,0.33,32580
30000,45000,0.331,32568
30000,45000,0.332,32555
30000,45000,0.333,32541
30000,45000,0.334,32528
30000,45000,0.335,32515
30000,45000,0.336,32500
30000,45000,0.337,32486
30000,45000,0.338,32472
30000,45000,0.339,32458
30000,45000,0.34,32442
30000,45000,0.341,32430
30000,45000,0.342,32415
30000,45000,0.343,32402
30000,45000,0.344,32387
30000,45000,0.345,32374
30000,45000,0.346,32362
30000,45000,0.347,32349
30000,45000,0.348,32337
30000,45000,0.349,32324
30000,45000,0.35,32313
30000,45000,0.351,32301
30000,45000,0.352,32291
30000,45000,0.353,32280
30000,45000,0.354,32269
30000,45000,0.355,32260
30000,45000,0.356,32249
30000,45000,0.357,32238
30000,45000,0.358,32227
30000,45000,0.359,32219
30000,45000,0.36,32209
30000,45000,0.361,32198
30000,45000,0.362,32190
30000,45000,0.363,32180
30000,45000,0.364,32170
30000,45000,0.365,32162
30000,45000,0.366,32152
30000,45000,0.367,32143
30000,45000,0.368,32133
30000,45000,0.369,32124
30000,45000,0.37,32117
30000,45000,0.371,32108
30000,45000,0.372,32099
30000,45000,0.373,32092
30000,45000,0.374,32084
30000,45000,0.375,32077
30000,45000,0.376,32069
30000,45000,0.377,32063
30000,45000,0.378,32055
30000,45000,0.379,32048
30000,45000,0.38,32042
30000,45000,0.381,32035
30000,45000,0.382,32028
30000,45000,0.383,32020
30000,45000,0.384,32015
30000,45000,0.385,32008
30000,45000,0.386,32001
30000,45000,0.387,31994
30000,45000,0.388,31987
30000,45000,0.389,31979
30000,45000,0.39,31970
30000,45000,0.391,31965
30000,45000,0.392,31957
30000,45000,0.393,31949
30000,45000,0.394,31939
30000,45000,0.395,31932
30000,45000,0.396,31924
30000,45000,0.397,31916
30000,45000,0.398,31909
30000,45000,0.399,31901
30000,45000,0.4,31893
30000,45000,0.401,31886
30000,45000,0.402,31878
30000,45000,0.403,31872
30000,45000,0.404,31865
30000,45000,0.405,31857
30000,45000,0.406,31850
30000,45000,0.407,31842
30000,45000,0.408,31835
30000,45000,0.409,31828
30000,45000,0.41,31821
30000,45000,0.411,31816
30000,45000,0.412,31809
30000,45000,0.413,31802
30000,45000,0.414,31795
30000,45000,0.415,31789
30000,45000,0.416,31782
30000,45000,0.417,31778
30000,45000,0.418,31771
30000,45000,0.419,31765
30000,45000,0.42,31759
30000,45000,0.421,31754
30000,45000,0.422,31748
30000,45000,0.423,31743
30000,45000,0.424,31737
30000,45000,0.425,31732
30000,45000,0.426,31726
30000,45000,0.427,31722
30000,45000,0.428,31717
30000,45000,0.429,31712
30000,45000,0.43,31707
30000,45000,0.431,31703
30000,45000,0.432,31697
30000,45000,0.433,31693
30000,45000,0.434,31688
30000,45000,0.435,31684
30000,45000,0.436,31680
30000,45000,0.437,31676
30000,45000,0.438,31671
30000,45000,0.439,31667
30000,45000,0.44,31664
30000,45000,0.441,31660
30000,45000,0.442,31656
30000,45000,0.443,31652
30000,45000,0.444,31649
30000,45000,0.445,31646
30000,45000,0.446,31642
30000,45000,0.447,31639
30000,45000,0.448,31636
30000,45000,0.449,31633
30000,45000,0.45,31629
30000,45000,0.451,31627
30000,45000,0.452,31623
30000,45000,0.453,31621
30000,45000,0.454,31618
30000,45000,0.455,31615
30000,45000,0.456,31613
30000,45000,0.457,31611
30000,45000,0.458,31609
30000,45000,0.459,31607
30000,45000,0.46,31605
30000,45000,0.461,31603
30000,45000,0.462,31601
30000,45000,0.463,31599
30000,45000,0.464,31597
30000,45000,0.465,31596
30000,45000,0.466,31595
30000,45000,0.467,31593
30000,45000,0.468,31591
30000,45000,0.469,31589
30000,45000,0.47,31588
30000,45000,0.471,31587
30000,45000,0.472,31585
30000,45000,0.473,31584
30000,45000,0.474,31583
30000,45000,0.475,31582
30000,45000,0.476,31581
30000,45000,0.477,31580
