AOA,Cl,Cd
3.188592,0.438974,0.023861
3.186036,0.438712,0.023849
3.183674,0.438499,0.02384
3.181488,0.438314,0.023833
3.179226,0.438147,0.023826
3.176911,0.437919,0.023816
3.174585,0.437714,0.023807
3.172349,0.437602,0.023802
3.169985,0.437308,0.02379
3.167801,0.437225,0.023786
3.165503,0.436982,0.023776
3.163207,0.436826,0.023768
3.160804,0.43657,0.023757
3.158327,0.436418,0.02375
3.155957,0.436165,0.02374
3.15337,0.43597,0.023731
3.151186,0.435783,0.023725
3.148919,0.435587,0.023716
3.146616,0.435353,0.023706
3.144406,0.435203,0.0237
3.142007,0.435045,0.023692
3.139844,0.434787,0.023683
3.137486,0.434669,0.023676
3.135254,0.434444,0.023668
3.132927,0.43427,0.023659
3.130314,0.434029,0.023648
3.127997,0.43391,0.023644
3.125483,0.433597,0.023631
3.123173,0.433466,0.023625
3.121001,0.43327,0.023618
3.118757,0.433041,0.023608
3.11658,0.432882,0.023601
3.114369,0.432693,0.023593
3.112169,0.432527,0.023585
3.109673,0.432285,0.023574
3.107419,0.432161,0.02357
3.10512,0.43191,0.023559
3.10265,0.43172,0.02355
3.100417,0.431551,0.023545
3.098195,0.431329,0.023535
3.095942,0.431143,0.023527
3.093677,0.430999,0.023521
3.09149,0.430794,0.023512
3.089293,0.430542,0.023502
3.087119,0.430478,0.023499
3.084818,0.430229,0.023488
3.082561,0.430039,0.02348
3.080249,0.429874,0.023473
3.077827,0.429672,0.023464
3.075539,0.429407,0.023454
3.073263,0.429302,0.023449
3.070863,0.429074,0.02344
3.068564,0.428834,0.02343
3.066361,0.428704,0.023425
3.064146,0.428512,0.023417
3.061949,0.428283,0.023407
3.059711,0.428119,0.0234
3.057492,0.42799,0.023395
3.055251,0.42772,0.023384
3.052706,0.427594,0.023377
3.050214,0.427355,0.023368
3.047868,0.427118,0.023358
3.045665,0.426966,0.023353
3.043315,0.426817,0.023346
3.040868,0.426507,0.023333
3.038501,0.426373,0.023327
3.036314,0.426186,0.023321
3.033998,0.425954,0.02331
3.031708,0.425771,0.023303
3.029508,0.425681,0.023299
3.026981,0.425338,0.023284
3.024764,0.425253,0.023281
3.022426,0.425049,0.023273
3.020143,0.424798,0.023263
3.017747,0.4246,0.023254
3.015599,0.424516,0.023251
3.013378,0.424227,0.02324
3.011201,0.424031,0.023232
3.008951,0.423924,0.023227
3.006744,0.423687,0.023217
3.00455,0.423523,0.02321
3.002373,0.423323,0.023203
3.000024,0.423222,0.023197
2.997821,0.422905,0.023185
2.995427,0.422765,0.023178
2.993208,0.42258,0.023172
2.990615,0.422312,0.023159
2.98836,0.422169,0.023155
2.986022,0.421973,0.023146
2.983656,0.421701,0.023135
2.98143,0.421571,0.023131
2.979243,0.421427,0.023124
2.977047,0.421168,0.023114
2.974813,0.42102,0.023108
2.972615,0.420872,0.023102
2.970378,0.420604,0.023091
2.968223,0.420463,0.023085
2.965941,0.420309,0.023078
2.963623,0.420055,0.023068
2.961436,0.419887,0.023062
2.958978,0.419738,0.023054
2.956767,0.419499,0.023046
2.954468,0.419288,0.023037
2.952222,0.419185,0.023033
2.950094,0.418927,0.023023
2.947924,0.41877,0.023016
2.945648,0.418622,0.02301
2.943502,0.418426,0.023002
2.941251,0.418154,0.022991
2.939039,0.418087,0.022988
2.936852,0.417868,0.02298
2.934399,0.417602,0.022968
2.932193,0.417487,0.022964
2.929975,0.417296,0.022956
2.927613,0.417016,0.022945
2.925454,0.416884,0.02294
2.923269,0.416729,0.022934
2.920873,0.416469,0.022922
2.918525,0.416331,0.022917
2.916291,0.416138,0.02291
2.914045,0.415871,0.022899
2.911925,0.415768,0.022895
2.909774,0.41561,0.022889
2.907513,0.415339,0.022877
2.905241,0.415181,0.022871
2.902948,0.41506,0.022866
2.900693,0.414754,0.022854
2.898307,0.414626,0.022848
2.896033,0.414451,0.022842
2.893844,0.414238,0.022834
2.891575,0.414033,0.022825
2.88934,0.413895,0.02282
2.88708,0.413687,0.022811
2.884859,0.413422,0.022802
2.882385,0.413359,0.022797
2.880146,0.413072,0.022788
2.877867,0.41289,0.02278
2.875661,0.412731,0.022774
2.87342,0.41256,0.022766
2.871228,0.412288,0.022756
2.868952,0.412184,0.022751
2.866766,0.411993,0.022744
2.8646,0.41173,0.022734
2.862284,0.411591,0.022728
2.860049,0.411435,0.022722
2.857805,0.411158,0.022711
2.855645,0.410995,0.022705
2.853458,0.410876,0.0227
2.851116,0.410623,0.022689
2.848953,0.410458,0.022683
2.846692,0.410293,0.022677
2.844382,0.410085,0.022668
2.842224,0.409864,0.02266
2.840038,0.409745,0.022655
2.837805,0.409502,0.022645
2.835664,0.40933,0.022639
2.833463,0.409198,0.022633
2.831242,0.40896,0.022624
2.829062,0.408793,0.022617
2.826689,0.408619,0.02261
2.824416,0.408427,0.022602
2.822224,0.408172,0.022594
2.820007,0.408104,0.02259
2.817868,0.407834,0.02258
2.81562,0.407678,0.022573
2.813432,0.407513,0.022567
2.811243,0.407312,0.022559
2.809034,0.407081,0.02255
2.80695,0.406956,0.022546
2.804691,0.406733,0.022536
2.80258,0.406548,0.02253
2.800402,0.406401,0.022524
2.798278,0.406208,0.022516
2.796151,0.406005,0.022508
2.794007,0.405854,0.022502
2.791587,0.405668,0.022494
2.789428,0.405421,0.022485
2.787358,0.405307,0.022481
2.785209,0.405122,0.022473
2.783094,0.404893,0.022465
2.78103,0.404775,0.02246
2.778916,0.404607,0.022454
2.776736,0.404398,0.022445
2.774663,0.404211,0.022438
2.772479,0.40408,0.022433
2.770409,0.403847,0.022424
2.768233,0.403679,0.022417
2.766002,0.403531,0.022411
2.763832,0.403315,0.022403
2.761573,0.403111,0.022395
2.759452,0.402962,0.02239
2.757277,0.402794,0.022383
2.755023,0.402545,0.022373
2.752538,0.402469,0.022369
2.750073,0.402118,0.022356
2.747903,0.402012,0.022353
2.745607,0.401818,0.022346
2.743459,0.401663,0.022339
2.741394,0.401377,0.02233
2.739147,0.401326,0.022326
2.736936,0.401053,0.022316
2.73463,0.400843,0.022308
2.732418,0.400716,0.022303
2.730355,0.400482,0.022295
2.728164,0.400293,0.022287
2.726108,0.400139,0.022282
2.724021,0.400013,0.022276
2.72193,0.399732,0.022266
2.719819,0.399659,0.022262
2.717692,0.399472,0.022255
2.715384,0.39918,0.022244
2.712972,0.399057,0.022238
2.710743,0.398855,0.022232
2.708594,0.398635,0.022224
2.706513,0.398495,0.022219
2.704455,0.398374,0.022214
2.702475,0.398074,0.022203
2.7004,0.398018,0.0222
2.698322,0.397839,0.022193
2.696169,0.397616,0.022184
2.693971,0.397426,0.022177
2.691923,0.397339,0.022174
2.689879,0.39706,0.022164
2.687843,0.396907,0.022158
2.685845,0.396817,0.022154
2.683584,0.396534,0.022143
2.681304,0.396381,0.022137
2.679342,0.396236,0.022133
2.67717,0.396031,0.022124
2.675178,0.395824,0.022117
2.672983,0.395776,0.022114
2.670985,0.395476,0.022104
2.668913,0.395319,0.022097
2.666752,0.395188,0.022092
2.66463,0.395006,0.022085
2.662569,0.394755,0.022076
2.660218,0.394681,0.022072
2.65824,0.394462,0.022065
2.656277,0.394189,0.022055
2.654065,0.39413,0.022051
2.651953,0.393947,0.022045
2.649803,0.393695,0.022035
2.647608,0.393553,0.02203
2.645505,0.393434,0.022026
2.643491,0.393161,0.022016
2.641511,0.39303,0.022011
2.639423,0.392902,0.022006
2.637391,0.392677,0.021998
2.635424,0.392495,0.021991
2.633111,0.392398,0.021986
2.631072,0.392144,0.021978
2.629029,0.391954,0.021971
2.627017,0.391884,0.021968
2.624948,0.391646,0.021959
2.622898,0.391416,0.02195
2.620929,0.391333,0.021947
2.618937,0.391168,0.021941
2.616912,0.390933,0.021932
2.614949,0.390846,0.021929
2.612943,0.390662,0.021922
2.610915,0.390451,0.021914
2.608885,0.390302,0.021909
2.606856,0.390209,0.021905
2.604801,0.389899,0.021894
2.602794,0.38982,0.02189
2.600762,0.389652,0.021885
2.598723,0.389481,0.021878
2.596766,0.389263,0.02187
2.594637,0.389159,0.021865
2.592505,0.388925,0.021857
2.590484,0.388701,0.021849
2.588419,0.38865,0.021847
2.58635,0.388413,0.021838
2.584268,0.38819,0.02183
2.582309,0.388089,0.021827
2.580338,0.387956,0.021821
2.578237,0.38766,0.02181
2.576217,0.387588,0.021808
2.574047,0.387413,0.021801
2.572086,0.387158,0.021792
2.570153,0.387058,0.021788
2.568164,0.386909,0.021783
2.566228,0.386724,0.021776
2.564234,0.386523,0.021769
2.562187,0.386456,0.021766
2.560021,0.386156,0.021754
2.558119,0.386011,0.02175
2.556053,0.385893,0.021745
2.554061,0.385703,0.021738
2.5521,0.385499,0.021731
2.550166,0.385397,0.021727
2.548254,0.385248,0.021722
2.546281,0.384964,0.021711
2.544344,0.384942,0.02171
2.542417,0.384732,0.021703
2.540405,0.384589,0.021697
2.538393,0.384366,0.021689
2.536484,0.38433,0.021687
2.534469,0.384038,0.021677
2.532581,0.383869,0.021671
2.530637,0.383785,0.021668
2.52857,0.383527,0.021658
2.526574,0.383393,0.021653
2.524515,0.383228,0.021647
2.522496,0.383095,0.021642
2.520532,0.382823,0.021633
2.518639,0.38276,0.021631
2.516731,0.38256,0.021624
2.514766,0.382376,0.021616
2.512824,0.38224,0.021612
2.510861,0.38209,0.021606
2.508946,0.381857,0.021598
2.506934,0.381722,0.021593
2.504986,0.381624,0.021589
2.503089,0.381378,0.02158
2.501163,0.381241,0.021575
2.499174,0.381126,0.021571
2.497259,0.380893,0.021563
2.4954,0.380725,0.021557
2.49342,0.380652,0.021554
2.491504,0.380435,0.021546
2.489698,0.380234,0.021539
2.487718,0.380197,0.021537
2.485839,0.379973,0.02153
2.48403,0.37977,0.021522
2.482153,0.379667,0.021518
2.480232,0.379543,0.021513
2.478397,0.379303,0.021506
2.476498,0.379222,0.021502
2.474631,0.379073,0.021497
2.47278,0.378815,0.021488
2.47082,0.378726,0.021484
2.468956,0.378599,0.02148
2.467135,0.37839,0.021472
2.465306,0.378216,0.021466
2.463239,0.378168,0.021463
2.460973,0.377839,0.021451
2.458902,0.377739,0.021448
2.457008,0.377591,0.021444
2.455141,0.377388,0.021436
2.453254,0.377208,0.02143
2.451392,0.377173,0.021429
2.449354,0.376873,0.021418
2.447269,0.376769,0.021413
2.445282,0.376641,0.02141
2.443233,0.376354,0.021399
2.441307,0.376222,0.021395
2.439332,0.376098,0.02139
2.437441,0.375911,0.021384
2.435468,0.37571,0.021377
2.433538,0.375668,0.021375
2.431572,0.375371,0.021365
2.429554,0.375262,0.02136
2.427708,0.375114,0.021356
2.42579,0.374953,0.02135
2.423943,0.374744,0.021343
2.422073,0.374693,0.021341
2.420148,0.374431,0.021332
2.418301,0.37429,0.021327
2.416491,0.374189,0.021323
2.414696,0.373995,0.021316
2.412701,0.373811,0.021309
2.410828,0.373722,0.021306
2.408885,0.373518,0.021299
2.407047,0.373314,0.021292
2.405298,0.373219,0.021289
2.403424,0.373075,0.021283
2.401448,0.372865,0.021276
2.399606,0.372749,0.021272
2.39756,0.372585,0.021265
2.395527,0.372359,0.021258
2.393572,0.372257,0.021254
2.391628,0.372062,0.021248
2.38978,0.371893,0.021242
2.387804,0.371793,0.021238
2.386033,0.371581,0.021232
2.384217,0.371413,0.021225
2.38244,0.371335,0.021223
2.380651,0.371175,0.021217
2.378755,0.370948,0.021209
2.376823,0.370908,0.021207
2.374937,0.370679,0.0212
2.37305,0.370503,0.021193
2.371222,0.3704,0.02119
2.369435,0.370269,0.021185
2.367599,0.370022,0.021176
2.365866,0.369917,0.021173
2.36403,0.369834,0.02117
2.362165,0.369566,0.02116
2.360441,0.369475,0.021158
2.358595,0.369349,0.021153
2.356781,0.369137,0.021145
2.355,0.368982,0.02114
2.35323,0.368909,0.021138
2.351385,0.368686,0.02113
2.349642,0.368511,0.021124
2.347806,0.368453,0.021121
2.346062,0.368264,0.021115
2.344282,0.368088,0.021109
2.342568,0.367975,0.021105
2.340746,0.367843,0.0211
2.338952,0.367618,0.021093
2.337129,0.367533,0.021089
2.33533,0.367384,0.021084
2.333505,0.367167,0.021077
2.331769,0.367082,0.021074
2.330002,0.366932,0.021069
2.328303,0.36677,0.021063
2.326472,0.366597,0.021057
2.324642,0.366559,0.021055
2.322707,0.366243,0.021045
2.320926,0.366195,0.021043
2.319161,0.366066,0.021039
2.317341,0.365813,0.02103
2.315518,0.3657,0.021026
2.313692,0.365588,0.021023
2.311904,0.36541,0.021016
2.310154,0.365174,0.021009
2.30814,0.3652,0.021008
2.306318,0.364914,0.021
2.304434,0.364747,0.020993
2.302373,0.364628,0.020989
2.300405,0.364466,0.020983
2.298694,0.364227,0.020977
2.29693,0.364163,0.020974
2.295204,0.364024,0.020969
2.29352,0.363766,0.020961
2.291797,0.36372,0.020959
2.289917,0.363564,0.020953
2.287997,0.36337,0.020946
2.286181,0.363209,0.020941
2.284452,0.363166,0.02094
2.282651,0.362871,0.02093
2.280815,0.3628,0.020927
2.278984,0.362645,0.020922
2.277244,0.362493,0.020917
2.275588,0.362313,0.020911
2.273859,0.362245,0.020909
2.272012,0.362033,0.020901
2.270275,0.361844,0.020895
2.268495,0.361806,0.020893
2.266798,0.361589,0.020887
2.265068,0.361442,0.020881
2.263226,0.36133,0.020877
2.26156,0.36121,0.020874
2.259884,0.360972,0.020866
2.258133,0.360925,0.020863
2.256456,0.360772,0.020859
2.254795,0.360576,0.020852
2.253158,0.360449,0.020848
2.251433,0.36039,0.020845
2.249648,0.360153,0.020837
2.247965,0.36003,0.020833
2.246308,0.359949,0.020831
2.244541,0.359733,0.020823
2.242835,0.35957,0.020818
2.241202,0.359537,0.020817
2.239501,0.359318,0.020809
2.237816,0.359157,0.020804
2.236138,0.359083,0.020801
2.234356,0.358906,0.020795
2.232725,0.358742,0.02079
2.230848,0.358624,0.020785
2.22908,0.358515,0.020782
2.227453,0.35828,0.020775
2.225678,0.358195,0.020771
2.223925,0.358072,0.020767
2.222262,0.357839,0.02076
2.220495,0.357771,0.020757
2.218883,0.357638,0.020753
2.217171,0.357446,0.020746
2.215534,0.357316,0.020742
2.213846,0.357241,0.02074
2.212233,0.357038,0.020733
2.210418,0.356881,0.020727
2.208721,0.356811,0.020725
2.207073,0.356592,0.020718
2.205451,0.356493,0.020714
2.203693,0.356385,0.020711
2.201993,0.356227,0.020705
2.200312,0.356,0.020698
2.198498,0.355941,0.020696
2.196659,0.355769,0.02069
2.195006,0.355567,0.020684
2.193365,0.35551,0.020682
2.191691,0.355361,0.020677
2.189989,0.355138,0.020669
2.188323,0.355049,0.020667
2.186515,0.354968,0.020663
2.184816,0.354721,0.020656
2.183188,0.35461,0.020652
2.181346,0.354532,0.020649
2.17961,0.354282,0.020641
2.177855,0.354175,0.020637
2.176091,0.354078,0.020634
2.174374,0.353888,0.020628
2.172724,0.353696,0.020622
2.171009,0.35369,0.020621
2.169264,0.353452,0.020614
2.167613,0.353317,0.02061
2.165797,0.353193,0.020605
2.164177,0.353067,0.020602
2.162462,0.352851,0.020594
2.160836,0.35279,0.020593
2.159129,0.35264,0.020587
2.157521,0.352406,0.02058
2.15584,0.352374,0.020578
2.154149,0.352201,0.020573
2.152438,0.35207,0.020568
2.150777,0.351886,0.020563
2.149097,0.351874,0.020562
2.14744,0.35158,0.020553
2.145777,0.351507,0.02055
2.144129,0.35141,0.020547
2.142413,0.351181,0.020539
2.140773,0.351043,0.020535
2.139154,0.350944,0.020532
2.137455,0.350812,0.020527
2.135764,0.350603,0.020521
2.13415,0.350577,0.02052
2.132459,0.350357,0.020513
2.130776,0.350213,0.020508
2.128941,0.350118,0.020504
2.127275,0.349972,0.0205
2.125715,0.349738,0.020493
2.124123,0.349668,0.020491
2.122413,0.349594,0.020487
2.120542,0.349327,0.020478
2.11875,0.349241,0.020476
2.11703,0.349097,0.020472
2.11544,0.348909,0.020466
2.113782,0.348802,0.020462
2.111933,0.348696,0.020458
2.1103,0.348469,0.020452
2.108651,0.348405,0.020449
2.106968,0.348249,0.020445
2.105381,0.348111,0.02044
2.103795,0.347971,0.020436
2.102011,0.347853,0.020431
2.100455,0.347684,0.020427
2.098832,0.347535,0.020422
2.097237,0.347472,0.020419
2.095685,0.347279,0.020414
2.09404,0.347167,0.020409
2.092349,0.347041,0.020405
2.090724,0.346891,0.020401
2.089108,0.346728,0.020396
2.087524,0.346622,0.020392
2.085941,0.346503,0.020388
2.084331,0.346335,0.020383
2.082619,0.346241,0.020379
2.081038,0.346074,0.020375
2.079448,0.345947,0.02037
2.07781,0.34581,0.020366
2.076277,0.3457,0.020363
2.074769,0.345546,0.020358
2.07319,0.345429,0.020354
2.071553,0.345283,0.020349
2.069905,0.345174,0.020345
2.068303,0.345024,0.020341
2.066599,0.344857,0.020335
2.064953,0.344775,0.020333
2.063306,0.344571,0.020326
2.061718,0.344478,0.020323
2.059895,0.344324,0.020318
2.058211,0.344197,0.020314
2.056592,0.344009,0.020309
2.055044,0.34395,0.020307
2.05344,0.343748,0.0203
2.051617,0.343635,0.020296
2.050076,0.343508,0.020293
2.048407,0.34334,0.020287
2.046813,0.343212,0.020283
2.04521,0.343098,0.02028
2.043532,0.342935,0.020274
2.041975,0.342784,0.02027
2.040332,0.342684,0.020266
2.038798,0.342556,0.020263
2.037207,0.342385,0.020257
2.035717,0.342306,0.020255
2.03414,0.342172,0.02025
2.032531,0.341985,0.020244
2.031,0.34191,0.020242
2.029499,0.341798,0.020239
2.027953,0.341625,0.020233
2.026172,0.341484,0.020228
2.024639,0.341402,0.020226
2.023115,0.341201,0.02022
2.021502,0.341105,0.020216
2.019841,0.340995,0.020213
2.01816,0.340822,0.020207
2.016536,0.340663,0.020203
2.015006,0.340585,0.020201
2.013254,0.340394,0.020194
2.011484,0.340292,0.02019
2.009874,0.340138,0.020187
2.008295,0.339977,0.020181
2.006649,0.339862,0.020178
2.004971,0.339742,0.020174
2.003326,0.339598,0.020169
2.001642,0.339423,0.020164
1.999792,0.339304,0.02016
1.998107,0.33913,0.020155
1.996501,0.339024,0.020152
1.994923,0.338889,0.020148
1.993395,0.338717,0.020143
1.991807,0.338626,0.020139
1.990214,0.338511,0.020136
1.988619,0.338336,0.02013
1.987041,0.338209,0.020127
1.985519,0.338118,0.020124
1.983944,0.33795,0.020118
1.982177,0.337792,0.020113
1.980701,0.337737,0.020112
1.979152,0.337537,0.020106
1.977601,0.337436,0.020102
1.975805,0.33731,0.020098
1.974149,0.337163,0.020094
1.972574,0.336989,0.020089
1.970963,0.336884,0.020085
1.969241,0.336751,0.020081
1.967765,0.336585,0.020077
1.966196,0.336488,0.020073
1.96464,0.336372,0.02007
1.963063,0.336184,0.020064
1.961518,0.336102,0.020061
1.959977,0.33597,0.020057
1.958444,0.335806,0.020052
1.956896,0.335736,0.02005
1.95539,0.335569,0.020045
1.953725,0.335433,0.02004
1.952187,0.3353,0.020037
1.950621,0.33521,0.020034
1.949003,0.335023,0.020028
1.947478,0.334946,0.020026
1.945865,0.334787,0.020021
1.944359,0.334627,0.020016
1.942887,0.334559,0.020014
1.941381,0.334405,0.020009
1.939767,0.334267,0.020004
1.938216,0.334135,0.020001
1.936674,0.334061,0.019998
1.935184,0.333851,0.019993
1.933673,0.333778,0.01999
1.932169,0.333648,0.019986
1.93069,0.333523,0.019982
1.929198,0.333377,0.019978
1.927633,0.333273,0.019974
1.926103,0.333136,0.01997
1.924597,0.332973,0.019965
1.923099,0.332873,0.019962
1.921603,0.332756,0.019959
1.919927,0.332597,0.019953
1.918232,0.332468,0.019949
1.91657,0.332343,0.019946
1.914922,0.332163,0.01994
1.91334,0.332078,0.019938
1.911767,0.331901,0.019933
1.910247,0.331802,0.01993
1.908697,0.33167,0.019926
1.907134,0.331564,0.019922
1.905668,0.331387,0.019918
1.904124,0.331312,0.019915
1.902662,0.331183,0.019911
1.90122,0.331006,0.019906
1.899733,0.330964,0.019904
1.898065,0.330789,0.019899
1.896572,0.330671,0.019895
1.895025,0.330523,0.019891
1.893373,0.33044,0.019888
1.891867,0.330235,0.019883
1.890433,0.330153,0.01988
1.888881,0.33004,0.019877
1.887386,0.32989,0.019872
1.885741,0.32973,0.019867
1.884212,0.329628,0.019864
1.882743,0.329495,0.01986
1.881103,0.32936,0.019856
1.879641,0.329248,0.019853
1.878087,0.329084,0.019848
1.876471,0.328961,0.019844
1.874985,0.328849,0.019841
1.873339,0.328737,0.019837
1.871839,0.328564,0.019833
1.870255,0.328502,0.01983
1.868565,0.328286,0.019824
1.866885,0.328227,0.019821
1.865435,0.328056,0.019818
1.86388,0.327925,0.019813
1.86248,0.327806,0.01981
1.860986,0.327682,0.019806
1.859507,0.327571,0.019803
1.858035,0.327405,0.019798
1.856524,0.32733,0.019795
1.855044,0.32716,0.019791
1.853526,0.327094,0.019788
1.851988,0.326921,0.019784
1.850472,0.326845,0.019781
1.848903,0.326636,0.019775
1.847464,0.326617,0.019774
1.845937,0.32642,0.019769
1.844456,0.32633,0.019766
1.842961,0.32618,0.019762
1.841377,0.326052,0.019757
1.839794,0.325889,0.019753
1.838332,0.325782,0.01975
1.836832,0.325697,0.019747
1.835389,0.325499,0.019742
1.833898,0.325437,0.019739
1.832461,0.32529,0.019736
1.83101,0.32517,0.019731
1.829586,0.325038,0.019728
1.828081,0.32494,0.019725
1.826562,0.324778,0.01972
1.825137,0.324655,0.019717
1.823715,0.324602,0.019715
1.822305,0.324404,0.019709
1.820924,0.324357,0.019708
1.819278,0.324197,0.019702
1.817824,0.324116,0.0197
1.816329,0.32392,0.019695
1.814931,0.323847,0.019693
1.813521,0.323708,0.019689
1.812132,0.323576,0.019685
1.810698,0.32349,0.019682
1.809298,0.323353,0.019678
1.807849,0.323213,0.019674
1.806234,0.323125,0.019671
1.804865,0.322997,0.019668
1.80338,0.322814,0.019662
1.801961,0.322778,0.019661
1.800545,0.32263,0.019657
1.799165,0.322513,0.019653
1.797783,0.322398,0.01965
1.796271,0.322309,0.019647
1.794858,0.322141,0.019642
1.793273,0.322041,0.019639
1.791888,0.321942,0.019637
1.790277,0.32173,0.01963
1.788754,0.321679,0.019629
1.787385,0.321542,0.019625
1.78592,0.321388,0.01962
1.78445,0.321288,0.019618
1.78288,0.321211,0.019615
1.781417,0.320983,0.019609
1.779829,0.320945,0.019607
1.778355,0.320797,0.019604
1.776948,0.320639,0.019599
1.775503,0.320538,0.019596
1.774135,0.320484,0.019595
1.772745,0.320289,0.019589
1.771375,0.320163,0.019585
1.769831,0.32014,0.019584
1.768402,0.319924,0.019578
1.767019,0.319802,0.019575
1.765673,0.31975,0.019574
1.764296,0.319636,0.01957
1.762957,0.319457,0.019565
1.761467,0.319388,0.019562
1.760081,0.319304,0.01956
1.758694,0.3191,0.019554
1.757319,0.319012,0.019552
1.755826,0.318947,0.01955
1.75446,0.318776,0.019545
1.75293,0.318645,0.019541
1.751525,0.318582,0.019539
1.750019,0.318385,0.019533
1.748581,0.318299,0.019531
1.747163,0.318207,0.019529
1.745655,0.318052,0.019524
1.744276,0.317912,0.01952
1.742812,0.317857,0.019518
1.741384,0.317672,0.019513
1.740032,0.317583,0.019511
1.738624,0.317522,0.019509
1.737179,0.317314,0.019503
1.735732,0.317213,0.0195
1.734306,0.317136,0.019498
1.732689,0.316971,0.019492
1.731281,0.316815,0.019489
1.72974,0.316794,0.019488
1.728391,0.316587,0.019483
1.727037,0.3165,0.01948
1.725685,0.316429,0.019478
1.724275,0.316294,0.019474
1.722749,0.316091,0.019468
1.721339,0.316079,0.019468
1.719836,0.315893,0.019463
1.718479,0.315772,0.019459
1.717098,0.315696,0.019457
1.715562,0.315557,0.019453
1.714165,0.315377,0.019448
1.712797,0.315306,0.019446
1.711418,0.315234,0.019444
1.710038,0.315042,0.019439
1.708645,0.314938,0.019436
1.70715,0.314886,0.019434
1.705727,0.314673,0.019428
1.704346,0.314594,0.019426
1.702965,0.314508,0.019424
1.701558,0.314392,0.01942
1.700246,0.314218,0.019416
1.698669,0.31422,0.019414
1.69732,0.31399,0.019409
1.695901,0.313895,0.019406
1.694431,0.313812,0.019404
1.693068,0.31369,0.0194
1.691665,0.313497,0.019395
1.6901,0.31343,0.019393
1.688773,0.313362,0.019391
1.687445,0.313101,0.019384
1.686094,0.313115,0.019384
1.684508,0.312983,0.01938
1.683122,0.312817,0.019376
1.681758,0.31269,0.019372
1.680419,0.312655,0.019372
1.679086,0.312485,0.019367
1.677799,0.312318,0.019362
1.676409,0.312346,0.019362
1.675062,0.312155,0.019358
1.673597,0.311992,0.019352
1.672163,0.311915,0.019351
1.670787,0.311849,0.019349
1.669461,0.311624,0.019343
1.668098,0.311626,0.019342
1.666717,0.311474,0.019339
1.665249,0.311299,0.019333
1.663858,0.311226,0.019331
1.662443,0.311124,0.019328
1.661065,0.310939,0.019323
1.659521,0.310888,0.019321
1.658144,0.31075,0.019318
1.656729,0.31055,0.019312
1.655341,0.31052,0.019312
1.653927,0.310396,0.019308
1.652629,0.310268,0.019305
1.651341,0.310153,0.019302
1.649949,0.310161,0.019302
1.648516,0.309856,0.019293
1.647151,0.309888,0.019294
1.645675,0.309735,0.01929
1.644215,0.309603,0.019286
1.642742,0.309435,0.019282
1.641389,0.309433,0.019282
1.639862,0.309179,0.019274
1.638219,0.309138,0.019273
1.636667,0.308942,0.019268
1.635075,0.308798,0.019263
1.633672,0.308732,0.019263
1.632175,0.308575,0.019258
1.630673,0.308389,0.019253
1.629181,0.308386,0.019253
1.627734,0.308162,0.019247
1.626177,0.308076,0.019244
1.624663,0.307985,0.019242
1.623137,0.307759,0.019235
1.621696,0.307673,0.019234
1.620243,0.307643,0.019233
1.618912,0.307404,0.019227
1.617618,0.307343,0.019225
1.616285,0.30727,0.019223
1.614899,0.307111,0.019218
1.613624,0.306991,0.019216
1.612288,0.306972,0.019215
1.610829,0.306739,0.019208
1.609527,0.30668,0.019207
1.608255,0.306621,0.019206
1.60693,0.306438,0.0192
1.605652,0.306327,0.019197
1.604228,0.306316,0.019196
1.602898,0.306119,0.019191
1.601573,0.305972,0.019188
1.600241,0.306011,0.019188
1.59883,0.305777,0.019182
1.59748,0.305683,0.019179
1.596166,0.305608,0.019178
1.59481,0.305486,0.019174
1.593471,0.305317,0.019169
1.592049,0.305302,0.019169
1.590656,0.305093,0.019163
1.58926,0.30498,0.01916
1.587813,0.30491,0.019158
1.586358,0.304761,0.019154
1.584823,0.304625,0.01915
1.58332,0.304557,0.019148
1.581923,0.304336,0.019143
1.580575,0.304287,0.019142
1.579165,0.304201,0.019139
1.577845,0.304001,0.019134
1.576485,0.303956,0.019133
1.575145,0.303864,0.019131
1.573783,0.303688,0.019125
1.572329,0.303588,0.019123
1.570919,0.303558,0.019122
1.569532,0.303293,0.019115
1.568171,0.30329,0.019115
1.566693,0.30316,0.019111
1.565297,0.302978,0.019106
1.563886,0.30291,0.019105
1.562457,0.302807,0.019102
1.56118,0.302593,0.019096
1.559737,0.302569,0.019095
1.558288,0.302451,0.019092
1.5567,0.302255,0.019086
1.55515,0.302215,0.019086
1.553775,0.302054,0.019082
1.552452,0.301868,0.019077
1.551186,0.301875,0.019077
1.5499,0.301737,0.019074
1.548653,0.301604,0.01907
1.54737,0.301522,0.019068
1.546066,0.301488,0.019067
1.544758,0.301241,0.01906
1.543429,0.301186,0.019059
1.542145,0.30112,0.019057
1.540923,0.300945,0.019053
1.539628,0.300858,0.01905
1.538369,0.300811,0.019049
1.537114,0.30065,0.019044
1.535906,0.300494,0.019041
1.534676,0.300517,0.019041
1.533376,0.300379,0.019037
1.53216,0.300175,0.019032
1.530929,0.30017,0.019032
1.529683,0.300066,0.019029
1.528462,0.299952,0.019026
1.52718,0.299796,0.019022
1.525902,0.299806,0.019022
1.524658,0.299601,0.019017
1.523409,0.299515,0.019014
1.522169,0.299451,0.019013
1.52088,0.299293,0.019008
