AOA,Weight,Gravity,Pitch,TAS,IAS,Rho,Q,QS,Calculated CL,Lift,Drag,Thrust[0],Thrust[1],Cl,Cd,Wing Surface,,
3.581031,64102.55469,9.79358,3.547876,126.962105,226.592545,1.054964,8502.680288,137446.9322,4.567534,615882.75,33092.73828,63249.01563,0,0.471368,0.025328,122,6,
3.57815,64102.51563,9.79358,3.544341,126.995766,226.654404,1.054964,8507.18944,137519.8232,4.56511,615911.375,33096.14063,63246.84375,0,0.47114,0.025317,122,6,
3.575506,64102.46875,9.79358,3.54109,127.026764,226.711288,1.054964,8511.342964,137586.9655,4.562879,615880.125,33098.20313,63245.28125,0.004724,0.470886,0.025306,122,6,
3.572882,64102.42969,9.79358,3.53785,127.0578,226.768234,1.054964,8515.502615,137654.2068,4.560647,615828.5,33097.84375,63243.38281,0,0.470617,0.025293,122,6,
3.570199,64102.39063,9.79358,3.534547,127.089577,226.826523,1.054964,8519.762505,137723.0685,4.558364,615903.6875,33102.93359,63241.27344,34.496094,0.470439,0.025285,122,6,
3.567261,64102.35156,9.79358,3.530938,127.124283,226.890381,1.054964,8524.41636,137798.2986,4.555873,615952.4375,33105.51563,63239.01172,0,0.470219,0.025273,122,6,
3.564579,64102.29688,9.79358,3.527623,127.156342,226.949203,1.054964,8528.716345,137867.8085,4.553572,615868.6875,33106.09375,63237.38281,64102.21094,0.469918,0.025261,122,6,
3.561868,64102.25781,9.79358,3.524291,127.188644,227.00853,1.054964,8533.04921,137937.8498,4.551257,615977.375,33112.0625,63235.375,1.52157E+12,0.469763,0.025252,122,6,
3.559241,64102.21094,9.79358,3.521061,127.220001,227.066055,1.054964,8537.258132,138005.8875,4.54901,615978.8125,33115.46875,63233.53125,0,0.469532,0.025242,122,6,
3.556631,64102.17188,9.79358,3.517857,127.251152,227.123184,1.054964,8541.439473,138073.4795,4.54678,616021.125,33118.25781,63231.69141,0,0.469334,0.025232,122,6,
3.553934,64102.13281,9.79358,3.514534,127.283577,227.182724,1.054964,8545.792924,138143.8536,4.544461,615967.125,33118.35938,63229.60547,0,0.469054,0.025219,122,6,
3.551298,64102.08594,9.79358,3.511302,127.315102,227.240585,1.054964,8550.026567,138212.291,4.542208,616074.1875,33125.05469,63227.82031,-0.43175,0.468903,0.025212,122,6,
3.548745,64102.03906,9.79358,3.508159,127.345863,227.297012,1.054964,8554.15876,138279.0884,4.54001,616004.8125,33124.78906,63226.01563,0,0.468624,0.0252,122,6,
3.546063,64102,9.79358,3.504857,127.378311,227.356598,1.054964,8558.518526,138349.5646,4.537695,616026.75,33126.91016,63223.92578,0,0.468402,0.025188,122,6,
3.543424,64101.96094,9.79358,3.501618,127.410194,227.415131,1.054964,8562.803517,138418.832,4.535421,616103.0625,33132.57422,63222.07813,#NAME?,0.468226,0.02518,122,6,
3.540924,64101.91406,9.79358,3.498542,127.440575,227.47084,1.054964,8566.887509,138484.8503,4.533256,616067.25,33133.83203,63220.38281,9,0.467975,0.025169,122,6,
3.538019,64101.88281,9.79358,3.494966,127.476036,227.536102,1.054964,8571.655792,138561.9302,4.530732,616083.375,33134.67969,63217.85547,0,0.467727,0.025156,122,6,
3.535258,64101.83594,9.79358,3.49158,127.509674,227.597931,1.054964,8576.180115,138635.0665,4.528338,616162.375,33141.24219,63215.98438,0,0.46754,0.025147,122,6,
3.532676,64101.78125,9.79358,3.488407,127.541313,227.655991,1.054964,8580.436675,138703.8743,4.526088,616142.5,33143.55469,63214.40625,0,0.467293,0.025137,122,6,
3.53018,64101.74219,9.79358,3.485332,127.572144,227.712524,1.054964,8584.58739,138770.9712,4.523897,616118.375,33145.45313,63212.625,0,0.467049,0.025126,122,6,
3.527578,64101.70313,9.79358,3.48215,127.604057,227.771149,1.054964,8588.882039,138840.3947,4.521632,616259,33152.39844,63210.44531,0,0.466922,0.025119,122,6,
3.524965,64101.66016,9.79358,3.478949,127.636238,227.830231,1.054964,8593.214689,138910.4326,4.519349,616239.4375,33153.97656,63208.53125,0.001317,0.466672,0.025107,122,6,
3.522459,64101.61719,9.79358,3.475868,127.667328,227.887299,1.054964,8597.402461,138978.1284,4.517145,616202.25,33155.11328,63206.875,76154.82031,0.466417,0.025096,122,6,
3.519966,64101.57422,9.79358,3.47282,127.698166,227.943863,1.054964,8601.556363,139045.2768,4.51496,616299.0625,33161.32422,63205.03516,0.00285,0.466264,0.025088,122,6,
3.517454,64101.53125,9.79358,3.469749,127.729263,228.0009,1.054964,8605.746223,139113.0064,4.512759,616323.375,33164.17969,63203.08984,0,0.466056,0.025078,122,6,
3.515043,64101.49219,9.79358,3.466793,127.759323,228.056,1.054964,8609.797254,139178.4919,4.510633,616280.3125,33164.85938,63201.38672,0,0.465804,0.025067,122,6,
3.512391,64101.45313,9.79358,3.46355,127.792374,228.11673,1.054964,8614.253405,139250.5261,4.508297,616350.625,33169.01563,63199.28125,0,0.465616,0.025057,122,6,
3.509648,64101.41406,9.79358,3.460207,127.826485,228.179459,1.054964,8618.853717,139324.8908,4.505888,616409.875,33173.23438,63197.13281,0,0.465412,0.025047,122,6,
3.507181,64099.42578,9.79358,3.457192,127.857361,228.236069,1.054964,8623.017944,139392.2061,4.503572,616367.375,33175.52734,63195.69922,14717,0.465156,0.025037,122,6,
3.504576,64101.32422,9.79358,3.454019,127.889915,228.295883,1.054964,8627.409633,139463.1983,4.501413,616449,33180.17578,63193.55859,0.000001,0.46498,0.025027,122,6,
3.502103,64101.28125,9.79358,3.451009,127.920876,228.352692,1.054965,8631.588227,139530.7458,4.499231,616471.4375,33184.11719,63191.84375,0,0.464772,0.025018,122,6,
3.499564,64101.23828,9.79358,3.447994,127.95195,228.40976,1.054965,8635.782305,139598.5436,4.497043,616894.125,33232.96094,63189.99219,-4.87775E+34,0.464865,0.025043,122,6,
3.496967,64101.19531,9.79358,3.44492,127.983673,228.468048,1.054965,8640.065937,139667.7891,4.49481,616969.25,33236.98438,63188.02734,0,0.464691,0.025034,122,6,
3.494386,64101.15625,9.79358,3.441873,128.015121,228.525787,1.054965,8644.312562,139736.4363,4.492599,617009.3125,33240.58203,63186.24609,1.52157E+12,0.464493,0.025024,122,6,
3.491655,64101.11328,9.79358,3.438643,128.048477,228.587158,1.054965,8648.818863,139809.2813,4.490255,616986,33240.16797,63184.15625,1.08465E+21,0.464233,0.025011,122,6,
3.489133,64101.06641,9.79358,3.435658,128.079407,228.643906,1.054965,8652.998516,139876.8459,4.488083,616991.8125,33243.4375,63182.52344,-7.53775E+36,0.464014,0.025001,122,6,
3.486598,64101.02344,9.79358,3.43267,128.110306,228.700668,1.054965,8657.174077,139944.3444,4.485916,617062.5,33247.98047,63180.78906,0,0.463843,0.024992,122,6,
3.483985,64100.98438,9.79358,3.429581,128.142365,228.759552,1.054965,8661.507414,140014.3934,4.483668,617021.9375,33247.28125,63178.72656,7.24432E+22,0.46358,0.024979,122,6,
3.481471,64100.94141,9.79358,3.426605,128.173325,228.816406,1.054965,8665.69328,140082.0584,4.4815,617019.375,33249.69531,63176.98438,-2.45563E+25,0.463354,0.024969,122,6,
3.478645,64100.90625,9.79358,3.42328,128.207916,228.880066,1.054965,8670.373301,140157.7116,4.479078,617125.25,33253.99219,63174.74609,-5.4049,0.463184,0.024959,122,6,
3.475928,64100.85938,9.79358,3.420072,128.241379,228.941605,1.054965,8674.899861,140230.884,4.476738,617066.25,33254.54297,63172.87891,0,0.462898,0.024946,122,6,
3.473225,64100.8125,9.79358,3.416887,128.274643,229.002777,1.054965,8679.40174,140303.6574,4.474413,617127.0625,33258.82031,63171.0625,0,0.462703,0.024936,122,6,
3.470661,64100.76563,9.79358,3.413867,128.306183,229.06076,1.054965,8683.671394,140372.677,4.472209,617132.6875,33267.56641,63169.35547,0,0.46248,0.024931,122,6,
3.468151,64100.72266,9.79358,3.410914,128.337067,229.117477,1.054965,8687.853265,140440.2774,4.470054,617163.1875,33270.03125,63167.58594,1.08465E+21,0.46228,0.024921,122,6,
3.465367,64100.6875,9.79358,3.407625,128.371628,229.181046,1.054966,8692.534153,140515.9446,4.467644,617110.4375,33268.9375,63165.16797,2.00103E+31,0.461992,0.024906,122,6,
3.46275,64100.64063,9.79358,3.404565,128.403717,229.240005,1.054966,8696.880466,140586.2033,4.465408,617278.9375,33278.20703,63163.52344,0,0.461887,0.024901,122,6,
3.46032,64100.59375,9.79358,3.401705,128.433746,229.295074,1.054966,8700.949738,140651.9836,4.463316,617175.5625,33277.26172,63162.03516,0,0.461594,0.024889,122,6,
3.45769,64100.55469,9.79358,3.398609,128.466354,229.355011,1.054966,8705.36945,140723.4289,4.461048,617191.75,33277.92969,63159.85938,0,0.461372,0.024876,122,6,
3.455141,64100.51172,9.79358,3.395614,128.497971,229.413071,1.054966,8709.655831,140792.7188,4.458849,617237.1875,33282.72656,63158.05078,136.882812,0.461178,0.024868,122,6,
3.45264,64100.46875,9.79358,3.392685,128.528885,229.469864,1.054966,8713.849078,140860.5031,4.4567,617293.125,33286.61328,63156.35156,0,0.460998,0.024859,122,6,
3.450258,64100.42578,9.79358,3.389884,128.558548,229.524261,1.054966,8717.870683,140925.5129,4.454642,617234.4375,33286.54297,63154.71094,0,0.460742,0.024847,122,6,
3.447834,64100.38672,9.79358,3.387032,128.588882,229.579895,1.054966,8721.986264,140992.0418,4.452537,617250.6875,33289.8125,63152.875,0,0.460536,0.024838,122,6,
3.445109,64100.35156,9.79358,3.383847,128.622757,229.642227,1.054966,8726.583167,141066.3514,4.450189,617362.0625,33294.21484,63150.65234,0,0.460377,0.024828,122,6,
3.442634,64100.30078,9.79358,3.380936,128.653778,229.699203,1.054966,8730.794,141134.42,4.448039,617272.3125,33294.60938,63149.11719,0,0.460088,0.024816,122,6,
3.440238,64100.25781,9.79358,3.378134,128.683716,229.75415,1.054967,8734.858773,141200.1276,4.445966,617381.625,33300.49609,63147.51172,0,0.459955,0.024809,122,6,
3.43776,64100.21875,9.79358,3.375234,128.714767,229.811096,1.054967,8739.075746,141268.2955,4.443818,617370.8125,33302.05859,63145.56641,0,0.459725,0.024798,122,6,
3.435352,64100.17969,9.79358,3.372413,128.744995,229.866638,1.054967,8743.181824,141334.6708,4.441729,617364.8125,33303.68359,63143.86719,218.542969,0.459505,0.024788,122,6,
3.43296,64100.14063,9.79358,3.369607,128.775208,229.922089,1.054967,8747.286794,141401.0282,4.439641,617365.75,33305.78906,63142.16406,0,0.45929,0.024778,122,6,
3.4305,64100.09766,9.79358,3.366734,128.806213,229.979019,1.054967,8751.500547,141469.144,4.437501,617439.1875,33310.27344,63140.29688,0,0.459123,0.024769,122,6,
3.427889,64100.0625,9.79358,3.363675,128.839325,230.039932,1.054967,8756.001524,141541.9029,4.435217,617410.125,33310.3125,63138.25,0,0.458866,0.024757,122,6,
3.425425,64100.01563,9.79358,3.360788,128.870697,230.097595,1.054967,8760.267164,141610.8575,4.433054,617427.375,33314.25781,63136.60547,0,0.458655,0.024747,122,6,
3.422938,64099.97266,9.79358,3.357893,128.902222,230.155487,1.054968,8764.555584,141680.1804,4.430882,617542.875,33320.51563,63134.84375,0,0.458517,0.02474,122,6,
3.420403,64099.92969,9.79358,3.35493,128.934586,230.21492,1.054968,8768.958217,141751.3495,4.428655,617483.1875,33320.44922,63132.89844,0,0.458242,0.024728,122,6,
3.417854,64099.89063,9.79358,3.351955,128.967194,230.274857,1.054968,8773.394182,141823.0575,4.426413,617524.5,33323.98438,63131.03516,0,0.458041,0.024718,122,6,
3.415339,64099.84375,9.79358,3.349028,128.999268,230.333862,1.054968,8777.760572,141893.6408,4.424208,617579.5625,33329.27734,63129.30859,0,0.457854,0.024709,122,6,
3.412862,64099.80078,9.79358,3.34615,129.030884,230.391953,1.054968,8782.064744,141963.2183,4.422036,617612.5,33332.32422,63127.50781,1.08465E+21,0.457654,0.024699,122,6,
3.410341,64099.76172,9.79358,3.343208,129.063354,230.451614,1.054968,8786.486318,142034.6936,4.419809,617555.875,33332.76563,63125.56641,63371.375,0.457382,0.024687,122,6,
3.407679,64099.71875,9.79358,3.340128,129.097366,230.51416,1.054968,8791.118896,142109.5798,4.417476,617709,33340.10156,63123.54297,0,0.457254,0.02468,122,6,
3.405112,64099.67188,9.79358,3.337139,129.130402,230.574966,1.054968,8795.61966,142182.3352,4.415213,617616.0625,33340.1875,63121.73438,1.8728E+31,0.456951,0.024667,122,6,
3.402463,64099.63281,9.79358,3.334073,129.164398,230.637527,1.054969,8800.253561,142257.2429,4.412885,617724.25,33345.84766,63119.76953,1.08465E+21,0.456791,0.024658,122,6,
3.400096,64099.58203,9.79358,3.331333,129.194839,230.693359,1.054969,8804.403108,142324.3208,4.410802,617719.75,33350.35938,63118.41406,-7.53329E+36,0.456572,0.02465,122,6,
3.397689,64099.53906,9.79358,3.328549,129.2258,230.750229,1.054969,8808.62436,142392.5579,4.408685,617752.125,33353.19922,63116.46094,0,0.456377,0.02464,122,6,
3.395094,64099.50391,9.79358,3.325538,129.25943,230.812057,1.054969,8813.210754,142466.6976,4.406389,617712.5,33353.37891,63114.28125,-7.50966E+36,0.456111,0.024628,122,6,
3.392397,64099.46094,9.79358,3.322436,129.294083,230.875839,1.054969,8817.93779,142543.1107,4.404023,617861.375,33361.21094,63112.29297,-0.43175,0.455976,0.02462,122,6,
3.389978,64097.47266,9.79358,3.319643,129.325333,230.933258,1.054969,8822.202838,142612.0558,4.401758,617792.0625,33362.71875,63110.89063,0,0.455704,0.024609,122,6,
3.387385,64099.37109,9.79358,3.316643,129.3591,230.995346,1.054969,8826.811508,142686.5555,4.39959,617797.75,33364.58594,63108.68359,0,0.455471,0.024598,122,6,
3.385034,64099.32031,9.79358,3.313946,129.389465,231.051041,1.05497,8830.956899,142753.5663,4.397521,617935.5,33373.82813,63107.24219,-7.58816E+36,0.455358,0.024593,122,6,
3.382403,64099.28516,9.79358,3.310909,129.423767,231.114166,1.05497,8835.641773,142829.2979,4.395187,617849.625,33371.64453,63104.91016,-4.87775E+34,0.455054,0.024579,122,6,
3.380022,64099.23438,9.79358,3.308166,129.45491,231.171356,1.05497,8839.895517,142898.0602,4.393069,617897.9375,33377.04297,63103.49609,-5.4049,0.45487,0.024571,122,6,
3.377573,64099.19531,9.79358,3.305354,129.486893,231.230087,1.05497,8844.264929,142968.6923,4.390896,617963.125,33382.60938,63101.62891,0,0.454693,0.024563,122,6,
3.375041,64099.15625,9.79358,3.302458,129.519806,231.290634,1.05497,8848.763602,143041.414,4.388661,618026.125,33386.33594,63099.58594,0,0.454509,0.024553,122,6,
3.372637,64099.10938,9.79358,3.299692,129.551407,231.348663,1.054971,8853.084069,143111.2549,4.386516,617952.8125,33387.28906,63097.98047,0,0.454233,0.024542,122,6,
3.370023,64099.07031,9.79358,3.296712,129.585434,231.411285,1.054971,8857.736264,143186.4582,4.384209,618103.6875,33394.70703,63095.85547,1.08465E+21,0.454105,0.024534,122,6,
3.367604,64099.02344,9.79358,3.293943,129.617111,231.469513,1.054971,8862.068353,143256.487,4.382063,618039.1875,33396.15234,63094.26563,0,0.453836,0.024523,122,6,
3.365399,64098.97656,9.79358,3.291418,129.646133,231.522736,1.054971,8866.039365,143320.6789,4.380097,618047.5625,33399.73047,63092.94141,0,0.453639,0.024515,122,6,
3.362841,64098.94531,9.79358,3.288504,129.679672,231.584412,1.054971,8870.628162,143394.8574,4.377829,618145.3125,33404.42578,63090.40625,2.813354,0.453476,0.024506,122,6,
3.360513,64098.89453,9.79358,3.285852,129.71022,231.640503,1.054971,8874.808891,143462.4394,4.375763,618151.8125,33408.57031,63089.10156,0,0.453267,0.024497,122,6,
3.357962,64098.85938,9.79358,3.282938,129.743958,231.702576,1.054971,8879.428112,143537.1098,4.373484,618123.75,33408.65234,63087.01172,149.6875,0.453011,0.024485,122,6,
3.355685,64098.80859,9.79358,3.280349,129.774002,231.757706,1.054972,8883.54298,143603.6271,4.371455,618208.375,33416.64063,63085.55859,8.424805,0.452863,0.024479,122,6,
3.353219,64098.77344,9.79358,3.277556,129.806427,231.817322,1.054972,8887.983767,143675.413,4.369269,618276.1875,33420.19922,63083.47656,0,0.452686,0.024469,122,6,
3.350865,64098.72656,9.79358,3.274876,129.837677,231.87471,1.054972,8892.264729,143744.6153,4.367162,618202.875,33421.03125,63081.88672,0,0.452414,0.024458,122,6,
3.348282,64098.6875,9.79358,3.271954,129.871857,231.937592,1.054972,8896.949122,143820.3392,4.36486,618309.625,33426.66016,63079.67188,0,0.452254,0.024449,122,6,
3.345775,64098.64063,9.79358,3.269122,129.904938,231.998459,1.054972,8901.484186,143893.6491,4.362633,618352.125,33432.14063,63078.03906,0,0.452055,0.024441,122,6,
3.343267,64098.60156,9.79358,3.266284,129.938232,232.059647,1.054973,8906.048683,143967.4348,4.360394,618318.5,33433.38281,63076.16016,0,0.451799,0.024429,122,6,
3.340771,64098.55469,9.79358,3.263464,129.97139,232.120682,1.054973,8910.596528,144040.9513,4.358166,618370,33438.78516,63074.28906,1.08465E+21,0.451606,0.024421,122,6,
3.338434,64098.50781,9.79358,3.260833,130.00235,232.177582,1.054973,8914.843173,144109.5988,4.356086,618434.875,33444.82031,63072.76953,0,0.451438,0.024414,122,6,
3.336114,64098.46875,9.79358,3.258212,130.033371,232.234497,1.054973,8919.10021,144178.4144,4.354005,618382.9375,33445.53516,63070.98047,0,0.451185,0.024403,122,6,
3.333717,64098.42969,9.79358,3.25552,130.065277,232.293137,1.054973,8923.479701,144249.2094,4.351865,618489.1875,33451.95703,63069.01563,76850.9375,0.451041,0.024395,122,6,
3.331183,64098.39063,9.79358,3.252683,130.098877,232.354996,1.054973,8928.091722,144323.7633,4.349614,618542.25,33456.18359,63067.14453,1.8728E+31,0.450846,0.024386,122,6,
3.328948,64098.33594,9.79358,3.250164,130.128891,232.410049,1.054974,8932.213669,144390.3951,4.347603,618446.9375,33457.06641,63065.77734,0,0.450569,0.024375,122,6,
3.32665,64098.29688,9.79358,3.247588,130.159683,232.466614,1.054974,8936.442416,144458.7534,4.345544,618549.1875,33463.01172,63063.91797,0,0.45043,0.024368,122,6,
3.324298,64098.25781,9.79358,3.244959,130.191147,232.524445,1.054974,8940.765388,144528.6348,4.34344,618602.3125,33467.99219,63062.07422,1.08465E+21,0.450251,0.02436,122,6,
3.321988,64098.21875,9.79358,3.242383,130.222,232.581131,1.054974,8945.005556,144597.1777,4.341378,618641.25,33471.97266,63060.41406,-7.53329E+36,0.450066,0.024351,122,6,
3.31952,64098.17969,9.79358,3.239625,130.255157,232.642136,1.054974,8949.562332,144670.8385,4.339165,618619.3125,33473.33203,63058.41797,0.004724,0.449821,0.02434,122,6,
3.316986,64098.13281,9.79358,3.236808,130.289047,232.704514,1.054975,8954.221953,144746.1619,4.336904,618707,33479.71875,63056.53906,0,0.44965,0.024332,122,6,
3.314496,64098.08594,9.79358,3.234037,130.322433,232.765915,1.054975,8958.813558,144820.3858,4.334678,618703.75,33482.89844,63054.77734,1.08465E+21,0.449418,0.024322,122,6,
3.312222,64098.03906,9.79358,3.23151,130.352966,232.821976,1.054975,8963.013941,144888.2855,4.332643,618729.75,33488.02344,63053.35156,0,0.449226,0.024314,122,6,
3.309944,64098,9.79358,3.228987,130.383514,232.878036,1.054975,8967.217407,144956.2351,4.33061,618789.8125,33493.00391,63051.61719,0,0.449059,0.024306,122,6,
3.30763,64097.96094,9.79358,3.226418,130.414673,232.935272,1.054975,8971.503808,145025.5253,4.328538,618765.8125,33494.78125,63049.76172,54.006836,0.448827,0.024296,122,6,
3.305294,64097.92188,9.79358,3.223836,130.44603,232.99295,1.054976,8975.821573,145095.3226,4.326453,618845.1875,33500.29688,63047.94141,0,0.448669,0.024288,122,6,
3.302925,64097.875,9.79358,3.221221,130.477844,233.051453,1.054976,8980.202375,145166.1388,4.32434,618867.6875,33504.38672,63046.22266,150.839844,0.448466,0.024279,122,6,
3.3006,64097.83594,9.79358,3.218659,130.509064,233.108795,1.054976,8984.501297,145235.6315,4.322268,618895.25,33508.18359,63044.57031,1.08465E+21,0.448271,0.02427,122,6,
3.298165,64097.79688,9.79358,3.215974,130.541809,233.169037,1.054976,8989.012405,145308.5541,4.320096,618900.6875,33511.21094,63042.67969,23.17334,0.44805,0.02426,122,6,
3.295807,64097.75,9.79358,3.213393,130.573257,233.226868,1.054977,8993.346998,145378.6234,4.318011,619017.5625,33518.85938,63041.08594,81283.375,0.447919,0.024254,122,6,
3.293475,64097.70703,9.79358,3.210827,130.604584,233.284439,1.054977,8997.663784,145448.4048,4.315936,618933.875,33519.11328,63039.34375,81273.92969,0.447644,0.024243,122,6,
3.2911,64097.66406,9.79358,3.208226,130.636398,233.34288,1.054977,9002.049917,145519.3072,4.31383,619021.4375,33524.70313,63037.54297,0,0.447489,0.024235,122,6,
3.288683,64097.625,9.79358,3.205582,130.668732,233.402359,1.054977,9006.508638,145591.383,4.311692,619039.3125,33528.86719,63035.76172,0,0.44728,0.024226,122,6,
3.286358,64097.57813,9.79358,3.203039,130.699844,233.459549,1.054977,9010.799128,145660.7393,4.309636,619057.3125,33532.61328,63034.09375,0,0.44708,0.024217,122,6,
3.284041,64097.53906,9.79358,3.200505,130.730957,233.516739,1.054978,9015.091658,145730.1286,4.307581,619064.1875,33536.10938,63032.44922,0.004724,0.446872,0.024208,122,6,
3.281455,64097.5,9.79358,3.197694,130.765411,233.580215,1.054978,9019.846205,145806.9865,4.305308,619157.375,33541.38281,63030.28906,237.25,0.446704,0.024199,122,6,
3.278962,64095.51953,9.79358,3.194977,130.798798,233.641678,1.054978,9024.454617,145881.4821,4.302977,619118.1875,33543.77344,63028.53125,0,0.446448,0.024188,122,6,
3.276405,64097.41016,9.79358,3.19219,130.833176,233.704941,1.054978,9029.202125,145958.2261,4.300841,619135.8125,33547.69141,63026.72266,0,0.446226,0.024179,122,6,
3.274119,64097.35938,9.79358,3.189713,130.863708,233.761047,1.054978,9033.416947,146026.3593,4.298831,619236.6875,33556.24609,63025.38281,0,0.44609,0.024173,122,6,
3.271816,64097.32031,9.79358,3.187204,130.89473,233.818085,1.054979,9037.703245,146095.6479,4.296789,619157.75,33556.23828,63023.53516,63560.19922,0.445822,0.024162,122,6,
3.269431,64097.28125,9.79358,3.184615,130.92691,233.877228,1.054979,9042.148695,146167.5091,4.294674,619220.75,33560.80078,63021.63281,0,0.445648,0.024153,122,6,
3.26706,64097.23828,9.79358,3.182049,130.958832,233.935883,1.054979,9046.560423,146238.8253,4.292577,619282.6875,33567.07422,63019.93359,0,0.445475,0.024146,122,6,
3.264621,64097.19531,9.79358,3.179419,130.991531,233.996048,1.054979,9051.079747,146311.8807,4.290431,619331.5625,33571.19922,63018.14844,1.08465E+21,0.445288,0.024137,122,6,
3.262361,64097.14844,9.79358,3.17697,131.022049,234.052155,1.05498,9055.300634,146380.1119,4.288428,619282.375,33573.68359,63016.58984,0,0.445045,0.024128,122,6,
3.260023,64097.10938,9.79358,3.174455,131.053436,234.109894,1.05498,9059.641734,146450.2864,4.28637,619382.75,33580.18359,63014.86719,0,0.444904,0.024121,122,6,
3.257689,64097.06641,9.79358,3.171942,131.084808,234.167572,1.05498,9063.981764,146520.4435,4.284315,619379.6875,33583.10938,63013.10156,1.08465E+21,0.444688,0.024111,122,6,
3.255352,64097.02734,9.79358,3.169418,131.11647,234.225784,1.05498,9068.362938,146591.2658,4.282243,619346,33584.92578,63011.39063,65645.21094,0.444449,0.024101,122,6,
3.252939,64096.98438,9.79358,3.166834,131.14888,234.285385,1.054981,9072.848619,146663.7774,4.280123,619483.0625,33593.01172,63009.58594,0,0.444328,0.024095,122,6,
3.250629,64096.94141,9.79358,3.164354,131.179962,234.34259,1.054981,9077.151693,146733.3371,4.278091,619442.875,33595.47266,63008.05078,0,0.444089,0.024085,122,6,
3.248383,64096.89844,9.79358,3.161942,131.210358,234.398407,1.054981,9081.360738,146801.3769,4.276105,619448.3125,33598.44531,63006.40234,0,0.443887,0.024076,122,6,
3.246034,64096.85938,9.79358,3.159422,131.242172,234.45694,1.054981,9085.766214,146872.592,4.274029,619476.625,33602.83594,63004.55469,0,0.443692,0.024068,122,6,
3.243713,64096.81641,9.79358,3.156955,131.273254,234.514099,1.054981,9090.072351,146942.2013,4.272001,619627.25,33611.25391,63002.96094,3.347E+31,0.443589,0.024062,122,6,
3.241488,64096.77344,9.79358,3.154572,131.303329,234.569336,1.054982,9094.240006,147009.5719,4.270041,619506,33610.78516,63001.41406,1.08465E+21,0.443299,0.024051,122,6,
3.239139,64096.73438,9.79358,3.152069,131.334961,234.627518,1.054982,9098.624264,147080.444,4.267981,619599.375,33616.24609,62999.53516,0,0.443152,0.024043,122,6,
3.236806,64096.69141,9.79358,3.149589,131.366287,234.685104,1.054982,9102.967285,147150.6495,4.265942,619628.4375,33621.28125,62997.89844,0,0.442962,0.024035,122,6,
3.234541,64096.64844,9.79358,3.147179,131.396744,234.741058,1.054982,9107.190777,147218.9228,4.26396,619620.9375,33623.96484,62996.39844,1.08465E+21,0.442751,0.024026,122,6,
3.23212,64096.61328,9.79358,3.144601,131.429428,234.801224,1.054983,9111.725172,147292.2219,4.261836,619621.1875,33626.55469,62994.39844,0,0.442531,0.024016,122,6,
3.229592,64096.57031,9.79358,3.141917,131.463501,234.863998,1.054983,9116.451216,147368.619,4.259624,619680.5,33631.93359,62992.52734,62994.39844,0.442344,0.024007,122,6,
3.227361,64096.51953,9.79358,3.139551,131.493607,234.919342,1.054983,9120.629152,147436.1559,4.257669,619685.75,33636.92969,62991.32813,0,0.442145,0.024,122,6,
3.224972,64096.48438,9.79358,3.137013,131.526016,234.978943,1.054983,9125.127752,147508.8764,4.255568,619682.25,33639.48438,62989.30859,0,0.441924,0.02399,122,6,
3.222757,64096.4375,9.79358,3.13468,131.555771,235.03363,1.054984,9129.260001,147575.6747,4.253639,619814.125,33648.24219,62987.95703,0,0.441818,0.023985,122,6,
3.220573,64096.39453,9.79358,3.132365,131.585358,235.088028,1.054984,9133.367822,147642.0782,4.251723,619717.125,33648.08984,62986.26172,0,0.44155,0.023974,122,6,
3.21836,64096.35547,9.79358,3.130024,131.615402,235.143219,1.054984,9137.541161,147709.5407,4.249778,619766.0625,33652.33203,62984.63281,0,0.441384,0.023966,122,6,
3.216044,64096.31641,9.79358,3.127582,131.64679,235.200928,1.054984,9141.902978,147780.0501,4.247748,619815,33657.25781,62982.87891,0,0.441208,0.023959,122,6,
3.213696,64096.27734,9.79358,3.125111,131.678528,235.259369,1.054984,9146.31149,147851.3143,4.245698,619853.3125,33661.57422,62981.13672,0,0.441023,0.02395,122,6,
3.21133,64096.23438,9.79358,3.122616,131.710693,235.318542,1.054985,9150.783535,147923.6054,4.24362,619827.5625,33664.05859,62979.46484,63094.26563,0.440789,0.02394,122,6,
3.209106,64096.19141,9.79358,3.12028,131.740829,235.373932,1.054985,9154.973579,147991.338,4.241675,619892.875,33670.64063,62978.04297,0,0.440633,0.023934,122,6,
3.20667,64096.15234,9.79358,3.117724,131.773819,235.434677,1.054985,9159.560221,148065.4817,4.239549,619917.6875,33673.60156,62976.10156,0,0.44043,0.023924,122,6,
3.2044,64096.10547,9.79358,3.115337,131.804779,235.491592,1.054986,9163.867886,148135.1157,4.237553,619884,33676.64844,62974.55078,86.183594,0.440199,0.023915,122,6,
3.202175,64096.06641,9.79358,3.113007,131.835007,235.547195,1.054986,9168.07366,148203.1026,4.235606,619967.75,33683.26953,62973.05078,0,0.440057,0.023909,122,6,
3.199952,64096.02344,9.79358,3.110675,131.865402,235.603058,1.054986,9172.303751,148271.4825,4.23365,619934.4375,33685.41406,62971.41016,-0.43175,0.43983,0.023899,122,6,
3.197535,64095.98828,9.79358,3.108151,131.8983,235.663681,1.054986,9176.883032,148345.5072,4.231535,620014.5,33690.31641,62969.45313,0,0.439668,0.023891,122,6,
