AOA,Weight,Gravity,Pitch,TAS,IAS,Rho,Q,QS,Calculated CL,Lift,Drag,Thrust[0],Thrust[1],Cl,Cd,Wing Surface
2.618937,64085.058594,9.793584,2.533170,140.026123,250.636780,1.055045,10343.299983,167200.788862,3.753705,621734.437500,34873.984375,62583.101562,0.000000,0.391168,0.021941,16.165130
2.616912,64085.019531,9.793584,2.531109,140.056961,250.693573,1.055045,10347.858642,167274.480174,3.752049,621634.062500,34875.148438,62581.796875,1084653689655351312384.000000,0.390933,0.021932,16.165130
2.614949,64084.976562,9.793584,2.529125,140.086655,250.748215,1.055045,10352.249165,167345.453538,3.750455,621759.000000,34884.699219,62580.562500,-0.000000,0.390846,0.021929,16.165130
2.612943,64084.937500,9.793584,2.527096,140.116913,250.803909,1.055046,10356.724080,167417.791127,3.748832,621735.187500,34889.269531,62579.265625,-0.000000,0.390662,0.021922,16.165130
2.610915,64084.894531,9.793584,2.525035,140.147736,250.860687,1.055046,10361.282272,167491.474892,3.747181,621673.500000,34891.128906,62577.894531,353.000000,0.390451,0.021914,16.165130
2.608885,64084.855469,9.793584,2.522975,140.178558,250.917480,1.055046,10365.842638,167565.193809,3.745530,621709.062500,34898.164062,62576.640625,-28317878398653073788317466624.000000,0.390302,0.021909,16.165130
2.606856,64084.812500,9.793584,2.520933,140.208908,250.973389,1.055046,10370.332865,167637.778900,3.743905,621830.625000,34907.121094,62575.402344,1084653689655351312384.000000,0.390209,0.021905,16.165130
2.604801,64084.769531,9.793584,2.518835,140.240234,251.031097,1.055046,10374.969728,167712.734394,3.742230,621613.875000,34905.007812,62573.933594,0.000000,0.389899,0.021894,16.165130
2.602794,64084.730469,9.793584,2.516804,140.270584,251.087006,1.055047,10379.463104,167785.370409,3.740607,621758.312500,34914.785156,62572.769531,1084653689655351312384.000000,0.389820,0.021890,16.165130
2.600762,64084.687500,9.793584,2.514748,140.301147,251.143250,1.055047,10383.989076,167858.533330,3.738974,621760.687500,34920.773438,62571.476562,0.000000,0.389652,0.021885,16.165130
2.598723,64084.644531,9.793584,2.512685,140.331726,251.199585,1.055047,10388.517121,167931.729761,3.737342,621758.187500,34924.804688,62570.261719,-0.000000,0.389481,0.021878,16.165130
2.596766,64084.601562,9.793584,2.510693,140.361343,251.254059,1.055047,10392.904969,168002.659904,3.735762,621673.750000,34927.734375,62569.058594,-0.000000,0.389263,0.021870,16.165130
2.594637,64084.566406,9.793584,2.508540,140.393188,251.312759,1.055048,10397.623725,168078.939209,3.734064,621789.437500,34936.101562,62567.628906,0.000000,0.389159,0.021865,16.165130
2.592505,64084.519531,9.793584,2.506372,140.425201,251.371841,1.055048,10402.367245,168155.618827,3.732359,621699.750000,34938.253906,62566.160156,-0.431750,0.388925,0.021857,16.165130
2.590484,64084.476562,9.793584,2.504304,140.455978,251.428513,1.055048,10406.929868,168229.374222,3.730720,621612.937500,34941.347656,62565.082031,-236446547503507632505732726784.000000,0.388701,0.021849,16.165130
2.588419,64084.433594,9.793584,2.502218,140.486923,251.485519,1.055048,10411.518371,168303.547965,3.729073,621805.500000,34952.675781,62563.761719,-231494787346366111406136229888.000000,0.388650,0.021847,16.165130
2.586350,64084.394531,9.793584,2.500113,140.518082,251.542908,1.055048,10416.137203,168378.211979,3.727417,621703.250000,34954.800781,62562.410156,0.000000,0.388413,0.021838,16.165130
2.584268,64084.355469,9.793584,2.497982,140.549789,251.601364,1.055048,10420.842047,168454.266401,3.725732,621626.187500,34957.003906,62561.062500,1084653689655351312384.000000,0.388190,0.021830,16.165130
2.582309,64084.308594,9.793584,2.495990,140.579453,251.655960,1.055049,10425.243512,168525.416660,3.724157,621726.812500,34966.894531,62560.000000,1084653689655351312384.000000,0.388089,0.021827,16.165130
2.580338,64084.269531,9.793584,2.493992,140.609055,251.710449,1.055049,10429.635675,168596.416541,3.722586,621775.812500,34972.980469,62558.761719,0.000000,0.387956,0.021821,16.165130
2.578237,64084.230469,9.793584,2.491835,140.641235,251.769745,1.055049,10434.412580,168673.635833,3.720880,621586.562500,34971.332031,62557.257812,63798.562500,0.387660,0.021810,16.165130
2.576217,64084.183594,9.793584,2.489781,140.671875,251.826172,1.055049,10438.961850,168747.175367,3.719255,621741.500000,34982.316406,62556.050781,0.000000,0.387588,0.021808,16.165130
2.574047,64084.144531,9.793584,2.487576,140.704575,251.886536,1.055049,10443.815548,168825.636025,3.717525,621749.062500,34987.468750,62554.566406,80082.765625,0.387413,0.021801,16.165130
2.572086,64084.097656,9.793584,2.485563,140.734619,251.941818,1.055050,10448.279688,168897.799428,3.715933,621606.062500,34988.812500,62553.585938,-13736999911424.000000,0.387158,0.021792,16.165130
2.570153,64084.058594,9.793584,2.483593,140.764099,251.996033,1.055050,10452.659755,168968.603786,3.714374,621706.000000,34997.347656,62552.398438,1084653689655351312384.000000,0.387058,0.021788,16.165130
2.568164,64084.019531,9.793584,2.481566,140.794312,252.051636,1.055050,10457.149539,169041.181721,3.712777,621733.000000,35003.523438,62551.039062,0.000000,0.386909,0.021783,16.165130
2.566228,64083.972656,9.793584,2.479591,140.823776,252.105865,1.055050,10461.528017,169111.960400,3.711220,621696.437500,35006.746094,62549.851562,38.007812,0.386724,0.021776,16.165130
2.564234,64083.937500,9.793584,2.477546,140.854355,252.162247,1.055050,10466.072946,169185.429765,3.709607,621643.937500,35010.367188,62548.527344,0.000000,0.386523,0.021769,16.165130
2.562187,64081.976562,9.793584,2.475473,140.885239,252.219101,1.055051,10470.665407,169259.667494,3.707866,621808.000000,35020.875000,62547.226562,0.000000,0.386456,0.021766,16.165130
2.560021,64083.855469,9.793584,2.473248,140.918427,252.280334,1.055051,10475.601435,169339.459025,3.706228,621619.250000,35019.394531,62545.765625,0.000000,0.386156,0.021754,16.165130
2.558119,64083.808594,9.793584,2.471296,140.947708,252.334183,1.055051,10479.957732,169409.879136,3.704685,621643.750000,35026.781250,62544.894531,79106.984375,0.386011,0.021750,16.165130
2.556053,64083.769531,9.793584,2.469189,140.979279,252.392365,1.055051,10484.655373,169485.817109,3.703022,621732.562500,35034.503906,62543.468750,0.000000,0.385893,0.021745,16.165130
2.554061,64083.722656,9.793584,2.467151,141.009766,252.448517,1.055051,10489.190520,169559.128352,3.701419,621695.437500,35038.773438,62542.179688,-5.404900,0.385703,0.021738,16.165130
2.552100,64083.683594,9.793584,2.465135,141.040100,252.504349,1.055052,10493.707499,169632.145905,3.699823,621633.625000,35041.972656,62540.992188,0.000000,0.385499,0.021731,16.165130
2.550166,64083.640625,9.793584,2.463160,141.069794,252.558960,1.055052,10498.127695,169703.598947,3.698263,621730.875000,35050.925781,62539.781250,0.004724,0.385397,0.021727,16.165130
2.548254,64083.597656,9.793584,2.461210,141.099014,252.612717,1.055052,10502.478405,169773.928736,3.696728,621748.187500,35056.148438,62538.617188,0.000000,0.385248,0.021722,16.165130
2.546281,64083.562500,9.793584,2.459170,141.129791,252.669403,1.055052,10507.064136,169848.057673,3.695113,621561.375000,35055.234375,62537.281250,0.000000,0.384964,0.021711,16.165130
2.544344,64083.519531,9.793584,2.457197,141.159531,252.724152,1.055053,10511.496338,169919.704806,3.693552,621787.500000,35067.535156,62536.089844,0.000000,0.384942,0.021710,16.165130
2.542417,64083.480469,9.793584,2.455225,141.189133,252.778595,1.055053,10515.905456,169990.978763,3.692001,621709.500000,35071.277344,62534.917969,0.000000,0.384732,0.021703,16.165130
2.540405,64083.441406,9.793584,2.453171,141.219910,252.835342,1.055053,10520.492932,170065.135912,3.690389,621749.000000,35075.949219,62533.648438,0.000000,0.384589,0.021697,16.165130
2.538393,64083.402344,9.793584,2.451102,141.250916,252.892426,1.055053,10525.114330,170139.841411,3.688767,621661.125000,35079.820312,62532.285156,0.000000,0.384366,0.021689,16.165130
2.536484,64083.355469,9.793584,2.449167,141.279694,252.945312,1.055053,10529.405863,170209.214591,3.687261,621857.125000,35090.976562,62531.398438,0.004724,0.384330,0.021687,16.165130
2.534469,64083.316406,9.793584,2.447095,141.310471,253.001999,1.055053,10533.996285,170283.419367,3.685651,621654.437500,35089.207031,62529.933594,0.000000,0.384038,0.021677,16.165130
2.532581,64083.273438,9.793584,2.445150,141.339462,253.055344,1.055054,10538.320295,170353.317543,3.684137,621636.437500,35094.449219,62528.898438,0.000000,0.383869,0.021671,16.165130
2.530637,64083.238281,9.793584,2.443164,141.368942,253.109680,1.055054,10542.719211,170424.426599,3.682598,621760.062500,35103.324219,62527.664062,1084653689655351312384.000000,0.383785,0.021668,16.165130
2.528570,64083.199219,9.793584,2.441031,141.400726,253.168198,1.055054,10547.461586,170501.087715,3.680939,621621.125000,35103.523438,62526.269531,-287938969600.000000,0.383527,0.021658,16.165130
2.526574,64083.152344,9.793584,2.438979,141.431396,253.224655,1.055054,10552.040008,170575.098495,3.679340,621674.312500,35110.683594,62524.984375,62588.335938,0.383393,0.021653,16.165130
2.524515,64083.113281,9.793584,2.436863,141.462936,253.282776,1.055054,10556.748042,170651.204479,3.677697,621684.250000,35117.058594,62523.835938,79016.976562,0.383228,0.021647,16.165130
2.522496,64083.070312,9.793584,2.434795,141.493698,253.339432,1.055055,10561.342148,170725.468793,3.676094,621739.000000,35123.660156,62522.554688,0.000000,0.383095,0.021642,16.165130
2.520532,64083.027344,9.793584,2.432758,141.524155,253.395493,1.055055,10565.892880,170799.031972,3.674509,621565.187500,35124.132812,62521.398438,0.000000,0.382823,0.021633,16.165130
2.518639,64082.984375,9.793584,2.430815,141.553192,253.448929,1.055055,10570.230272,170869.146472,3.672998,621716.875000,35134.523438,62520.343750,0.000000,0.382760,0.021631,16.165130
2.516731,64082.945312,9.793584,2.428847,141.582626,253.503067,1.055055,10574.629011,170940.252664,3.671468,621651.687500,35137.843750,62519.128906,1084653689655351312384.000000,0.382560,0.021624,16.165130
2.514766,64082.910156,9.793584,2.426815,141.613083,253.559158,1.055055,10579.181413,171013.842835,3.669886,621619.187500,35141.101562,62517.730469,0.004724,0.382376,0.021616,16.165130
2.512824,64082.863281,9.793584,2.424813,141.643158,253.614548,1.055056,10583.676593,171086.507996,3.668325,621663.312500,35148.472656,62516.667969,63282.089844,0.382240,0.021612,16.165130
2.510861,64082.824219,9.793584,2.422791,141.673477,253.670349,1.055056,10588.210416,171159.797846,3.666752,621685.562500,35154.339844,62515.414062,0.000000,0.382090,0.021606,16.165130
2.508946,64082.785156,9.793584,2.420802,141.703506,253.725616,1.055056,10592.701868,171232.402743,3.665195,621568.687500,35155.687500,62514.257812,-7533292574988303428862488072652062720.000000,0.381857,0.021598,16.165130
2.506934,64082.746094,9.793584,2.418719,141.735092,253.783798,1.055056,10597.425815,171308.765967,3.663559,621626.625000,35162.992188,62512.894531,0.000000,0.381722,0.021593,16.165130
2.504986,64082.699219,9.793584,2.416717,141.765366,253.839554,1.055056,10601.955739,171381.992768,3.661991,621732.437500,35172.082031,62511.789062,0.000000,0.381624,0.021589,16.165130
2.503089,64082.660156,9.793584,2.414748,141.795242,253.894577,1.055057,10606.427279,171454.275808,3.660445,621593.500000,35173.187500,62510.636719,0.000000,0.381378,0.021580,16.165130
2.501163,64082.617188,9.793584,2.412753,141.825653,253.950592,1.055057,10610.979677,171527.865910,3.658872,621638.000000,35179.750000,62509.308594,0.000000,0.381241,0.021575,16.165130
2.499174,64082.578125,9.793584,2.410705,141.856766,254.007965,1.055057,10615.638104,171603.169992,3.657264,621722.937500,35188.140625,62508.132812,10.425049,0.381126,0.021571,16.165130
2.497259,64082.535156,9.793584,2.408717,141.887146,254.063828,1.055057,10620.186712,171676.698823,3.655695,621608.937500,35189.710938,62506.960938,0.000000,0.380893,0.021563,16.165130
2.495400,64082.492188,9.793584,2.406784,141.916870,254.118546,1.055058,10624.639252,171748.674715,3.654161,621594.937500,35195.175781,62505.851562,0.000000,0.380725,0.021557,16.165130
2.493420,64082.457031,9.793584,2.404746,141.948135,254.176193,1.055058,10629.322330,171824.377284,3.652549,621749.562500,35205.187500,62504.410156,1084653689655351312384.000000,0.380652,0.021554,16.165130
2.491504,64082.410156,9.793584,2.402764,141.978577,254.232239,1.055058,10633.884215,171898.120733,3.650979,621662.937500,35208.132812,62503.382812,1009.312500,0.380435,0.021546,16.165130
2.489698,64082.367188,9.793584,2.400883,142.007645,254.285736,1.055058,10638.241322,171968.553945,3.649481,621589.187500,35211.546875,62502.296875,0.000000,0.380234,0.021539,16.165130
2.487718,64082.332031,9.793584,2.398851,142.038956,254.343414,1.055058,10642.935462,172044.435318,3.647870,621802.562500,35222.914062,62500.898438,0.000000,0.380197,0.021537,16.165130
2.485839,64082.285156,9.793584,2.396910,142.068817,254.398407,1.055059,10647.413357,172116.821075,3.646333,621696.750000,35225.773438,62499.792969,0.000000,0.379973,0.021530,16.165130
2.484030,64082.246094,9.793584,2.395029,142.097946,254.451996,1.055059,10651.781185,172187.427585,3.644836,621620.250000,35228.480469,62498.757812,0.000000,0.379770,0.021522,16.165130
2.482153,64082.207031,9.793584,2.393090,142.128036,254.507385,1.055059,10656.295264,172260.398255,3.643289,621714.375000,35236.945312,62497.425781,0.000000,0.379667,0.021518,16.165130
2.480232,64082.167969,9.793584,2.391113,142.158585,254.563690,1.055059,10660.877753,172334.474792,3.641721,621779.500000,35244.050781,62496.253906,63256.871094,0.379543,0.021513,16.165130
2.478397,64082.121094,9.793584,2.389207,142.188126,254.618118,1.055059,10665.311354,172406.144521,3.640205,621644.312500,35245.632812,62495.160156,0.000000,0.379303,0.021506,16.165130
2.476498,64082.082031,9.793584,2.387251,142.218460,254.673965,1.055060,10669.864934,172479.753739,3.638649,621776.812500,35254.742188,62493.937500,16.246582,0.379222,0.021502,16.165130
2.474631,64082.042969,9.793584,2.385332,142.248108,254.728561,1.055060,10674.316435,172551.712831,3.637129,621792.562500,35261.175781,62492.824219,0.000000,0.379073,0.021497,16.165130
2.472780,64082.003906,9.793584,2.383405,142.278046,254.783646,1.055060,10678.812385,172624.390453,3.635596,621631.125000,35261.085938,62491.566406,0.000000,0.378815,0.021488,16.165130
2.470820,64080.046875,9.793584,2.381386,142.309494,254.841644,1.055060,10683.534887,172700.730310,3.633878,621759.812500,35270.269531,62490.265625,472633640594117230592.000000,0.378726,0.021484,16.165130
2.468956,64081.917969,9.793584,2.379469,142.339188,254.896332,1.055060,10687.996116,172772.846653,3.632467,621810.375000,35278.566406,62489.312500,1084653689655351312384.000000,0.378599,0.021480,16.165130
2.467135,64081.878906,9.793584,2.377585,142.368439,254.950150,1.055061,10692.391809,172843.903608,3.630971,621722.937500,35280.417969,62488.148438,0.000000,0.378390,0.021472,16.165130
2.465306,64081.839844,9.793584,2.375688,142.398026,255.004639,1.055061,10696.838841,172915.790461,3.629460,621695.812500,35285.414062,62486.984375,0.000000,0.378216,0.021466,16.165130
2.463239,64081.800781,9.793584,2.373575,142.430725,255.064941,1.055061,10701.754563,172995.253742,3.627790,621902.375000,35296.402344,62485.507812,0.000000,0.378168,0.021463,16.165130
2.460973,64081.761719,9.793584,2.371221,142.467224,255.132492,1.055061,10707.242508,173083.967076,3.625929,621679.625000,35294.660156,62483.820312,0.000000,0.377839,0.021451,16.165130
2.458902,64081.707031,9.793584,2.369089,142.500366,255.193619,1.055062,10712.227150,173164.544474,3.624238,621803.875000,35306.187500,62482.812500,0.000000,0.377739,0.021448,16.165130
2.457008,64081.660156,9.793584,2.367140,142.530472,255.249039,1.055062,10716.753903,173237.720028,3.622705,621824.000000,35314.320312,62482.082031,63004.554688,0.377591,0.021444,16.165130
2.455141,64081.617188,9.793584,2.365210,142.560349,255.304062,1.055062,10721.250821,173310.413282,3.621183,621750.062500,35316.609375,62480.757812,0.000000,0.377388,0.021436,16.165130
2.453254,64081.578125,9.793584,2.363252,142.590790,255.360107,1.055062,10725.832407,173384.475217,3.619634,621719.125000,35321.726562,62479.527344,0.000000,0.377208,0.021430,16.165130
2.451392,64081.535156,9.793584,2.361348,142.620193,255.414215,1.055062,10730.258842,173456.029109,3.618138,621918.312500,35333.503906,62478.382812,0.000000,0.377173,0.021429,16.165130
2.449354,64081.496094,9.793584,2.359233,142.652924,255.474548,1.055063,10735.185623,173535.671173,3.616476,621709.062500,35331.820312,62476.882812,0.000000,0.376873,0.021418,16.165130
2.447269,64081.457031,9.793584,2.357085,142.686157,255.535873,1.055063,10740.191767,173616.596143,3.614788,621826.187500,35340.832031,62475.582031,0.000000,0.376769,0.021413,16.165130
2.445282,64081.406250,9.793584,2.355047,142.717453,255.593552,1.055063,10744.906068,173692.803427,3.613199,621888.937500,35350.351562,62474.542969,-0.000000,0.376641,0.021410,16.165130
2.443233,64081.363281,9.793584,2.352919,142.750259,255.654022,1.055063,10749.847704,173772.685612,3.611535,621699.937500,35349.316406,62473.210938,0.000000,0.376354,0.021399,16.165130
2.441307,64081.316406,9.793584,2.350922,142.781189,255.710999,1.055064,10754.510173,173848.055029,3.609967,621751.125000,35357.757812,62472.156250,0.000000,0.376222,0.021395,16.165130
2.439332,64081.277344,9.793584,2.348886,142.812683,255.768997,1.055064,10759.256291,173924.776646,3.608372,621820.312500,35365.718750,62470.843750,0.000000,0.376098,0.021390,16.165130
2.437441,64081.230469,9.793584,2.346930,142.843018,255.824799,1.055064,10763.829900,173998.709637,3.606837,621775.562500,35370.050781,62469.761719,0.000000,0.375911,0.021384,16.165130
2.435468,64081.191406,9.793584,2.344878,142.874939,255.883621,1.055064,10768.643696,174076.525274,3.605222,621720.937500,35374.171875,62468.476562,0.000000,0.375710,0.021377,16.165130
2.433538,64081.148438,9.793584,2.342899,142.905548,255.940002,1.055064,10773.259497,174151.140285,3.603675,621918.000000,35386.363281,62467.257812,0.000000,0.375668,0.021375,16.165130
2.431572,64081.109375,9.793584,2.340852,142.937302,255.998489,1.055065,10778.050090,174228.580844,3.602071,621703.250000,35385.257812,62466.128906,-0.000000,0.375371,0.021365,16.165130
2.429554,64081.066406,9.793584,2.338766,142.969757,256.058319,1.055065,10782.947625,174307.750144,3.600433,621805.187500,35393.804688,62464.632812,9.000000,0.375262,0.021360,16.165130
2.427708,64081.019531,9.793584,2.336859,142.999390,256.112793,1.055065,10787.420373,174380.052687,3.598937,621818.187500,35401.734375,62463.902344,0.000000,0.375114,0.021356,16.165130
2.425790,64080.980469,9.793584,2.334876,143.030136,256.169434,1.055065,10792.060921,174455.067763,3.597387,621818.062500,35406.195312,62462.546875,0.000000,0.374953,0.021350,16.165130
2.423943,64080.937500,9.793584,2.332954,143.060074,256.224518,1.055065,10796.581623,174528.145485,3.595879,621731.625000,35409.925781,62461.406250,0.000000,0.374744,0.021343,16.165130
2.422073,64080.894531,9.793584,2.331033,143.089890,256.279388,1.055066,10801.084843,174600.940622,3.594377,621907.000000,35420.738281,62460.300781,30.790039,0.374693,0.021341,16.165130
2.420148,64080.855469,9.793584,2.329031,143.121002,256.336670,1.055066,10805.784851,174676.916867,3.592811,621742.187500,35421.089844,62458.972656,-5.404900,0.374431,0.021332,16.165130
2.418301,64080.812500,9.793584,2.327112,143.150970,256.391785,1.055066,10810.313038,174750.115592,3.591304,621768.312500,35427.500000,62457.941406,0.000000,0.374290,0.021327,16.165130
2.416491,64080.769531,9.793584,2.325243,143.180099,256.445312,1.055066,10814.716617,174821.300026,3.589839,621854.687500,35436.597656,62456.945312,0.000000,0.374189,0.021323,16.165130
2.414696,64080.730469,9.793584,2.323381,143.209167,256.498779,1.055066,10819.108205,174892.290620,3.588380,621783.312500,35439.480469,62455.773438,0.000000,0.373995,0.021316,16.165130
2.412701,64080.695312,9.793584,2.321305,143.241714,256.558777,1.055067,10824.028905,174971.834367,3.586747,621760.750000,35443.277344,62454.281250,0.000000,0.373811,0.021309,16.165130
2.410828,64080.648438,9.793584,2.319372,143.271927,256.614380,1.055067,10828.597820,175045.691483,3.585231,621875.750000,35454.085938,62453.273438,-7588156492966181197359265387380736000.000000,0.373722,0.021306,16.165130
2.408885,64080.609375,9.793584,2.317356,143.303391,256.672424,1.055067,10833.356878,175122.622274,3.583654,621809.375000,35456.867188,62452.085938,24.709473,0.373518,0.021299,16.165130
2.407047,64080.566406,9.793584,2.315439,143.333588,256.727997,1.055067,10837.924232,175196.454141,3.582141,621731.375000,35460.550781,62451.007812,38.823242,0.373314,0.021292,16.165130
2.405298,64080.519531,9.793584,2.313626,143.362259,256.780670,1.055068,10842.262973,175266.590455,3.580705,621822.062500,35469.898438,62450.042969,0.004724,0.373219,0.021289,16.165130
2.403424,64080.484375,9.793584,2.311685,143.392914,256.837097,1.055068,10846.902685,175341.592003,3.579171,621847.750000,35475.523438,62448.667969,0.000000,0.373075,0.021283,16.165130
2.401448,64080.445312,9.793584,2.309628,143.425537,256.897278,1.055068,10851.841252,175421.424576,3.577540,621781.312500,35478.656250,62447.406250,0.000000,0.372865,0.021276,16.165130
2.399606,64080.398438,9.793584,2.307719,143.455856,256.953064,1.055068,10856.432206,175495.637940,3.576025,621849.312500,35487.847656,62446.335938,0.000000,0.372749,0.021272,16.165130
2.397560,64080.363281,9.793584,2.305603,143.489471,257.015076,1.055068,10861.523096,175577.932839,3.574347,621867.937500,35493.308594,62444.945312,0.000000,0.372585,0.021265,16.165130
2.395527,64080.316406,9.793584,2.303484,143.523285,257.077484,1.055069,10866.645218,175660.732611,3.572659,621784.375000,35497.125000,62443.488281,0.000000,0.372359,0.021258,16.165130
2.393572,64080.269531,9.793584,2.301464,143.555542,257.136932,1.055069,10871.532814,175739.741239,3.571051,621893.937500,35507.722656,62442.652344,0.000000,0.372257,0.021254,16.165130
2.391628,64080.222656,9.793584,2.299446,143.587875,257.196442,1.055069,10876.433068,175818.954488,3.569439,621848.187500,35512.355469,62441.257812,0.000000,0.372062,0.021248,16.165130
2.389780,64080.175781,9.793584,2.297525,143.618744,257.253265,1.055069,10881.112463,175894.597501,3.567901,621833.250000,35518.433594,62440.351562,10184.500000,0.371893,0.021242,16.165130
2.387804,64080.136719,9.793584,2.295488,143.651382,257.313446,1.055070,10886.059900,175974.573478,3.566278,621948.437500,35527.730469,62438.792969,0.000000,0.371793,0.021238,16.165130
2.386033,64080.089844,9.793584,2.293650,143.680939,257.367767,1.055070,10890.543667,176047.054144,3.564807,621849.375000,35531.468750,62437.992188,0.000000,0.371581,0.021232,16.165130
2.384217,64078.132812,9.793584,2.291761,143.711487,257.423981,1.055070,10895.177512,176121.960853,3.563182,621832.375000,35536.230469,62436.808594,0.000000,0.371413,0.021225,16.165130
2.382440,64080.003906,9.793584,2.289929,143.741074,257.478485,1.055070,10899.665323,176194.506908,3.561819,621958.687500,35546.421875,62435.636719,0.004724,0.371335,0.021223,16.165130
2.380651,64079.964844,9.793584,2.288083,143.770889,257.533295,1.055071,10904.190010,176267.649057,3.560339,621947.562500,35551.300781,62434.523438,0.000000,0.371175,0.021217,16.165130
2.378755,64079.925781,9.793584,2.286111,143.802856,257.592194,1.055071,10909.042063,176346.083123,3.558753,621844.750000,35553.769531,62433.242188,-48777531305369467818503674919911424.000000,0.370948,0.021209,16.165130
2.376823,64079.882812,9.793584,2.284130,143.834778,257.651031,1.055071,10913.887016,176424.402424,3.557171,622054.250000,35566.195312,62431.972656,0.000000,0.370908,0.021207,16.165130
2.374937,64079.839844,9.793584,2.282182,143.866119,257.708710,1.055071,10918.647501,176501.356271,3.555617,621941.187500,35569.410156,62430.937500,0.000000,0.370679,0.021200,16.165130
2.373050,64079.796875,9.793584,2.280228,143.897614,257.766754,1.055071,10923.430956,176578.681458,3.554058,621917.000000,35573.847656,62429.761719,0.000000,0.370503,0.021193,16.165130
2.371222,64079.753906,9.793584,2.278347,143.927856,257.822418,1.055072,10928.025457,176652.952157,3.552561,622005.687500,35583.937500,62428.683594,-7509663567800049232818589524903854080.000000,0.370400,0.021190,16.165130
2.369435,64079.707031,9.793584,2.276512,143.957184,257.876312,1.055072,10932.483105,176725.010608,3.551110,622039.937500,35590.199219,62427.718750,62433.242188,0.370269,0.021185,16.165130
2.367599,64079.671875,9.793584,2.274606,143.987793,257.932648,1.055072,10937.133909,176800.191460,3.549598,621889.687500,35590.898438,62426.359375,0.000000,0.370022,0.021176,16.165130
2.365866,64079.628906,9.793584,2.272815,144.016602,257.985626,1.055072,10941.513349,176870.985682,3.548175,621961.312500,35599.796875,62425.500000,62427.718750,0.369917,0.021173,16.165130
2.364030,64079.589844,9.793584,2.270935,144.046661,258.040955,1.055073,10946.082589,176944.848049,3.546692,622081.625000,35608.421875,62424.199219,0.000000,0.369834,0.021170,16.165130
2.362165,64079.550781,9.793584,2.268999,144.077698,258.098114,1.055073,10950.802471,177021.145544,3.545161,621898.812500,35608.445312,62422.960938,1084653689655351312384.000000,0.369566,0.021160,16.165130
2.360441,64079.503906,9.793584,2.267220,144.106277,258.150665,1.055073,10955.149849,177091.421486,3.543752,621992.937500,35617.707031,62422.183594,0.000000,0.369475,0.021158,16.165130
2.358595,64079.464844,9.793584,2.265322,144.136612,258.206482,1.055073,10959.764945,177166.025105,3.542257,622043.062500,35624.871094,62420.871094,1084653689655351312384.000000,0.369349,0.021153,16.165130
2.356781,64079.425781,9.793584,2.263444,144.166687,258.261902,1.055073,10964.341557,177240.006635,3.540776,621945.312500,35627.062500,62419.835938,63629.355469,0.369137,0.021145,16.165130
2.355000,64079.382812,9.793584,2.261598,144.196396,258.316589,1.055074,10968.862172,177313.082957,3.539315,621940.062500,35633.218750,62418.734375,0.000000,0.368982,0.021140,16.165130
2.353230,64079.343750,9.793584,2.259781,144.225571,258.370209,1.055074,10973.304931,177384.900742,3.537880,622068.875000,35643.082031,62417.683594,63604.929688,0.368909,0.021138,16.165130
2.351385,64079.304688,9.793584,2.257869,144.256256,258.426727,1.055074,10977.976028,177460.409626,3.536372,621958.000000,35644.730469,62416.507812,18727989709752654835918496071680.000000,0.368686,0.021130,16.165130
2.349642,64079.261719,9.793584,2.256058,144.285553,258.480621,1.055074,10982.437977,177532.537618,3.534933,621914.750000,35649.839844,62415.523438,1084653689655351312384.000000,0.368511,0.021124,16.165130
2.347806,64079.222656,9.793584,2.254172,144.315948,258.536652,1.055075,10987.069357,177607.404477,3.533441,622080.437500,35660.191406,62414.289062,0.000000,0.368453,0.021121,16.165130
2.346062,64079.179688,9.793584,2.252371,144.344971,258.590057,1.055075,10991.490085,177678.866122,3.532017,622011.500000,35664.714844,62413.343750,0.000000,0.368264,0.021115,16.165130
2.344282,64079.140625,9.793584,2.250529,144.374786,258.644928,1.055075,10996.033809,177752.316013,3.530556,621971.375000,35668.324219,62412.171875,0.000000,0.368088,0.021109,16.165130
2.342568,64079.097656,9.793584,2.248759,144.403412,258.697571,1.055075,11000.397140,177822.849825,3.529153,622027.187500,35676.742188,62411.292969,0.000000,0.367975,0.021105,16.165130
2.340746,64079.062500,9.793584,2.246884,144.433655,258.753296,1.055076,11005.007814,177897.381968,3.527672,622064.500000,35682.628906,62410.042969,-0.431750,0.367843,0.021100,16.165130
2.338952,64079.019531,9.793584,2.245021,144.463898,258.808990,1.055076,11009.618211,177971.909636,3.526193,621944.625000,35685.042969,62408.847656,0.000000,0.367618,0.021093,16.165130
2.337129,64078.980469,9.793584,2.243143,144.494370,258.865082,1.055076,11014.265712,178047.037096,3.524703,622062.687500,35694.523438,62407.906250,62412.171875,0.367533,0.021089,16.165130
2.335330,64078.937500,9.793584,2.241290,144.524353,258.920258,1.055076,11018.839740,178120.976847,3.523237,622068.375000,35700.933594,62406.750000,-5.404900,0.367384,0.021084,16.165130
2.333505,64078.894531,9.793584,2.239396,144.555161,258.977020,1.055076,11023.540388,178196.963429,3.521732,621966.000000,35703.273438,62405.582031,0.000000,0.367167,0.021077,16.165130
2.331769,64078.851562,9.793584,2.237607,144.584305,259.030609,1.055077,11027.988319,178268.864821,3.520310,622072.562500,35712.992188,62404.699219,0.000000,0.367082,0.021074,16.165130
