AOA,Weight,Gravity,Pitch,TAS,IAS,Rho,Q,QS,Calculated CL,Lift,Drag,Thrust[0],Thrust[1],Cl,Cd,Wing Surface
4.473166,64113.593750,9.793582,4.438034,118.742973,211.474426,1.055017,7437.816266,120233.266855,5.222363,624211.187500,33337.929688,63878.945312,0.000000,0.546140,0.029168,16.165130
4.469484,64113.546875,9.793582,4.435343,118.773872,211.532455,1.055017,7441.687675,120295.848694,5.219642,624195.937500,33336.980469,63875.574219,0.000000,0.545842,0.029152,16.165130
4.465990,64113.503906,9.793582,4.432776,118.803268,211.587631,1.055017,7445.372548,120355.415142,5.217055,624109.500000,33334.089844,63872.410156,0.000000,0.545497,0.029135,16.165130
4.462291,64113.464844,9.793582,4.430060,118.834297,211.645859,1.055017,7449.262185,120418.291619,5.214328,624138.125000,33333.421875,63868.523438,0.000000,0.545237,0.029120,16.165130
4.458735,64113.425781,9.793582,4.427440,118.864120,211.701797,1.055017,7453.001669,120478.740865,5.211709,624095.687500,33332.074219,63865.230469,0.000000,0.544926,0.029104,16.165130
4.454943,64113.386719,9.793582,4.424638,118.895905,211.761475,1.055017,7456.988041,120543.181088,5.208919,624064.750000,33328.906250,63861.261719,-0.000000,0.544608,0.029085,16.165130
4.451249,64113.343750,9.793582,4.421901,118.926910,211.819611,1.055017,7460.877838,120606.060164,5.206200,624014.437500,33326.804688,63857.898438,0.000000,0.544280,0.029068,16.165130
4.447561,64113.296875,9.793582,4.419164,118.957764,211.877472,1.055017,7464.749499,120668.646069,5.203496,624011.562500,33326.437500,63854.511719,0.000000,0.543995,0.029053,16.165130
4.443959,64113.257812,9.793582,4.416482,118.987946,211.934036,1.055017,7468.537038,120729.872133,5.200854,623964.687500,33324.046875,63851.179688,-7509663567800049232818589524903854080.000000,0.543679,0.029036,16.165130
4.440064,64113.218750,9.793582,4.413575,119.020668,211.995361,1.055017,7472.645397,120796.284293,5.197992,623926.062500,33320.535156,63847.054688,-0.000000,0.543346,0.029017,16.165130
4.436032,64113.175781,9.793582,4.410566,119.054359,212.058563,1.055017,7476.876588,120864.682039,5.195046,623956.750000,33320.843750,63843.304688,0.000000,0.543065,0.029001,16.165130
4.431861,64111.222656,9.793582,4.407437,119.089333,212.124115,1.055017,7481.269169,120935.688685,5.191838,623850.250000,33315.640625,63839.457031,63854.511719,0.542654,0.028979,16.165130
4.428390,64113.078125,9.793582,4.404830,119.118439,212.178421,1.055017,7484.926549,120994.810710,5.189451,623850.750000,33318.695312,63837.343750,-0.000000,0.542389,0.028968,16.165130
4.424645,64113.039062,9.793582,4.402009,119.149864,212.237091,1.055017,7488.876373,121058.660122,5.186711,623806.500000,33315.011719,63833.328125,0.000000,0.542065,0.028950,16.165130
4.421037,64113.000000,9.793582,4.399289,119.180115,212.293457,1.055017,7492.679506,121120.138259,5.184075,623807.687500,33315.101562,63830.011719,0.000000,0.541791,0.028935,16.165130
4.417175,64112.960938,9.793582,4.396366,119.212593,212.354065,1.055017,7496.763793,121186.161289,5.181248,623740.125000,33310.328125,63826.152344,0.000000,0.541437,0.028915,16.165130
4.413371,64112.914062,9.793582,4.393485,119.244583,212.413666,1.055017,7500.786917,121251.195610,5.178465,623731.875000,33309.796875,63822.871094,0.000000,0.541139,0.028899,16.165130
4.409698,64112.871094,9.793582,4.390696,119.275551,212.471252,1.055017,7504.682470,121314.167735,5.175774,623687.500000,33308.066406,63819.832031,27.000000,0.540820,0.028883,16.165130
4.405722,64112.832031,9.793582,4.387671,119.309135,212.533783,1.055017,7508.909274,121382.494576,5.172857,623652.125000,33304.460938,63815.871094,0.000000,0.540485,0.028863,16.165130
4.401300,64112.792969,9.793582,4.384305,119.346413,212.603317,1.055017,7513.601360,121458.342755,5.169623,623658.937500,33302.523438,63811.468750,0.000000,0.540153,0.028843,16.165130
4.397589,64112.730469,9.793582,4.381472,119.377739,212.661438,1.055017,7517.545400,121522.098667,5.166906,623619.312500,33304.261719,63809.281250,0.000000,0.539835,0.028830,16.165130
4.393937,64112.687500,9.793582,4.378672,119.408714,212.718872,1.055017,7521.447111,121585.170341,5.164222,623539.687500,33300.453125,63806.054688,1084653689655351312384.000000,0.539486,0.028812,16.165130
4.390390,64112.648438,9.793582,4.375954,119.438797,212.774567,1.055017,7525.236503,121646.426349,5.161619,623545.062500,33300.777344,63802.796875,0.000000,0.539219,0.028797,16.165130
4.386367,64112.609375,9.793582,4.372868,119.472900,212.837830,1.055017,7529.533631,121715.889991,5.158670,623540.500000,33297.484375,63798.562500,0.000000,0.538908,0.028778,16.165130
4.382725,64112.562500,9.793582,4.370065,119.503784,212.895004,1.055017,7533.426909,121778.825330,5.156000,623500.062500,33297.542969,63795.960938,0.000000,0.538594,0.028763,16.165130
4.378888,64112.519531,9.793582,4.367108,119.536346,212.955292,1.055016,7537.532016,121845.184917,5.153189,623483.562500,33294.675781,63792.468750,0.000000,0.538287,0.028745,16.165130
4.375243,64112.476562,9.793582,4.364285,119.567398,213.012711,1.055016,7541.447681,121908.482157,5.150509,623399.187500,33292.390625,63789.566406,-388077977600.000000,0.537934,0.028728,16.165130
4.371491,64112.433594,9.793582,4.361392,119.599091,213.071304,1.055016,7545.446080,121973.116786,5.147777,623510.625000,33295.371094,63786.273438,0.000000,0.537746,0.028716,16.165130
4.367925,64112.386719,9.793582,4.358619,119.629410,213.127274,1.055016,7549.270506,122034.939139,5.145165,623344.062500,33289.035156,63783.460938,0.000000,0.537329,0.028696,16.165130
4.363920,64112.355469,9.793582,4.355510,119.663239,213.189880,1.055016,7553.540667,122103.966837,5.142254,623423.562500,33289.148438,63779.574219,0.000000,0.537094,0.028679,16.165130
4.360259,64112.304688,9.793582,4.352657,119.694122,213.246918,1.055016,7557.439290,122166.988595,5.139597,623366.187500,33288.656250,63777.050781,1084653689655351312384.000000,0.536768,0.028664,16.165130
4.356303,64112.265625,9.793582,4.349559,119.727585,213.308777,1.055016,7561.664648,122235.292044,5.136722,623279.062500,33282.027344,63773.453125,0.000000,0.536393,0.028642,16.165130
4.352657,64112.218750,9.793582,4.346696,119.758492,213.365738,1.055016,7565.567403,122298.380594,5.134069,623242.250000,33281.859375,63770.796875,0.000000,0.536084,0.028628,16.165130
4.348933,64112.171875,9.793582,4.343773,119.789909,213.423691,1.055016,7569.537477,122362.557350,5.131372,623272.187500,33282.242188,63767.648438,0.000000,0.535829,0.028613,16.165130
4.345321,64112.132812,9.793582,4.340925,119.820465,213.479965,1.055015,7573.397897,122424.961546,5.128753,623191.687500,33278.406250,63764.781250,0.000000,0.535487,0.028595,16.165130
4.341220,64112.097656,9.793582,4.337680,119.855232,213.544174,1.055015,7577.793534,122496.017598,5.125775,623127.125000,33272.355469,63760.789062,0.000000,0.535121,0.028573,16.165130
4.337660,64112.042969,9.793582,4.334867,119.885231,213.599380,1.055015,7581.585615,122557.317068,5.123207,623201.437500,33278.250000,63758.750000,0.000000,0.534917,0.028564,16.165130
4.333991,64112.003906,9.793582,4.331950,119.916283,213.656540,1.055015,7585.512700,122620.798907,5.120552,623071.312500,33271.156250,63755.656250,0.000000,0.534528,0.028543,16.165130
4.330449,64111.960938,9.793582,4.329128,119.946320,213.711777,1.055015,7589.311536,122682.207597,5.117985,623033.125000,33269.054688,63752.828125,0.000000,0.534228,0.028527,16.165130
4.326587,64111.925781,9.793582,4.326051,119.978928,213.771835,1.055015,7593.437627,122748.906389,5.115202,623074.250000,33268.976562,63749.292969,0.000000,0.533973,0.028511,16.165130
4.322909,64111.878906,9.793582,4.323110,120.009979,213.828903,1.055014,7597.367778,122812.437797,5.112552,623008.562500,33266.343750,63746.710938,0.003946,0.533640,0.028494,16.165130
4.319289,64111.835938,9.793582,4.320201,120.040688,213.885361,1.055014,7601.254607,122875.268890,5.109934,622906.000000,33261.136719,63743.953125,0.003946,0.533280,0.028475,16.165130
4.315594,64111.796875,9.793582,4.317236,120.071884,213.942703,1.055014,7605.206002,122939.143699,5.107276,622969.812500,33262.851562,63740.902344,0.000000,0.533057,0.028462,16.165130
4.311991,64111.750000,9.793582,4.314333,120.102303,213.998611,1.055014,7609.058098,123001.413338,5.104687,622902.125000,33260.226562,63738.195312,10.719727,0.532730,0.028445,16.165130
4.308372,64111.710938,9.793582,4.311410,120.132858,214.054703,1.055014,7612.928575,123063.980088,5.102088,622864.000000,33256.832031,63735.367188,0.000000,0.532426,0.028428,16.165130
4.304703,64111.671875,9.793582,4.308436,120.163841,214.111618,1.055014,7616.855058,123127.452211,5.099455,622808.437500,33254.203125,63732.437500,0.000000,0.532104,0.028411,16.165130
4.301119,64111.625000,9.793582,4.305538,120.193810,214.166672,1.055014,7620.653882,123188.860693,5.096909,622915.437500,33258.152344,63729.835938,0.000000,0.531930,0.028400,16.165130
4.297014,64111.593750,9.793582,4.302181,120.228409,214.230408,1.055013,7625.040193,123259.765981,5.093975,622670.312500,33244.203125,63726.000000,0.000000,0.531415,0.028372,16.165130
4.293381,64111.539062,9.793582,4.299216,120.258896,214.286346,1.055013,7628.906879,123322.271453,5.091389,622744.875000,33249.328125,63724.070312,0.000000,0.531209,0.028362,16.165130
4.289644,64111.500000,9.793582,4.296160,120.290115,214.343689,1.055013,7632.866631,123386.281364,5.088744,622724.062500,33247.234375,63721.117188,0.000000,0.530916,0.028346,16.165130
4.286006,64111.457031,9.793582,4.293159,120.320694,214.399811,1.055013,7636.746921,123449.006750,5.086155,622559.062500,33239.863281,63718.363281,-55475926470534862309687296.000000,0.530506,0.028325,16.165130
4.282196,64111.417969,9.793582,4.290023,120.352577,214.458344,1.055013,7640.792985,123514.411900,5.083459,622625.250000,33240.835938,63715.253906,0.000000,0.530281,0.028311,16.165130
4.278362,64111.371094,9.793582,4.286856,120.384575,214.517059,1.055012,7644.854654,123580.069315,5.080754,622568.187500,33238.238281,63712.488281,0.000000,0.529951,0.028293,16.165130
4.274715,64111.332031,9.793582,4.283829,120.415039,214.572937,1.055012,7648.723449,123642.608888,5.078181,622491.687500,33234.535156,63710.035156,0.000000,0.529618,0.028276,16.165130
4.271064,64111.289062,9.793582,4.280787,120.445610,214.629013,1.055012,7652.605930,123705.369701,5.075602,622408.625000,33230.539062,63707.257812,0.000000,0.529278,0.028258,16.165130
4.266954,64111.253906,9.793582,4.277370,120.479713,214.691696,1.055012,7656.938385,123775.404393,5.072727,622499.937500,33231.277344,63703.757812,0.000000,0.529056,0.028243,16.165130
4.263301,64111.199219,9.793582,4.274306,120.510178,214.747543,1.055012,7660.810234,123837.993338,5.070159,622323.375000,33225.656250,63701.707031,0.000000,0.528639,0.028224,16.165130
4.259633,64109.226562,9.793582,4.271223,120.540825,214.803741,1.055011,7664.705481,123900.960515,5.067426,622263.250000,33221.648438,63699.015625,513.953125,0.528319,0.028206,16.165130
4.255401,64111.125000,9.793582,4.267663,120.576027,214.868454,1.055011,7669.181112,123973.309666,5.064619,622290.437500,33220.023438,63695.257812,25.833496,0.528034,0.028188,16.165130
4.251384,64111.078125,9.793582,4.264275,120.609322,214.929611,1.055011,7673.415347,124041.756627,5.061820,622256.375000,33218.941406,63692.800781,0.000000,0.527714,0.028172,16.165130
4.247643,64111.031250,9.793582,4.261092,120.640587,214.986954,1.055011,7677.392449,124106.046997,5.059195,622070.875000,33211.816406,63690.445312,0.000000,0.527283,0.028151,16.165130
4.243938,64110.984375,9.793582,4.257947,120.671394,215.043411,1.055010,7681.312303,124169.411941,5.056609,622136.500000,33214.128906,63687.796875,0.000000,0.527070,0.028139,16.165130
4.240273,64110.945312,9.793582,4.254823,120.701866,215.099258,1.055010,7685.190408,124232.102018,5.054054,622078.500000,33211.261719,63685.046875,9.000000,0.526755,0.028122,16.165130
4.236558,64110.902344,9.793582,4.251642,120.732872,215.156097,1.055010,7689.137516,124295.907537,5.051457,621961.000000,33204.656250,63682.308594,0.000000,0.526385,0.028102,16.165130
4.232895,64110.859375,9.793582,4.248501,120.763451,215.212112,1.055010,7693.031203,124358.849489,5.048896,621958.937500,33204.296875,63679.718750,63989.457031,0.526117,0.028088,16.165130
4.229097,64110.820312,9.793582,4.245239,120.795052,215.270035,1.055009,7697.056161,124423.913453,5.046253,621934.000000,33202.089844,63676.933594,-5.404900,0.525820,0.028071,16.165130
4.225321,64110.777344,9.793582,4.241982,120.826530,215.327759,1.055009,7701.066609,124488.742878,5.043622,621857.937500,33197.710938,63674.332031,64073.726562,0.525482,0.028053,16.165130
4.221716,64110.734375,9.793582,4.238859,120.856659,215.382965,1.055009,7704.905918,124550.805798,5.041105,621761.187500,33194.316406,63672.023438,0.000000,0.525139,0.028036,16.165130
4.217931,64110.691406,9.793582,4.235591,120.888000,215.440430,1.055009,7708.901765,124615.399192,5.038489,621876.125000,33197.261719,63669.183594,64048.203125,0.524964,0.028024,16.165130
4.213937,64110.652344,9.793582,4.232106,120.921349,215.501648,1.055009,7713.152882,124684.119052,5.035709,621639.250000,33185.597656,63666.160156,-55475926470534862309687296.000000,0.524474,0.027999,16.165130
4.209895,64110.613281,9.793582,4.228589,120.954849,215.563187,1.055008,7717.425513,124753.186687,5.032918,621720.437500,33187.925781,63663.488281,0.000000,0.524253,0.027985,16.165130
4.205912,64110.566406,9.793582,4.225104,120.987885,215.623795,1.055008,7721.639922,124821.313151,5.030167,621614.875000,33184.234375,63660.906250,64079.703125,0.523877,0.027967,16.165130
4.202055,64110.519531,9.793582,4.221719,121.019821,215.682419,1.055008,7725.715209,124887.190703,5.027510,621570.250000,33180.367188,63658.390625,-0.431750,0.523564,0.027949,16.165130
4.198284,64110.472656,9.793582,4.218390,121.051216,215.739929,1.055008,7729.722392,124951.967333,5.024900,621437.375000,33175.359375,63655.828125,64063.578125,0.523180,0.027930,16.165130
4.194286,64110.433594,9.793582,4.214871,121.084167,215.800385,1.055007,7733.929433,125019.974696,5.022164,621537.312500,33177.617188,63652.832031,0.000000,0.522980,0.027917,16.165130
4.189959,64110.394531,9.793582,4.211023,121.120102,215.866455,1.055007,7738.517926,125094.148277,5.019183,621302.125000,33165.847656,63649.539062,0.000000,0.522472,0.027890,16.165130
4.185925,64110.343750,9.793582,4.207446,121.153381,215.927521,1.055007,7742.768414,125162.857979,5.016424,621382.937500,33170.121094,63647.429688,0.000000,0.522253,0.027878,16.165130
4.182065,64110.296875,9.793582,4.204000,121.185249,215.985947,1.055006,7746.840489,125228.683593,5.013783,621261.312500,33166.085938,63644.964844,1084653689655351312384.000000,0.521876,0.027860,16.165130
4.178307,64110.250000,9.793582,4.200623,121.216530,216.043228,1.055006,7750.838506,125293.312052,5.011193,621104.750000,33158.683594,63642.390625,1084653689655351312384.000000,0.521476,0.027840,16.165130
4.174484,64110.210938,9.793582,4.197190,121.248283,216.101395,1.055006,7754.897184,125358.921120,5.008567,621134.562500,33159.253906,63639.625000,0.000000,0.521228,0.027826,16.165130
4.170125,64110.171875,9.793582,4.193268,121.284401,216.167786,1.055006,7759.516191,125433.587966,5.005583,621093.250000,33154.406250,63636.136719,-0.000000,0.520883,0.027805,16.165130
4.166269,64110.117188,9.793582,4.189771,121.316612,216.226852,1.055005,7763.636604,125500.194982,5.002922,620927.062500,33149.472656,63634.257812,80767.984375,0.520467,0.027786,16.165130
4.162257,64110.078125,9.793582,4.186132,121.350128,216.288345,1.055005,7767.924257,125569.505437,5.000158,620928.312500,33148.503906,63631.429688,80751.984375,0.520181,0.027770,16.165130
4.158619,64110.027344,9.793582,4.182829,121.380463,216.343887,1.055005,7771.806556,125632.263314,4.997656,620924.375000,33149.968750,63629.355469,0.000000,0.519918,0.027757,16.165130
4.154562,64109.992188,9.793582,4.179116,121.414612,216.406570,1.055004,7776.177574,125702.921389,4.994844,620730.062500,33138.722656,63625.984375,0.000000,0.519463,0.027732,16.165130
4.150198,64109.949219,9.793582,4.175132,121.451195,216.473862,1.055004,7780.862539,125778.654456,4.991833,620794.187500,33139.796875,63622.847656,0.000000,0.519204,0.027717,16.165130
4.146239,64109.894531,9.793582,4.171506,121.484360,216.534714,1.055004,7785.109959,125847.314552,4.989105,620738.000000,33139.777344,63620.906250,0.000000,0.518873,0.027701,16.165130
4.142399,64109.847656,9.793582,4.167963,121.516800,216.594193,1.055003,7789.265617,125914.491309,4.986440,620572.125000,33132.523438,63618.429688,0.000000,0.518458,0.027681,16.165130
4.138408,64109.808594,9.793582,4.164280,121.550491,216.656021,1.055003,7793.583715,125984.293913,4.983674,620585.937500,33132.347656,63615.429688,0.000000,0.518182,0.027665,16.165130
4.134294,64109.761719,9.793582,4.160483,121.585114,216.719589,1.055003,7798.021520,126056.031619,4.980834,620582.000000,33131.386719,63612.609375,1084653689655351312384.000000,0.517884,0.027649,16.165130
4.130591,64109.714844,9.793582,4.157029,121.616608,216.777313,1.055003,7802.060117,126121.316056,4.978252,620387.250000,33124.835938,63610.578125,0.000000,0.517454,0.027629,16.165130
4.126806,64109.667969,9.793582,4.153511,121.648705,216.836151,1.055002,7806.176229,126187.853542,4.975624,620431.000000,33125.640625,63607.898438,-7588156492966181197359265387380736000.000000,0.517217,0.027615,16.165130
4.122787,64109.628906,9.793582,4.149769,121.682716,216.898575,1.055002,7810.540142,126258.396762,4.972841,620414.250000,33123.933594,63604.929688,0.000000,0.516914,0.027598,16.165130
4.118629,64109.585938,9.793582,4.145876,121.718063,216.963516,1.055002,7815.075839,126331.716893,4.969951,620274.625000,33116.957031,63602.117188,0.000000,0.516498,0.027576,16.165130
4.114571,64109.539062,9.793582,4.142070,121.752533,217.026840,1.055001,7819.499268,126403.222203,4.967136,620261.937500,33117.121094,63599.679688,-0.431750,0.516195,0.027561,16.165130
4.110954,64109.484375,9.793582,4.138673,121.783241,217.083054,1.055001,7823.443335,126466.978565,4.964628,620231.500000,33118.156250,63597.839844,353198319213740032.000000,0.515910,0.027548,16.165130
4.107373,64109.445312,9.793582,4.135285,121.813889,217.139191,1.055001,7827.378784,126530.595604,4.962129,620060.875000,33110.210938,63595.265625,0.000000,0.515509,0.027527,16.165130
4.103757,64109.406250,9.793582,4.131860,121.844902,217.196014,1.055000,7831.363181,126595.003896,4.959601,620053.812500,33109.378906,63592.675781,-0.000000,0.515240,0.027513,16.165130
4.100189,64109.359375,9.793582,4.128488,121.875351,217.251785,1.055000,7835.275113,126658.240784,4.957121,620103.562500,33111.785156,63590.378906,0.000000,0.515024,0.027501,16.165130
4.096581,64109.320312,9.793582,4.125059,121.906212,217.308365,1.055000,7839.241892,126722.364287,4.954610,619998.000000,33106.292969,63587.917969,0.000000,0.514676,0.027482,16.165130
4.092997,64109.281250,9.793582,4.121634,121.937119,217.365005,1.054999,7843.214677,126786.584870,4.952097,619859.312500,33100.281250,63585.531250,0.000000,0.514300,0.027463,16.165130
4.089236,64109.242188,9.793582,4.118053,121.969337,217.424072,1.054999,7847.358210,126853.565629,4.949479,619960.562500,33103.382812,63582.996094,0.000000,0.514113,0.027452,16.165130
4.085588,64107.257812,9.793582,4.114569,122.000542,217.481277,1.054999,7851.371346,126918.438484,4.946796,619887.312500,33101.101562,63580.781250,1084653689655351312384.000000,0.513789,0.027436,16.165130
4.081748,64109.156250,9.793582,4.110878,122.033585,217.541916,1.054999,7855.622226,126987.154512,4.944266,619745.562500,33093.273438,63578.031250,1521569759232.000000,0.513394,0.027414,16.165130
4.077946,64109.109375,9.793582,4.107216,122.066307,217.602005,1.054998,7859.833877,127055.236408,4.941613,619725.687500,33093.195312,63575.710938,-55610587702272942036484096.000000,0.513102,0.027400,16.165130
4.074158,64109.066406,9.793582,4.103577,122.098679,217.661407,1.054998,7864.000561,127122.591383,4.938991,619781.125000,33095.500000,63573.367188,-55006124792465627449131008.000000,0.512876,0.027387,16.165130
4.070281,64109.023438,9.793582,4.099815,122.132103,217.722763,1.054998,7868.304006,127192.157129,4.936287,619566.937500,33085.957031,63570.710938,0.000000,0.512419,0.027364,16.165130
4.066390,64108.980469,9.793582,4.096046,122.165520,217.784134,1.054997,7872.607643,127261.725986,4.933585,619609.625000,33087.519531,63568.234375,0.000000,0.512174,0.027350,16.165130
4.062657,64108.933594,9.793582,4.092421,122.197487,217.842789,1.054997,7876.725577,127328.292921,4.931002,619560.875000,33087.175781,63565.976562,64091.109375,0.511866,0.027336,16.165130
4.058747,64108.890625,9.793582,4.088608,122.231049,217.904449,1.054997,7881.051097,127398.215514,4.928293,619470.812500,33081.492188,63563.234375,0.000000,0.511510,0.027316,16.165130
4.054467,64108.851562,9.793582,4.084419,122.267853,217.972183,1.054996,7885.795162,127474.903955,4.925325,619387.562500,33077.062500,63560.199219,0.000001,0.511134,0.027296,16.165130
4.050821,64108.792969,9.793582,4.080853,122.299026,218.029312,1.054996,7889.814163,127539.871624,4.922811,619427.500000,33082.417969,63558.707031,0.000000,0.510907,0.027287,16.165130
4.046671,64108.757812,9.793582,4.076755,122.334824,218.095169,1.054996,7894.430885,127614.501537,4.919930,619204.250000,33070.203125,63555.316406,1084653689655351312384.000000,0.510424,0.027261,16.165130
4.043123,64108.703125,9.793582,4.073250,122.365471,218.151321,1.054995,7898.384124,127678.406147,4.917463,619213.062500,33073.945312,63553.675781,0.000000,0.510176,0.027250,16.165130
4.039460,64108.664062,9.793582,4.069633,122.396965,218.209091,1.054995,7902.448596,127744.108879,4.914931,619219.062500,33073.746094,63551.148438,78550.125000,0.509918,0.027236,16.165130
4.035633,64108.625000,9.793582,4.065825,122.430145,218.270004,1.054995,7906.731000,127813.334497,4.912266,619052.125000,33065.593750,63548.429688,56.798828,0.509505,0.027214,16.165130
4.031837,64108.578125,9.793582,4.062046,122.463036,218.330429,1.054994,7910.977106,127881.973351,4.909626,619046.812500,33065.734375,63546.085938,76682.906250,0.509227,0.027200,16.165130
4.028026,64108.535156,9.793582,4.058246,122.496040,218.391037,1.054994,7915.240035,127950.884139,4.906978,619023.750000,33065.167969,63543.683594,16.379395,0.508934,0.027185,16.165130
4.024333,64108.488281,9.793582,4.054545,122.528183,218.450027,1.054994,7919.391771,128017.997504,4.904402,618908.625000,33060.671875,63541.414062,297.976562,0.508572,0.027167,16.165130
4.020755,64108.441406,9.793582,4.050950,122.559441,218.507339,1.054993,7923.430164,128083.278641,4.901899,618856.562500,33059.320312,63539.242188,77333.664062,0.508270,0.027152,16.165130
4.017200,64108.402344,9.793582,4.047381,122.590347,218.564041,1.054993,7927.425090,128147.857151,4.899426,618893.375000,33061.136719,63536.976562,354.195312,0.508044,0.027140,16.165130
4.013724,64108.363281,9.793582,4.043868,122.620804,218.619873,1.054993,7931.361896,128211.496118,4.896991,618730.500000,33054.292969,63534.730469,1084653689655351312384.000000,0.507658,0.027121,16.165130
4.010223,64108.320312,9.793582,4.040317,122.651657,218.676468,1.054992,7935.351012,128275.980702,4.894526,618667.812500,33051.417969,63532.371094,-55475926470534862309687296.000000,0.507352,0.027105,16.165130
4.006716,64108.277344,9.793582,4.036769,122.682434,218.732910,1.054992,7939.331255,128340.321851,4.892069,618736.562500,33054.464844,63530.171875,64823.773438,0.507154,0.027093,16.165130
4.003137,64108.238281,9.793582,4.033134,122.713890,218.790649,1.054992,7943.401299,128406.114642,4.889559,618649.000000,33050.660156,63527.820312,64796.476562,0.506822,0.027076,16.165130
3.999460,64108.199219,9.793582,4.029386,122.746338,218.850220,1.054991,7947.599924,128473.985957,4.886973,618563.687500,33046.070312,63525.437500,-7588156492966181197359265387380736000.000000,0.506485,0.027058,16.165130
3.995970,64108.152344,9.793582,4.025825,122.777107,218.906662,1.054991,7951.583144,128538.375226,4.884521,618557.500000,33047.839844,63523.359375,0.000000,0.506226,0.027046,16.165130
3.992186,64108.113281,9.793582,4.021966,122.810303,218.967667,1.054991,7955.880799,128607.847388,4.881880,618572.062500,33046.457031,63520.722656,63622.847656,0.505964,0.027031,16.165130
3.988713,64108.066406,9.793582,4.018386,122.841125,219.024200,1.054990,7959.872113,128672.367498,4.879428,618345.125000,33038.921875,63518.835938,0.000000,0.505525,0.027011,16.165130
3.984760,64108.027344,9.793582,4.014325,122.876083,219.088501,1.054990,7964.400468,128745.568933,4.876651,618418.750000,33039.667969,63515.914062,0.000000,0.505298,0.026996,16.165130
3.981227,64107.976562,9.793582,4.010688,122.907280,219.145737,1.054990,7968.443290,128810.921678,4.874173,618379.125000,33041.382812,63514.160156,0.000000,0.505009,0.026984,16.165130
3.977385,64107.941406,9.793582,4.006713,122.941315,219.208328,1.054989,7972.854343,128882.226925,4.871474,618275.937500,33034.820312,63511.390625,1084653689655351312384.000000,0.504645,0.026963,16.165130
3.973891,64107.890625,9.793580,4.003082,122.972458,219.265442,1.054989,7976.891478,128947.487735,4.869003,618175.750000,33033.488281,63509.457031,-0.000000,0.504308,0.026949,16.165130
3.970214,64107.847656,9.793580,3.999273,123.004997,219.325256,1.054989,7981.110813,129015.693833,4.866426,618264.687500,33036.199219,63506.980469,64433.257812,0.504114,0.026937,16.165130
3.966711,64107.804688,9.793580,3.995620,123.036148,219.382431,1.054988,7985.151025,129081.004384,4.863961,618110.062500,33031.371094,63504.855469,0.000000,0.503733,0.026919,16.165130
3.963063,64107.765625,9.793580,3.991810,123.068642,219.442093,1.054988,7989.367500,129149.164251,4.861391,618087.250000,33029.308594,63502.453125,0.000000,0.503449,0.026903,16.165130
3.959638,64107.718750,9.793580,3.988230,123.099098,219.497971,1.054988,7993.321440,129213.080214,4.858982,618079.375000,33030.847656,63500.476562,-5.404900,0.503193,0.026891,16.165130
3.955782,64107.679688,9.793580,3.984175,123.133598,219.561432,1.054988,7997.798918,129285.459218,4.856259,617936.875000,33022.910156,63497.527344,0.000000,0.502796,0.026870,16.165130
3.952338,64107.632812,9.793580,3.980547,123.164474,219.618073,1.054987,8001.807657,129350.261018,4.853823,617918.187500,33024.671875,63495.875000,0.000000,0.502529,0.026858,16.165130
3.948718,64107.593750,9.793580,3.976732,123.196877,219.677582,1.054987,8006.016624,129418.299506,4.851268,617909.437500,33024.125000,63493.429688,72443192238023397867520.000000,0.502257,0.026843,16.165130
3.945416,64107.546875,9.793580,3.973234,123.226562,219.732025,1.054987,8009.872692,129480.633351,4.848929,617812.812500,33021.507812,63491.558594,0.000000,0.501937,0.026828,16.165130
3.942023,64107.507812,9.793580,3.969623,123.257309,219.788437,1.054986,8013.867587,129545.211344,4.846509,617705.562500,33016.968750,63489.238281,0.000000,0.501600,0.026811,16.165130
3.938308,64107.468750,9.793580,3.965686,123.290764,219.849976,1.054986,8018.216665,129615.514751,4.843877,617809.437500,33019.964844,63486.574219,0.000000,0.501412,0.026799,16.165130
3.934859,64107.421875,9.793580,3.962011,123.321938,219.907166,1.054986,8022.269223,129681.024879,4.841427,617694.125000,33017.582031,63484.757812,51.693359,0.501065,0.026783,16.165130
3.931055,64107.382812,9.793580,3.957947,123.356422,219.970596,1.054985,8026.753709,129753.517180,4.838719,617641.062500,33013.253906,63482.007812,122.269531,0.500742,0.026765,16.165130
3.927267,64107.335938,9.793580,3.953898,123.390701,220.033646,1.054985,8031.213539,129825.610909,4.836028,617636.312500,33014.824219,63479.718750,-7537754705101106796355756467934986240.000000,0.500460,0.026751,16.165130
3.923911,64107.289062,9.793580,3.950298,123.421104,220.089417,1.054985,8035.169041,129889.552123,4.833644,617572.000000,33014.660156,63478.140625,3.304688,0.500162,0.026738,16.165130
3.920175,64105.308594,9.793580,3.946262,123.455330,220.152344,1.054984,8039.623342,129961.556468,4.830817,617399.062500,33005.890625,63475.191406,0.015814,0.499745,0.026716,16.165130
3.916779,64107.199219,9.793580,3.942598,123.486404,220.209351,1.054984,8043.669286,130026.959685,4.828529,617468.062500,33011.300781,63473.382812,0.000000,0.499549,0.026707,16.165130
3.913314,64107.156250,9.793580,3.938859,123.518044,220.267471,1.054984,8047.788907,130093.553899,4.826054,617458.437500,33011.203125,63471.082031,52.356445,0.499286,0.026693,16.165130
